,Time,IN1,IN2,OUTCHANGED,CORRECT
6083,6083,1,0,1,1
6084,6084,1,0,0,0
6085,6085,1,1,1,0
6086,6086,0,1,0,0
6087,6087,0,1,0,0
6088,6088,0,0,0,1
6089,6089,1,1,0,1
6090,6090,0,0,1,0
6091,6091,1,0,1,1
6092,6092,1,0,0,0
6093,6093,0,1,1,1
6094,6094,1,0,0,0
6095,6095,1,1,1,0
6096,6096,1,0,1,1
6097,6097,0,0,0,1
6098,6098,1,0,1,1
6099,6099,1,0,0,0
6100,6100,0,1,0,0
6101,6101,0,0,0,1
6102,6102,0,1,0,0
6103,6103,0,1,0,0
6104,6104,0,0,0,1
6105,6105,1,1,1,0
6106,6106,0,0,0,1
6107,6107,1,1,0,1
6108,6108,1,0,0,0
6109,6109,1,0,1,1
6110,6110,1,0,0,0
6111,6111,0,0,1,0
6112,6112,0,0,1,0
6113,6113,0,1,1,1
6114,6114,1,1,0,1
6115,6115,1,0,1,1
6116,6116,0,1,0,0
6117,6117,1,1,1,0
6118,6118,1,0,1,1
6119,6119,0,0,0,1
6120,6120,1,0,1,1
6121,6121,0,0,0,1
6122,6122,0,1,1,1
6123,6123,0,1,0,0
6124,6124,0,0,1,0
6125,6125,1,0,1,1
6126,6126,1,0,1,1
6127,6127,1,0,1,1
6128,6128,0,0,0,1
6129,6129,0,0,1,0
6130,6130,1,1,1,0
6131,6131,0,1,0,0
6132,6132,0,0,1,0
6133,6133,0,1,1,1
6134,6134,0,1,0,0
6135,6135,0,1,0,0
6136,6136,1,0,1,1
6137,6137,1,1,0,1
6138,6138,0,1,0,0
6139,6139,0,1,1,1
6140,6140,1,1,0,1
6141,6141,1,0,1,1
6142,6142,0,1,0,0
6143,6143,1,1,1,0
6144,6144,0,1,1,1
6145,6145,1,1,0,1
6146,6146,1,1,0,1
6147,6147,1,0,0,0
6148,6148,1,1,0,1
6149,6149,0,0,0,1
6150,6150,0,0,1,0
6151,6151,0,1,1,1
6152,6152,1,0,0,0
6153,6153,0,0,1,0
6154,6154,0,1,0,0
6155,6155,1,0,0,0
6156,6156,0,0,0,1
6157,6157,1,0,1,1
6158,6158,1,0,0,0
6159,6159,0,0,0,1
6160,6160,0,0,0,1
6161,6161,1,0,1,1
6162,6162,1,0,0,0
6163,6163,1,0,1,1
6164,6164,0,0,0,1
6165,6165,0,1,0,0
6166,6166,0,0,0,1
6167,6167,1,0,1,1
6168,6168,1,1,0,1
6169,6169,0,1,0,0
6170,6170,0,0,1,0
6171,6171,1,0,0,0
6172,6172,0,1,1,1
6173,6173,1,1,0,1
6174,6174,1,1,0,1
6175,6175,0,0,1,0
6176,6176,1,0,0,0
6177,6177,1,1,0,1
6178,6178,1,0,1,1
6179,6179,1,1,0,1
6180,6180,0,0,0,1
6181,6181,0,0,0,1
6182,6182,0,1,0,0
6183,6183,0,1,1,1
6184,6184,1,1,0,1
6185,6185,0,0,1,0
6186,6186,1,0,0,0
6187,6187,1,0,1,1
6188,6188,0,1,1,1
6189,6189,1,0,1,1
6190,6190,0,0,1,0
6191,6191,0,0,1,0
6192,6192,1,0,1,1
6193,6193,1,1,0,1
6194,6194,0,1,0,0
6195,6195,1,0,1,1
6196,6196,0,0,0,1
6197,6197,0,1,1,1
6198,6198,0,0,0,1
6199,6199,0,1,0,0
6200,6200,0,1,1,1
6201,6201,1,1,0,1
6202,6202,1,0,0,0
6203,6203,0,1,1,1
6204,6204,1,1,1,0
6205,6205,0,1,1,1
6206,6206,0,0,1,0
6207,6207,1,1,0,1
6208,6208,1,0,1,1
6209,6209,0,0,1,0
6210,6210,0,1,1,1
6211,6211,1,1,1,0
6212,6212,0,1,0,0
6213,6213,0,0,1,0
6214,6214,1,1,1,0
6215,6215,0,0,0,1
6216,6216,1,1,0,1
6217,6217,1,0,0,0
6218,6218,1,1,1,0
6219,6219,0,0,0,1
6220,6220,0,1,1,1
6221,6221,1,1,0,1
6222,6222,0,0,0,1
6223,6223,0,0,0,1
6224,6224,0,1,1,1
6225,6225,0,1,1,1
6226,6226,0,0,1,0
6227,6227,1,0,1,1
6228,6228,0,1,1,1
6229,6229,0,0,1,0
6230,6230,0,1,1,1
6231,6231,1,0,0,0
6232,6232,0,1,0,0
6233,6233,0,0,0,1
6234,6234,1,0,1,1
6235,6235,0,1,0,0
6236,6236,1,1,1,0
6237,6237,1,0,1,1
6238,6238,0,1,1,1
6239,6239,0,1,0,0
6240,6240,1,1,1,0
6241,6241,0,1,1,1
6242,6242,0,1,1,1
6243,6243,1,0,0,0
6244,6244,0,1,0,0
6245,6245,1,0,1,1
6246,6246,1,1,0,1
6247,6247,0,0,1,0
6248,6248,1,1,0,1
6249,6249,1,1,0,1
6250,6250,1,0,0,0
6251,6251,0,0,1,0
6252,6252,1,1,0,1
6253,6253,1,0,0,0
6254,6254,0,1,1,1
6255,6255,0,0,1,0
6256,6256,0,1,0,0
6257,6257,1,1,0,1
6258,6258,1,0,0,0
6259,6259,1,1,0,1
6260,6260,1,0,0,0
6261,6261,0,0,1,0
6262,6262,0,0,0,1
6263,6263,0,1,1,1
6264,6264,0,0,0,1
6265,6265,1,1,0,1
6266,6266,1,0,0,0
6267,6267,1,0,1,1
6268,6268,0,0,1,0
6269,6269,0,1,1,1
6270,6270,0,1,0,0
6271,6271,0,0,1,0
6272,6272,1,1,0,1
6273,6273,0,1,0,0
6274,6274,0,1,0,0
6275,6275,1,1,0,1
6276,6276,0,0,1,0
6277,6277,1,1,1,0
6278,6278,1,0,1,1
6279,6279,1,0,0,0
6280,6280,1,0,0,0
6281,6281,0,0,0,1
6282,6282,0,0,1,0
6283,6283,0,0,1,0
6284,6284,0,0,0,1
6285,6285,1,0,0,0
6286,6286,1,1,0,1
6287,6287,1,0,0,0
6288,6288,1,0,0,0
6289,6289,0,0,1,0
6290,6290,1,1,0,1
6291,6291,0,1,1,1
6292,6292,1,1,1,0
6293,6293,1,1,1,0
6294,6294,1,0,0,0
6295,6295,1,1,0,1
6296,6296,0,0,1,0
6297,6297,0,1,0,0
6298,6298,0,0,1,0
6299,6299,0,0,1,0
6300,6300,1,0,0,0
6301,6301,1,1,0,1
6302,6302,0,0,1,0
6303,6303,0,1,0,0
6304,6304,1,1,1,0
6305,6305,1,0,0,0
6306,6306,0,1,1,1
6307,6307,1,0,0,0
6308,6308,0,0,0,1
6309,6309,1,0,0,0
6310,6310,1,1,1,0
6311,6311,1,0,0,0
6312,6312,0,0,1,0
6313,6313,1,1,0,1
6314,6314,0,0,1,0
6315,6315,0,1,1,1
6316,6316,1,1,0,1
6317,6317,0,1,1,1
6318,6318,1,0,1,1
6319,6319,0,1,0,0
6320,6320,1,0,1,1
6321,6321,1,1,1,0
6322,6322,1,0,1,1
6323,6323,0,1,1,1
6324,6324,1,1,0,1
6325,6325,0,1,1,1
6326,6326,1,1,0,1
6327,6327,1,0,0,0
6328,6328,1,1,0,1
6329,6329,1,1,1,0
6330,6330,1,0,1,1
6331,6331,0,1,0,0
6332,6332,1,1,1,0
6333,6333,0,1,0,0
6334,6334,1,1,0,1
6335,6335,0,0,1,0
6336,6336,0,1,0,0
6337,6337,0,1,1,1
6338,6338,0,1,1,1
6339,6339,1,1,1,0
6340,6340,1,0,0,0
6341,6341,1,1,0,1
6342,6342,0,0,1,0
6343,6343,0,0,1,0
6344,6344,0,0,1,0
6345,6345,0,1,0,0
6346,6346,0,0,0,1
6347,6347,0,0,0,1
6348,6348,1,0,0,0
6349,6349,1,1,1,0
6350,6350,0,1,0,0
6351,6351,1,1,1,0
6352,6352,0,1,1,1
6353,6353,0,0,0,1
6354,6354,0,0,1,0
6355,6355,1,0,1,1
6356,6356,1,1,0,1
6357,6357,0,1,0,0
6358,6358,0,1,1,1
6359,6359,1,1,0,1
6360,6360,1,1,0,1
6361,6361,1,0,0,0
6362,6362,0,1,1,1
6363,6363,1,1,1,0
6364,6364,1,1,0,1
6365,6365,1,1,0,1
6366,6366,0,1,1,1
6367,6367,0,1,0,0
6368,6368,0,0,0,1
6369,6369,1,1,1,0
6370,6370,0,1,0,0
6371,6371,0,1,0,0
6372,6372,1,0,1,1
6373,6373,0,1,0,0
6374,6374,0,1,1,1
6375,6375,0,1,1,1
6376,6376,0,0,1,0
6377,6377,0,0,1,0
6378,6378,1,0,1,1
6379,6379,1,1,1,0
6380,6380,1,1,0,1
6381,6381,1,1,1,0
6382,6382,1,1,1,0
6383,6383,0,0,1,0
6384,6384,0,0,1,0
6385,6385,1,1,1,0
6386,6386,1,0,0,0
6387,6387,1,1,0,1
6388,6388,0,0,0,1
6389,6389,1,1,0,1
6390,6390,0,1,0,0
6391,6391,1,0,0,0
6392,6392,0,1,1,1
6393,6393,0,1,0,0
6394,6394,0,0,1,0
6395,6395,1,0,0,0
6396,6396,0,0,0,1
6397,6397,0,1,0,0
6398,6398,0,0,1,0
6399,6399,1,0,1,1
6400,6400,0,0,0,1
6401,6401,1,0,1,1
6402,6402,0,1,1,1
6403,6403,0,0,0,1
6404,6404,1,0,0,0
6405,6405,0,1,1,1
6406,6406,0,1,0,0
6407,6407,1,1,1,0
6408,6408,1,0,0,0
6409,6409,0,1,0,0
6410,6410,0,0,1,0
6411,6411,1,1,0,1
6412,6412,1,1,0,1
6413,6413,1,1,0,1
6414,6414,1,0,1,1
6415,6415,0,0,1,0
6416,6416,1,1,0,1
6417,6417,0,1,1,1
6418,6418,1,0,1,1
6419,6419,1,0,0,0
6420,6420,1,1,1,0
6421,6421,0,0,0,1
6422,6422,0,0,0,1
6423,6423,0,0,0,1
6424,6424,0,1,1,1
6425,6425,0,1,0,0
6426,6426,1,0,1,1
6427,6427,1,0,1,1
6428,6428,0,0,0,1
6429,6429,1,0,0,0
6430,6430,1,1,0,1
6431,6431,0,0,1,0
6432,6432,0,0,1,0
6433,6433,1,1,1,0
6434,6434,0,1,0,0
6435,6435,1,1,1,0
6436,6436,1,0,1,1
6437,6437,1,1,0,1
6438,6438,1,0,0,0
6439,6439,0,1,0,0
6440,6440,0,1,0,0
6441,6441,0,1,1,1
6442,6442,1,0,1,1
6443,6443,0,0,1,0
6444,6444,0,0,1,0
6445,6445,1,1,1,0
6446,6446,0,1,0,0
6447,6447,1,0,0,0
6448,6448,0,0,1,0
6449,6449,1,1,1,0
6450,6450,0,1,1,1
6451,6451,0,1,1,1
6452,6452,0,1,0,0
6453,6453,1,0,0,0
6454,6454,1,0,0,0
6455,6455,1,1,1,0
6456,6456,1,1,0,1
6457,6457,1,1,1,0
6458,6458,0,0,0,1
6459,6459,1,1,1,0
6460,6460,1,1,1,0
6461,6461,1,0,1,1
6462,6462,1,0,0,0
6463,6463,0,0,1,0
6464,6464,0,0,1,0
6465,6465,0,1,1,1
6466,6466,1,1,0,1
6467,6467,0,0,0,1
6468,6468,0,1,1,1
6469,6469,1,1,1,0
6470,6470,0,0,0,1
6471,6471,1,1,1,0
6472,6472,0,1,1,1
6473,6473,0,1,1,1
6474,6474,0,0,1,0
6475,6475,0,1,0,0
6476,6476,0,0,0,1
6477,6477,0,0,0,1
6478,6478,0,0,1,0
6479,6479,0,0,1,0
6480,6480,0,1,0,0
6481,6481,0,1,1,1
6482,6482,0,1,1,1
6483,6483,0,0,1,0
6484,6484,1,1,0,1
6485,6485,0,0,1,0
6486,6486,0,0,1,0
6487,6487,1,0,0,0
6488,6488,1,0,1,1
6489,6489,1,1,0,1
6490,6490,0,1,0,0
6491,6491,0,0,0,1
6492,6492,1,1,0,1
6493,6493,0,0,1,0
6494,6494,0,1,0,0
6495,6495,0,1,0,0
6496,6496,0,1,0,0
6497,6497,1,0,1,1
6498,6498,1,0,0,0
6499,6499,0,1,0,0
6500,6500,1,1,0,1
6501,6501,1,1,0,1
6502,6502,0,1,1,1
6503,6503,0,0,0,1
6504,6504,0,1,1,1
6505,6505,0,0,0,1
6506,6506,0,1,0,0
6507,6507,0,1,1,1
6508,6508,1,1,0,1
6509,6509,1,1,1,0
6510,6510,1,0,1,1
6511,6511,0,1,1,1
6512,6512,0,0,1,0
6513,6513,0,0,0,1
6514,6514,1,1,0,1
6515,6515,1,1,1,0
6516,6516,0,1,0,0
6517,6517,0,0,1,0
6518,6518,1,0,0,0
6519,6519,0,0,1,0
6520,6520,0,0,0,1
6521,6521,0,0,0,1
6522,6522,1,1,0,1
6523,6523,1,1,1,0
6524,6524,0,0,1,0
6525,6525,1,0,0,0
6526,6526,0,0,0,1
6527,6527,1,1,1,0
6528,6528,0,0,1,0
6529,6529,1,0,0,0
6530,6530,1,1,1,0
6531,6531,1,1,0,1
6532,6532,1,0,0,0
6533,6533,0,1,1,1
6534,6534,1,0,1,1
6535,6535,1,0,1,1
6536,6536,0,1,1,1
6537,6537,1,1,0,1
6538,6538,0,0,1,0
6539,6539,1,1,0,1
6540,6540,0,1,0,0
6541,6541,0,0,0,1
6542,6542,0,0,0,1
6543,6543,1,0,0,0
6544,6544,0,0,0,1
6545,6545,0,0,1,0
6546,6546,1,1,0,1
6547,6547,1,0,1,1
6548,6548,1,0,0,0
6549,6549,1,0,1,1
6550,6550,0,0,0,1
6551,6551,1,1,0,1
6552,6552,0,0,1,0
6553,6553,1,1,1,0
6554,6554,0,0,0,1
6555,6555,0,0,0,1
6556,6556,1,1,0,1
6557,6557,1,1,1,0
6558,6558,1,1,0,1
6559,6559,1,1,0,1
6560,6560,1,0,1,1
6561,6561,1,0,1,1
6562,6562,1,0,0,0
6563,6563,1,1,1,0
6564,6564,0,1,0,0
6565,6565,1,0,0,0
6566,6566,0,0,1,0
6567,6567,1,0,0,0
6568,6568,0,0,0,1
6569,6569,0,1,1,1
6570,6570,0,0,0,1
6571,6571,0,0,1,0
6572,6572,1,1,0,1
6573,6573,0,1,0,0
6574,6574,1,1,0,1
6575,6575,0,0,0,1
6576,6576,1,1,1,0
6577,6577,1,1,0,1
6578,6578,0,0,1,0
6579,6579,1,1,1,0
6580,6580,0,0,1,0
6581,6581,0,1,1,1
6582,6582,0,1,1,1
6583,6583,1,0,1,1
6584,6584,0,1,1,1
6585,6585,0,1,0,0
6586,6586,1,1,1,0
6587,6587,0,0,0,1
6588,6588,1,1,1,0
6589,6589,1,1,0,1
6590,6590,0,1,0,0
6591,6591,0,1,1,1
6592,6592,1,1,1,0
6593,6593,0,0,0,1
6594,6594,1,0,1,1
6595,6595,0,0,1,0
6596,6596,1,0,1,1
6597,6597,1,0,0,0
6598,6598,1,0,0,0
6599,6599,1,1,0,1
6600,6600,1,0,0,0
6601,6601,1,1,0,1
6602,6602,0,0,0,1
6603,6603,1,0,0,0
6604,6604,1,0,0,0
6605,6605,0,0,1,0
6606,6606,0,1,1,1
6607,6607,1,0,0,0
6608,6608,0,0,1,0
6609,6609,0,1,1,1
6610,6610,1,0,1,1
6611,6611,1,0,0,0
6612,6612,0,1,1,1
6613,6613,1,0,1,1
6614,6614,0,0,0,1
6615,6615,1,1,0,1
6616,6616,0,0,1,0
6617,6617,1,1,0,1
6618,6618,1,0,1,1
6619,6619,1,0,1,1
6620,6620,0,0,0,1
6621,6621,0,0,1,0
6622,6622,1,0,1,1
6623,6623,0,1,0,0
6624,6624,0,0,1,0
6625,6625,1,1,1,0
6626,6626,0,0,1,0
6627,6627,0,0,1,0
6628,6628,0,0,1,0
6629,6629,1,0,1,1
6630,6630,1,1,1,0
6631,6631,1,0,1,1
6632,6632,1,1,0,1
6633,6633,1,1,1,0
6634,6634,1,0,0,0
6635,6635,1,0,1,1
6636,6636,0,0,0,1
6637,6637,1,1,0,1
6638,6638,0,1,0,0
6639,6639,0,0,1,0
6640,6640,1,0,1,1
6641,6641,1,0,0,0
6642,6642,1,0,1,1
6643,6643,0,1,0,0
6644,6644,0,1,1,1
6645,6645,0,1,0,0
6646,6646,1,1,0,1
6647,6647,1,1,1,0
6648,6648,1,1,1,0
6649,6649,1,0,0,0
6650,6650,1,0,1,1
6651,6651,1,0,0,0
6652,6652,0,1,0,0
6653,6653,0,1,0,0
6654,6654,1,0,0,0
6655,6655,0,1,1,1
6656,6656,1,0,1,1
6657,6657,1,0,1,1
6658,6658,0,0,0,1
6659,6659,1,0,1,1
6660,6660,0,1,1,1
6661,6661,0,0,1,0
6662,6662,1,1,1,0
6663,6663,0,0,0,1
6664,6664,1,1,1,0
6665,6665,0,0,0,1
6666,6666,1,1,0,1
6667,6667,0,0,0,1
6668,6668,0,0,0,1
6669,6669,0,0,0,1
6670,6670,1,0,1,1
6671,6671,0,1,0,0
6672,6672,1,1,0,1
6673,6673,0,1,1,1
6674,6674,1,0,1,1
6675,6675,1,0,1,1
6676,6676,1,1,1,0
6677,6677,1,0,1,1
6678,6678,0,0,1,0
6679,6679,0,0,0,1
6680,6680,1,0,1,1
6681,6681,1,0,1,1
6682,6682,1,1,1,0
6683,6683,0,0,1,0
6684,6684,0,0,1,0
6685,6685,1,0,0,0
6686,6686,0,0,0,1
6687,6687,1,0,0,0
6688,6688,0,1,1,1
6689,6689,0,0,0,1
6690,6690,0,0,1,0
6691,6691,1,1,0,1
6692,6692,0,0,0,1
6693,6693,0,0,1,0
6694,6694,1,1,0,1
6695,6695,0,0,0,1
6696,6696,0,1,1,1
6697,6697,0,0,0,1
6698,6698,1,1,1,0
6699,6699,0,0,1,0
6700,6700,0,1,1,1
6701,6701,0,1,0,0
6702,6702,0,1,0,0
6703,6703,0,0,0,1
6704,6704,0,0,1,0
6705,6705,0,1,0,0
6706,6706,0,0,0,1
6707,6707,0,0,1,0
6708,6708,1,1,0,1
6709,6709,1,0,0,0
6710,6710,1,1,1,0
6711,6711,1,0,1,1
6712,6712,1,0,0,0
6713,6713,1,1,0,1
6714,6714,0,1,1,1
6715,6715,1,0,1,1
6716,6716,1,0,1,1
6717,6717,0,1,1,1
6718,6718,1,1,1,0
6719,6719,1,0,1,1
6720,6720,0,1,1,1
6721,6721,1,0,0,0
6722,6722,1,0,0,0
6723,6723,0,1,1,1
6724,6724,0,0,0,1
6725,6725,1,1,1,0
6726,6726,0,0,0,1
6727,6727,0,1,0,0
6728,6728,1,1,1,0
6729,6729,0,0,1,0
6730,6730,0,0,0,1
6731,6731,1,0,1,1
6732,6732,1,1,0,1
6733,6733,1,1,1,0
6734,6734,1,0,0,0
6735,6735,0,0,0,1
6736,6736,1,1,1,0
6737,6737,0,1,0,0
6738,6738,0,1,0,0
6739,6739,0,1,0,0
6740,6740,1,0,0,0
6741,6741,0,0,0,1
6742,6742,0,0,1,0
6743,6743,1,1,1,0
6744,6744,0,0,0,1
6745,6745,1,1,1,0
6746,6746,1,0,0,0
6747,6747,0,0,1,0
6748,6748,1,1,1,0
6749,6749,1,1,1,0
6750,6750,0,0,1,0
6751,6751,1,0,0,0
6752,6752,0,0,1,0
6753,6753,0,0,0,1
6754,6754,0,1,0,0
6755,6755,0,0,0,1
6756,6756,1,1,0,1
6757,6757,0,1,0,0
6758,6758,1,0,1,1
6759,6759,0,1,0,0
6760,6760,0,0,1,0
6761,6761,1,1,1,0
6762,6762,1,1,1,0
6763,6763,0,1,1,1
6764,6764,0,1,1,1
6765,6765,0,1,0,0
6766,6766,0,0,1,0
6767,6767,0,0,1,0
6768,6768,1,0,0,0
6769,6769,1,1,1,0
6770,6770,1,1,0,1
6771,6771,0,1,0,0
6772,6772,1,1,0,1
6773,6773,1,0,0,0
6774,6774,1,0,1,1
6775,6775,0,1,1,1
6776,6776,0,0,1,0
6777,6777,0,1,0,0
6778,6778,0,1,1,1
6779,6779,1,0,1,1
6780,6780,0,1,1,1
6781,6781,0,1,1,1
6782,6782,1,0,0,0
6783,6783,0,1,0,0
6784,6784,0,0,0,1
6785,6785,1,1,0,1
6786,6786,1,1,1,0
6787,6787,0,1,0,0
6788,6788,1,0,0,0
6789,6789,0,0,0,1
6790,6790,1,0,0,0
6791,6791,0,0,0,1
6792,6792,0,1,0,0
6793,6793,1,1,0,1
6794,6794,1,0,1,1
6795,6795,0,1,0,0
6796,6796,0,1,1,1
6797,6797,0,1,1,1
6798,6798,0,1,0,0
6799,6799,1,0,1,1
6800,6800,0,0,1,0
6801,6801,0,1,0,0
6802,6802,0,0,0,1
6803,6803,1,0,1,1
6804,6804,0,1,0,0
6805,6805,1,1,1,0
6806,6806,1,0,0,0
6807,6807,0,0,0,1
6808,6808,1,0,1,1
6809,6809,1,1,1,0
6810,6810,0,1,0,0
6811,6811,0,0,0,1
6812,6812,0,1,0,0
6813,6813,0,1,0,0
6814,6814,1,0,0,0
6815,6815,0,0,0,1
6816,6816,1,0,0,0
6817,6817,0,0,1,0
6818,6818,0,0,0,1
6819,6819,1,0,1,1
6820,6820,0,0,1,0
6821,6821,1,1,0,1
6822,6822,0,0,1,0
6823,6823,1,1,1,0
6824,6824,1,0,1,1
6825,6825,1,1,0,1
6826,6826,1,0,0,0
6827,6827,1,0,1,1
6828,6828,0,0,1,0
6829,6829,0,0,0,1
6830,6830,0,0,1,0
6831,6831,0,0,1,0
6832,6832,1,0,1,1
6833,6833,0,0,0,1
6834,6834,1,1,0,1
6835,6835,1,1,1,0
6836,6836,1,0,0,0
6837,6837,0,0,0,1
6838,6838,1,0,1,1
6839,6839,1,0,1,1
6840,6840,0,0,1,0
6841,6841,0,1,0,0
6842,6842,1,0,0,0
6843,6843,0,0,0,1
6844,6844,0,0,1,0
6845,6845,1,0,1,1
6846,6846,0,0,0,1
6847,6847,1,1,0,1
6848,6848,1,1,0,1
6849,6849,0,0,1,0
6850,6850,1,0,0,0
6851,6851,1,1,1,0
6852,6852,1,1,1,0
6853,6853,0,0,1,0
6854,6854,1,0,0,0
6855,6855,0,0,0,1
6856,6856,1,0,0,0
6857,6857,0,0,1,0
6858,6858,0,0,0,1
6859,6859,1,0,1,1
6860,6860,1,0,1,1
6861,6861,1,0,1,1
6862,6862,0,1,1,1
6863,6863,0,0,1,0
6864,6864,1,1,1,0
6865,6865,1,1,0,1
6866,6866,1,1,1,0
6867,6867,1,0,0,0
6868,6868,1,0,1,1
6869,6869,0,1,1,1
6870,6870,0,1,0,0
6871,6871,0,1,0,0
6872,6872,1,1,0,1
6873,6873,1,0,0,0
6874,6874,1,0,1,1
6875,6875,0,1,0,0
6876,6876,0,0,1,0
6877,6877,1,1,1,0
6878,6878,1,0,0,0
6879,6879,0,1,0,0
6880,6880,1,0,0,0
6881,6881,1,1,0,1
6882,6882,0,1,0,0
6883,6883,1,0,1,1
6884,6884,0,0,1,0
6885,6885,0,1,0,0
6886,6886,0,0,1,0
6887,6887,1,1,0,1
6888,6888,0,0,0,1
6889,6889,1,1,1,0
6890,6890,0,1,1,1
6891,6891,1,0,1,1
6892,6892,1,1,0,1
6893,6893,0,0,1,0
6894,6894,1,1,0,1
6895,6895,1,1,0,1
6896,6896,1,1,1,0
6897,6897,0,0,1,0
6898,6898,1,1,0,1
6899,6899,0,1,0,0
6900,6900,1,1,0,1
6901,6901,0,0,1,0
6902,6902,1,0,1,1
6903,6903,0,0,0,1
6904,6904,0,0,0,1
6905,6905,0,0,0,1
6906,6906,0,0,0,1
6907,6907,1,0,0,0
6908,6908,1,1,0,1
6909,6909,0,0,1,0
6910,6910,1,0,1,1
6911,6911,1,0,1,1
6912,6912,1,0,0,0
6913,6913,0,1,0,0
6914,6914,1,1,0,1
6915,6915,1,0,0,0
6916,6916,0,1,1,1
6917,6917,0,0,1,0
6918,6918,1,1,1,0
6919,6919,0,0,1,0
6920,6920,1,0,0,0
6921,6921,1,1,0,1
6922,6922,1,1,1,0
6923,6923,0,1,0,0
6924,6924,0,1,0,0
6925,6925,1,1,0,1
6926,6926,0,1,1,1
6927,6927,0,0,0,1
6928,6928,1,1,1,0
6929,6929,1,0,1,1
6930,6930,1,0,1,1
6931,6931,0,0,1,0
6932,6932,1,0,1,1
6933,6933,0,1,0,0
6934,6934,0,0,1,0
6935,6935,0,1,0,0
6936,6936,1,1,1,0
6937,6937,0,1,1,1
6938,6938,0,1,0,0
6939,6939,0,1,0,0
6940,6940,0,0,1,0
6941,6941,0,0,0,1
6942,6942,1,1,0,1
6943,6943,0,0,1,0
6944,6944,0,0,1,0
6945,6945,1,0,1,1
6946,6946,0,0,0,1
6947,6947,0,1,1,1
6948,6948,0,1,0,0
6949,6949,1,0,1,1
6950,6950,1,1,1,0
6951,6951,1,0,0,0
6952,6952,1,0,1,1
6953,6953,1,0,1,1
6954,6954,0,0,1,0
6955,6955,1,0,1,1
6956,6956,1,1,1,0
6957,6957,0,1,0,0
6958,6958,1,0,1,1
6959,6959,1,1,0,1
6960,6960,1,0,0,0
6961,6961,0,0,0,1
6962,6962,1,0,0,0
6963,6963,0,1,1,1
6964,6964,1,1,1,0
6965,6965,1,0,0,0
6966,6966,1,0,0,0
6967,6967,0,0,1,0
6968,6968,0,1,0,0
6969,6969,1,0,0,0
6970,6970,1,1,1,0
6971,6971,1,0,0,0
6972,6972,1,0,1,1
6973,6973,1,0,1,1
6974,6974,1,1,1,0
6975,6975,0,0,1,0
6976,6976,0,1,0,0
6977,6977,0,1,0,0
6978,6978,0,1,0,0
6979,6979,1,1,0,1
6980,6980,0,1,0,0
6981,6981,1,1,0,1
6982,6982,1,0,0,0
6983,6983,1,1,1,0
6984,6984,1,1,0,1
6985,6985,1,0,1,1
6986,6986,1,0,1,1
6987,6987,1,1,0,1
6988,6988,0,1,0,0
6989,6989,0,0,0,1
6990,6990,1,0,0,0
6991,6991,1,1,1,0
6992,6992,0,1,1,1
6993,6993,1,0,1,1
6994,6994,1,0,1,1
6995,6995,0,0,0,1
6996,6996,1,0,1,1
6997,6997,0,1,0,0
6998,6998,0,1,1,1
6999,6999,0,1,0,0
7000,7000,1,1,0,1
7001,7001,0,0,0,1
7002,7002,0,0,0,1
7003,7003,0,0,1,0
7004,7004,1,1,1,0
7005,7005,0,0,0,1
7006,7006,1,1,1,0
7007,7007,0,0,1,0
7008,7008,1,0,1,1
7009,7009,0,0,0,1
7010,7010,0,1,0,0
7011,7011,0,0,0,1
7012,7012,0,0,0,1
7013,7013,0,0,1,0
7014,7014,0,0,1,0
7015,7015,0,0,0,1
7016,7016,1,0,0,0
7017,7017,1,0,1,1
7018,7018,1,1,0,1
7019,7019,0,1,1,1
7020,7020,1,1,0,1
7021,7021,1,0,0,0
7022,7022,0,0,1,0
7023,7023,1,0,1,1
7024,7024,0,0,0,1
7025,7025,1,0,1,1
7026,7026,0,0,1,0
7027,7027,1,1,1,0
7028,7028,0,1,0,0
7029,7029,0,0,0,1
7030,7030,0,0,1,0
7031,7031,0,1,1,1
7032,7032,0,1,1,1
7033,7033,1,0,0,0
7034,7034,0,1,0,0
7035,7035,0,1,1,1
7036,7036,0,1,1,1
7037,7037,0,0,0,1
7038,7038,1,0,0,0
7039,7039,1,0,0,0
7040,7040,0,1,1,1
7041,7041,0,0,1,0
7042,7042,0,1,1,1
7043,7043,0,1,1,1
7044,7044,0,0,1,0
7045,7045,0,0,0,1
7046,7046,0,1,1,1
7047,7047,1,0,0,0
7048,7048,0,0,1,0
7049,7049,0,1,0,0
7050,7050,1,1,0,1
7051,7051,1,1,0,1
7052,7052,0,0,0,1
7053,7053,0,1,1,1
7054,7054,1,0,0,0
7055,7055,1,1,0,1
7056,7056,1,0,1,1
7057,7057,0,1,1,1
7058,7058,1,1,1,0
7059,7059,1,0,0,0
7060,7060,0,1,0,0
7061,7061,0,0,1,0
7062,7062,0,0,1,0
7063,7063,1,1,1,0
7064,7064,0,1,0,0
7065,7065,1,1,1,0
7066,7066,1,1,1,0
7067,7067,0,1,1,1
7068,7068,0,1,1,1
7069,7069,1,0,0,0
7070,7070,0,0,1,0
7071,7071,1,1,1,0
7072,7072,1,1,0,1
7073,7073,0,0,0,1
7074,7074,1,1,0,1
7075,7075,0,1,0,0
7076,7076,1,1,0,1
7077,7077,0,0,1,0
7078,7078,1,1,0,1
7079,7079,0,0,0,1
7080,7080,1,1,1,0
