clock,in1,in2,in3,in4,in5,output1,output2
11960,0,0,0,1,1,0,1
11961,1,0,0,1,1,0,1
11962,0,1,0,1,1,1,1
11963,1,1,0,1,1,1,1
11964,0,0,1,1,1,0,0
11965,1,0,1,1,1,1,0
11966,0,1,1,1,1,0,0
11967,1,1,1,1,1,1,0
11968,0,0,0,0,0,0,0
11969,1,0,0,0,0,0,0
11970,0,1,0,0,0,1,1
11971,1,1,0,0,0,1,1
11972,0,0,1,0,0,0,0
11973,1,0,1,0,0,1,0
11974,0,1,1,0,0,1,1
11975,1,1,1,0,0,1,1
11976,0,0,0,1,0,0,0
11977,1,0,0,1,0,0,0
11978,0,1,0,1,0,1,1
11979,1,1,0,1,0,1,1
11980,0,0,1,1,0,0,0
11981,1,0,1,1,0,1,0
11982,0,1,1,1,0,0,0
11983,1,1,1,1,0,1,0
11984,0,0,0,0,1,0,1
11985,1,0,0,0,1,0,1
11986,0,1,0,0,1,1,1
11987,1,1,0,0,1,1,1
11988,0,0,1,0,1,0,1
11989,1,0,1,0,1,1,1
11990,0,1,1,0,1,1,1
11991,1,1,1,0,1,1,1
11992,0,0,0,1,1,0,1
11993,1,0,0,1,1,0,1
11994,0,1,0,1,1,1,1
11995,1,1,0,1,1,1,1
11996,0,0,1,1,1,0,0
11997,1,0,1,1,1,1,0
11998,0,1,1,1,1,0,0
11999,1,1,1,1,1,1,0
12000,0,0,0,0,0,0,0
12001,1,0,0,0,0,0,0
12002,0,1,0,0,0,1,1
12003,1,1,0,0,0,1,1
12004,0,0,1,0,0,0,0
12005,1,0,1,0,0,1,0
12006,0,1,1,0,0,1,1
12007,1,1,1,0,0,1,1
12008,0,0,0,1,0,0,0
12009,1,0,0,1,0,0,0
12010,0,1,0,1,0,1,1
12011,1,1,0,1,0,1,1
12012,0,0,1,1,0,0,0
12013,1,0,1,1,0,1,0
12014,0,1,1,1,0,0,0
12015,1,1,1,1,0,1,0
12016,0,0,0,0,1,0,1
12017,1,0,0,0,1,0,1
12018,0,1,0,0,1,1,1
12019,1,1,0,0,1,1,1
12020,0,0,1,0,1,0,1
12021,1,0,1,0,1,1,1
12022,0,1,1,0,1,1,1
12023,1,1,1,0,1,1,1
12024,0,0,0,1,1,0,1
12025,1,0,0,1,1,0,1
12026,0,1,0,1,1,1,1
12027,1,1,0,1,1,1,1
12028,0,0,1,1,1,0,0
12029,1,0,1,1,1,1,0
12030,0,1,1,1,1,0,0
12031,1,1,1,1,1,1,0
12032,0,0,0,0,0,0,0
12033,1,0,0,0,0,0,0
12034,0,1,0,0,0,1,1
12035,1,1,0,0,0,1,1
12036,0,0,1,0,0,0,0
12037,1,0,1,0,0,1,0
12038,0,1,1,0,0,1,1
12039,1,1,1,0,0,1,1
12040,0,0,0,1,0,0,0
12041,1,0,0,1,0,0,0
12042,0,1,0,1,0,1,1
12043,1,1,0,1,0,1,1
12044,0,0,1,1,0,0,0
12045,1,0,1,1,0,1,0
12046,0,1,1,1,0,0,0
12047,1,1,1,1,0,1,0
12048,0,0,0,0,1,0,1
12049,1,0,0,0,1,0,1
12050,0,1,0,0,1,1,1
12051,1,1,0,0,1,1,1
12052,0,0,1,0,1,0,1
12053,1,0,1,0,1,1,1
12054,0,1,1,0,1,1,1
12055,1,1,1,0,1,1,1
12056,0,0,0,1,1,0,1
12057,1,0,0,1,1,0,1
12058,0,1,0,1,1,1,1
12059,1,1,0,1,1,1,1
12060,0,0,1,1,1,0,0
12061,1,0,1,1,1,1,0
12062,0,1,1,1,1,0,0
12063,1,1,1,1,1,1,0
12064,0,0,0,0,0,0,0
12065,1,0,0,0,0,0,0
12066,0,1,0,0,0,1,1
12067,1,1,0,0,0,1,1
12068,0,0,1,0,0,0,0
12069,1,0,1,0,0,1,0
12070,0,1,1,0,0,1,1
12071,1,1,1,0,0,1,1
12072,0,0,0,1,0,0,0
12073,1,0,0,1,0,0,0
12074,0,1,0,1,0,1,1
12075,1,1,0,1,0,1,1
12076,0,0,1,1,0,0,0
12077,1,0,1,1,0,1,0
12078,0,1,1,1,0,0,0
12079,1,1,1,1,0,1,0
12080,0,0,0,0,1,0,1
12081,1,0,0,0,1,0,1
12082,0,1,0,0,1,1,1
12083,1,1,0,0,1,1,1
12084,0,0,1,0,1,0,1
12085,1,0,1,0,1,1,1
12086,0,1,1,0,1,1,1
12087,1,1,1,0,1,1,1
12088,0,0,0,1,1,0,1
12089,1,0,0,1,1,0,1
12090,0,1,0,1,1,1,1
12091,1,1,0,1,1,1,1
12092,0,0,1,1,1,0,0
12093,1,0,1,1,1,1,0
12094,0,1,1,1,1,0,0
12095,1,1,1,1,1,1,0
12096,0,0,0,0,0,0,0
12097,1,0,0,0,0,0,0
12098,0,1,0,0,0,1,1
12099,1,1,0,0,0,1,1
12100,0,0,1,0,0,0,0
12101,1,0,1,0,0,1,0
12102,0,1,1,0,0,1,1
12103,1,1,1,0,0,1,1
12104,0,0,0,1,0,0,0
12105,1,0,0,1,0,0,0
12106,0,1,0,1,0,1,1
12107,1,1,0,1,0,1,1
12108,0,0,1,1,0,0,0
12109,1,0,1,1,0,1,0
12110,0,1,1,1,0,0,0
12111,1,1,1,1,0,1,0
12112,0,0,0,0,1,0,1
12113,1,0,0,0,1,0,1
12114,0,1,0,0,1,1,1
12115,1,1,0,0,1,1,1
12116,0,0,1,0,1,0,1
12117,1,0,1,0,1,1,1
12118,0,1,1,0,1,1,1
12119,1,1,1,0,1,1,1
12120,0,0,0,1,1,0,1
12121,1,0,0,1,1,0,1
12122,0,1,0,1,1,1,1
12123,1,1,0,1,1,1,1
12124,0,0,1,1,1,0,0
12125,1,0,1,1,1,1,0
12126,0,1,1,1,1,0,0
12127,1,1,1,1,1,1,0
12128,0,0,0,0,0,0,0
12129,1,0,0,0,0,0,0
12130,0,1,0,0,0,1,1
12131,1,1,0,0,0,1,1
12132,0,0,1,0,0,0,0
12133,1,0,1,0,0,1,0
12134,0,1,1,0,0,1,1
12135,1,1,1,0,0,1,1
12136,0,0,0,1,0,0,0
12137,1,0,0,1,0,0,0
12138,0,1,0,1,0,1,1
12139,1,1,0,1,0,1,1
12140,0,0,1,1,0,0,0
12141,1,0,1,1,0,1,0
12142,0,1,1,1,0,0,0
12143,1,1,1,1,0,1,0
12144,0,0,0,0,1,0,1
12145,1,0,0,0,1,0,1
12146,0,1,0,0,1,1,1
12147,1,1,0,0,1,1,1
12148,0,0,1,0,1,0,1
12149,1,0,1,0,1,1,1
12150,0,1,1,0,1,1,1
12151,1,1,1,0,1,1,1
12152,0,0,0,1,1,0,1
12153,1,0,0,1,1,0,1
12154,0,1,0,1,1,1,1
12155,1,1,0,1,1,1,1
12156,0,0,1,1,1,0,0
12157,1,0,1,1,1,1,0
12158,0,1,1,1,1,0,0
12159,1,1,1,1,1,1,0
12160,0,0,0,0,0,0,0
12161,1,0,0,0,0,0,0
12162,0,1,0,0,0,1,1
12163,1,1,0,0,0,1,1
12164,0,0,1,0,0,0,0
12165,1,0,1,0,0,1,0
12166,0,1,1,0,0,1,1
12167,1,1,1,0,0,1,1
12168,0,0,0,1,0,0,0
12169,1,0,0,1,0,0,0
12170,0,1,0,1,0,1,1
12171,1,1,0,1,0,1,1
12172,0,0,1,1,0,0,0
12173,1,0,1,1,0,1,0
12174,0,1,1,1,0,0,0
12175,1,1,1,1,0,1,0
12176,0,0,0,0,1,0,1
12177,1,0,0,0,1,0,1
12178,0,1,0,0,1,1,1
12179,1,1,0,0,1,1,1
12180,0,0,1,0,1,0,1
12181,1,0,1,0,1,1,1
12182,0,1,1,0,1,1,1
12183,1,1,1,0,1,1,1
12184,0,0,0,1,1,0,1
12185,1,0,0,1,1,0,1
12186,0,1,0,1,1,1,1
12187,1,1,0,1,1,1,1
12188,0,0,1,1,1,0,0
12189,1,0,1,1,1,1,0
12190,0,1,1,1,1,0,0
12191,1,1,1,1,1,1,0
12192,0,0,0,0,0,0,0
12193,1,0,0,0,0,0,0
12194,0,1,0,0,0,1,1
12195,1,1,0,0,0,1,1
12196,0,0,1,0,0,0,0
12197,1,0,1,0,0,1,0
12198,0,1,1,0,0,1,1
12199,1,1,1,0,0,1,1
12200,0,0,0,1,0,0,0
12201,1,0,0,1,0,0,0
12202,0,1,0,1,0,1,1
12203,1,1,0,1,0,1,1
12204,0,0,1,1,0,0,0
12205,1,0,1,1,0,1,0
12206,0,1,1,1,0,0,0
12207,1,1,1,1,0,1,0
12208,0,0,0,0,1,0,1
12209,1,0,0,0,1,0,1
12210,0,1,0,0,1,1,1
12211,1,1,0,0,1,1,1
12212,0,0,1,0,1,0,1
12213,1,0,1,0,1,1,1
12214,0,1,1,0,1,1,1
12215,1,1,1,0,1,1,1
12216,0,0,0,1,1,0,1
12217,1,0,0,1,1,0,1
12218,0,1,0,1,1,1,1
12219,1,1,0,1,1,1,1
12220,0,0,1,1,1,0,0
12221,1,0,1,1,1,1,0
12222,0,1,1,1,1,0,0
12223,1,1,1,1,1,1,0
12224,0,0,0,0,0,0,0
12225,1,0,0,0,0,0,0
12226,0,1,0,0,0,1,1
12227,1,1,0,0,0,1,1
12228,0,0,1,0,0,0,0
12229,1,0,1,0,0,1,0
12230,0,1,1,0,0,1,1
12231,1,1,1,0,0,1,1
12232,0,0,0,1,0,0,0
12233,1,0,0,1,0,0,0
12234,0,1,0,1,0,1,1
12235,1,1,0,1,0,1,1
12236,0,0,1,1,0,0,0
12237,1,0,1,1,0,1,0
12238,0,1,1,1,0,0,0
12239,1,1,1,1,0,1,0
12240,0,0,0,0,1,0,1
12241,1,0,0,0,1,0,1
12242,0,1,0,0,1,1,1
12243,1,1,0,0,1,1,1
12244,0,0,1,0,1,0,1
12245,1,0,1,0,1,1,1
12246,0,1,1,0,1,1,1
12247,1,1,1,0,1,1,1
12248,0,0,0,1,1,0,1
12249,1,0,0,1,1,0,1
12250,0,1,0,1,1,1,1
12251,1,1,0,1,1,1,1
12252,0,0,1,1,1,0,0
12253,1,0,1,1,1,1,0
12254,0,1,1,1,1,0,0
12255,1,1,1,1,1,1,0
12256,0,0,0,0,0,0,0
12257,1,0,0,0,0,0,0
12258,0,1,0,0,0,1,1
12259,1,1,0,0,0,1,1
12260,0,0,1,0,0,0,0
12261,1,0,1,0,0,1,0
12262,0,1,1,0,0,1,1
12263,1,1,1,0,0,1,1
12264,0,0,0,1,0,0,0
12265,1,0,0,1,0,0,0
12266,0,1,0,1,0,1,1
12267,1,1,0,1,0,1,1
12268,0,0,1,1,0,0,0
12269,1,0,1,1,0,1,0
12270,0,1,1,1,0,0,0
12271,1,1,1,1,0,1,0
12272,0,0,0,0,1,0,1
12273,1,0,0,0,1,0,1
12274,0,1,0,0,1,1,1
12275,1,1,0,0,1,1,1
12276,0,0,1,0,1,0,1
12277,1,0,1,0,1,1,1
12278,0,1,1,0,1,1,1
12279,1,1,1,0,1,1,1
12280,0,0,0,1,1,0,1
12281,1,0,0,1,1,0,1
12282,0,1,0,1,1,1,1
12283,1,1,0,1,1,1,1
12284,0,0,1,1,1,0,0
12285,1,0,1,1,1,1,0
12286,0,1,1,1,1,0,0
12287,1,1,1,1,1,1,0
12288,0,0,0,0,0,0,0
12289,1,0,0,0,0,0,0
12290,0,1,0,0,0,1,1
12291,1,1,0,0,0,1,1
12292,0,0,1,0,0,0,0
12293,1,0,1,0,0,1,0
12294,0,1,1,0,0,1,1
12295,1,1,1,0,0,1,1
12296,0,0,0,1,0,0,0
12297,1,0,0,1,0,0,0
12298,0,1,0,1,0,1,1
12299,1,1,0,1,0,1,1
12300,0,0,1,1,0,0,0
12301,1,0,1,1,0,1,0
12302,0,1,1,1,0,0,0
12303,1,1,1,1,0,1,0
12304,0,0,0,0,1,0,1
12305,1,0,0,0,1,0,1
12306,0,1,0,0,1,1,1
12307,1,1,0,0,1,1,1
12308,0,0,1,0,1,0,1
12309,1,0,1,0,1,1,1
12310,0,1,1,0,1,1,1
12311,1,1,1,0,1,1,1
12312,0,0,0,1,1,0,1
12313,1,0,0,1,1,0,1
12314,0,1,0,1,1,1,1
12315,1,1,0,1,1,1,1
12316,0,0,1,1,1,0,0
12317,1,0,1,1,1,1,0
12318,0,1,1,1,1,0,0
12319,1,1,1,1,1,1,0
12320,0,0,0,0,0,0,0
12321,1,0,0,0,0,0,0
12322,0,1,0,0,0,1,1
12323,1,1,0,0,0,1,1
12324,0,0,1,0,0,0,0
12325,1,0,1,0,0,1,0
12326,0,1,1,0,0,1,1
12327,1,1,1,0,0,1,1
12328,0,0,0,1,0,0,0
12329,1,0,0,1,0,0,0
12330,0,1,0,1,0,1,1
12331,1,1,0,1,0,1,1
12332,0,0,1,1,0,0,0
12333,1,0,1,1,0,1,0
12334,0,1,1,1,0,0,0
12335,1,1,1,1,0,1,0
12336,0,0,0,0,1,0,1
12337,1,0,0,0,1,0,1
12338,0,1,0,0,1,1,1
12339,1,1,0,0,1,1,1
12340,0,0,1,0,1,0,1
12341,1,0,1,0,1,1,1
12342,0,1,1,0,1,1,1
12343,1,1,1,0,1,1,1
12344,0,0,0,1,1,0,1
12345,1,0,0,1,1,0,1
12346,0,1,0,1,1,1,1
12347,1,1,0,1,1,1,1
12348,0,0,1,1,1,0,0
12349,1,0,1,1,1,1,0
12350,0,1,1,1,1,0,0
12351,1,1,1,1,1,1,0
12352,0,0,0,0,0,0,0
12353,1,0,0,0,0,0,0
12354,0,1,0,0,0,1,1
12355,1,1,0,0,0,1,1
12356,0,0,1,0,0,0,0
12357,1,0,1,0,0,1,0
12358,0,1,1,0,0,1,1
12359,1,1,1,0,0,1,1
12360,0,0,0,1,0,0,0
12361,1,0,0,1,0,0,0
12362,0,1,0,1,0,1,1
12363,1,1,0,1,0,1,1
12364,0,0,1,1,0,0,0
12365,1,0,1,1,0,1,0
12366,0,1,1,1,0,0,0
12367,1,1,1,1,0,1,0
12368,0,0,0,0,1,0,1
12369,1,0,0,0,1,0,1
12370,0,1,0,0,1,1,1
12371,1,1,0,0,1,1,1
12372,0,0,1,0,1,0,1
12373,1,0,1,0,1,1,1
12374,0,1,1,0,1,1,1
12375,1,1,1,0,1,1,1
12376,0,0,0,1,1,0,1
12377,1,0,0,1,1,0,1
12378,0,1,0,1,1,1,1
12379,1,1,0,1,1,1,1
12380,0,0,1,1,1,0,0
12381,1,0,1,1,1,1,0
12382,0,1,1,1,1,0,0
12383,1,1,1,1,1,1,0
12384,0,0,0,0,0,0,0
12385,1,0,0,0,0,0,0
12386,0,1,0,0,0,1,1
12387,1,1,0,0,0,1,1
12388,0,0,1,0,0,0,0
12389,1,0,1,0,0,1,0
12390,0,1,1,0,0,1,1
12391,1,1,1,0,0,1,1
12392,0,0,0,1,0,0,0
12393,1,0,0,1,0,0,0
12394,0,1,0,1,0,1,1
12395,1,1,0,1,0,1,1
12396,0,0,1,1,0,0,0
12397,1,0,1,1,0,1,0
12398,0,1,1,1,0,0,0
12399,1,1,1,1,0,1,0
12400,0,0,0,0,1,0,1
12401,1,0,0,0,1,0,1
12402,0,1,0,0,1,1,1
12403,1,1,0,0,1,1,1
12404,0,0,1,0,1,0,1
12405,1,0,1,0,1,1,1
12406,0,1,1,0,1,1,1
12407,1,1,1,0,1,1,1
12408,0,0,0,1,1,0,1
12409,1,0,0,1,1,0,1
12410,0,1,0,1,1,1,1
12411,1,1,0,1,1,1,1
12412,0,0,1,1,1,0,0
12413,1,0,1,1,1,1,0
12414,0,1,1,1,1,0,0
12415,1,1,1,1,1,1,0
12416,0,0,0,0,0,0,0
12417,1,0,0,0,0,0,0
12418,0,1,0,0,0,1,1
12419,1,1,0,0,0,1,1
12420,0,0,1,0,0,0,0
12421,1,0,1,0,0,1,0
12422,0,1,1,0,0,1,1
12423,1,1,1,0,0,1,1
12424,0,0,0,1,0,0,0
12425,1,0,0,1,0,0,0
12426,0,1,0,1,0,1,1
12427,1,1,0,1,0,1,1
12428,0,0,1,1,0,0,0
12429,1,0,1,1,0,1,0
12430,0,1,1,1,0,0,0
12431,1,1,1,1,0,1,0
12432,0,0,0,0,1,0,1
12433,1,0,0,0,1,0,1
12434,0,1,0,0,1,1,1
12435,1,1,0,0,1,1,1
12436,0,0,1,0,1,0,1
12437,1,0,1,0,1,1,1
12438,0,1,1,0,1,1,1
12439,1,1,1,0,1,1,1
12440,0,0,0,1,1,0,1
12441,1,0,0,1,1,0,1
12442,0,1,0,1,1,1,1
12443,1,1,0,1,1,1,1
12444,0,0,1,1,1,0,0
12445,1,0,1,1,1,1,0
12446,0,1,1,1,1,0,0
12447,1,1,1,1,1,1,0
12448,0,0,0,0,0,0,0
12449,1,0,0,0,0,0,0
12450,0,1,0,0,0,1,1
12451,1,1,0,0,0,1,1
12452,0,0,1,0,0,0,0
12453,1,0,1,0,0,1,0
12454,0,1,1,0,0,1,1
12455,1,1,1,0,0,1,1
12456,0,0,0,1,0,0,0
12457,1,0,0,1,0,0,0
12458,0,1,0,1,0,1,1
12459,1,1,0,1,0,1,1
12460,0,0,1,1,0,0,0
12461,1,0,1,1,0,1,0
12462,0,1,1,1,0,0,0
12463,1,1,1,1,0,1,0
12464,0,0,0,0,1,0,1
12465,1,0,0,0,1,0,1
12466,0,1,0,0,1,1,1
12467,1,1,0,0,1,1,1
12468,0,0,1,0,1,0,1
12469,1,0,1,0,1,1,1
12470,0,1,1,0,1,1,1
12471,1,1,1,0,1,1,1
12472,0,0,0,1,1,0,1
12473,1,0,0,1,1,0,1
12474,0,1,0,1,1,1,1
12475,1,1,0,1,1,1,1
12476,0,0,1,1,1,0,0
12477,1,0,1,1,1,1,0
12478,0,1,1,1,1,0,0
12479,1,1,1,1,1,1,0
12480,0,0,0,0,0,0,0
12481,1,0,0,0,0,0,0
12482,0,1,0,0,0,1,1
12483,1,1,0,0,0,1,1
12484,0,0,1,0,0,0,0
12485,1,0,1,0,0,1,0
12486,0,1,1,0,0,1,1
12487,1,1,1,0,0,1,1
12488,0,0,0,1,0,0,0
12489,1,0,0,1,0,0,0
12490,0,1,0,1,0,1,1
12491,1,1,0,1,0,1,1
12492,0,0,1,1,0,0,0
12493,1,0,1,1,0,1,0
12494,0,1,1,1,0,0,0
12495,1,1,1,1,0,1,0
12496,0,0,0,0,1,0,1
12497,1,0,0,0,1,0,1
12498,0,1,0,0,1,1,1
12499,1,1,0,0,1,1,1
12500,0,0,1,0,1,0,1
12501,1,0,1,0,1,1,1
12502,0,1,1,0,1,1,1
12503,1,1,1,0,1,1,1
12504,0,0,0,1,1,0,1
12505,1,0,0,1,1,0,1
12506,0,1,0,1,1,1,1
12507,1,1,0,1,1,1,1
12508,0,0,1,1,1,0,0
12509,1,0,1,1,1,1,0
12510,0,1,1,1,1,0,0
12511,1,1,1,1,1,1,0
12512,0,0,0,0,0,0,0
12513,1,0,0,0,0,0,0
12514,0,1,0,0,0,1,1
12515,1,1,0,0,0,1,1
12516,0,0,1,0,0,0,0
12517,1,0,1,0,0,1,0
12518,0,1,1,0,0,1,1
12519,1,1,1,0,0,1,1
12520,0,0,0,1,0,0,0
12521,1,0,0,1,0,0,0
12522,0,1,0,1,0,1,1
12523,1,1,0,1,0,1,1
12524,0,0,1,1,0,0,0
12525,1,0,1,1,0,1,0
12526,0,1,1,1,0,0,0
12527,1,1,1,1,0,1,0
12528,0,0,0,0,1,0,1
12529,1,0,0,0,1,0,1
12530,0,1,0,0,1,1,1
12531,1,1,0,0,1,1,1
12532,0,0,1,0,1,0,1
12533,1,0,1,0,1,1,1
12534,0,1,1,0,1,1,1
12535,1,1,1,0,1,1,1
12536,0,0,0,1,1,0,1
12537,1,0,0,1,1,0,1
12538,0,1,0,1,1,1,1
12539,1,1,0,1,1,1,1
12540,0,0,1,1,1,0,0
12541,1,0,1,1,1,1,0
12542,0,1,1,1,1,0,0
12543,1,1,1,1,1,1,0
12544,0,0,0,0,0,0,0
12545,1,0,0,0,0,0,0
12546,0,1,0,0,0,1,1
12547,1,1,0,0,0,1,1
12548,0,0,1,0,0,0,0
12549,1,0,1,0,0,1,0
12550,0,1,1,0,0,1,1
12551,1,1,1,0,0,1,1
12552,0,0,0,1,0,0,0
12553,1,0,0,1,0,0,0
12554,0,1,0,1,0,1,1
12555,1,1,0,1,0,1,1
12556,0,0,1,1,0,0,0
12557,1,0,1,1,0,1,0
12558,0,1,1,1,0,0,0
12559,1,1,1,1,0,1,0
12560,0,0,0,0,1,0,1
12561,1,0,0,0,1,0,1
12562,0,1,0,0,1,1,1
12563,1,1,0,0,1,1,1
12564,0,0,1,0,1,0,1
12565,1,0,1,0,1,1,1
12566,0,1,1,0,1,1,1
12567,1,1,1,0,1,1,1
12568,0,0,0,1,1,0,1
12569,1,0,0,1,1,0,1
12570,0,1,0,1,1,1,1
12571,1,1,0,1,1,1,1
12572,0,0,1,1,1,0,0
12573,1,0,1,1,1,1,0
12574,0,1,1,1,1,0,0
12575,1,1,1,1,1,1,0
12576,0,0,0,0,0,0,0
12577,1,0,0,0,0,0,0
12578,0,1,0,0,0,1,1
12579,1,1,0,0,0,1,1
12580,0,0,1,0,0,0,0
12581,1,0,1,0,0,1,0
12582,0,1,1,0,0,1,1
12583,1,1,1,0,0,1,1
12584,0,0,0,1,0,0,0
12585,1,0,0,1,0,0,0
12586,0,1,0,1,0,1,1
12587,1,1,0,1,0,1,1
12588,0,0,1,1,0,0,0
12589,1,0,1,1,0,1,0
12590,0,1,1,1,0,0,0
12591,1,1,1,1,0,1,0
12592,0,0,0,0,1,0,1
12593,1,0,0,0,1,0,1
12594,0,1,0,0,1,1,1
12595,1,1,0,0,1,1,1
12596,0,0,1,0,1,0,1
12597,1,0,1,0,1,1,1
12598,0,1,1,0,1,1,1
12599,1,1,1,0,1,1,1
12600,0,0,0,1,1,0,1
12601,1,0,0,1,1,0,1
12602,0,1,0,1,1,1,1
12603,1,1,0,1,1,1,1
12604,0,0,1,1,1,0,0
12605,1,0,1,1,1,1,0
12606,0,1,1,1,1,0,0
12607,1,1,1,1,1,1,0
12608,0,0,0,0,0,0,0
12609,1,0,0,0,0,0,0
12610,0,1,0,0,0,1,1
12611,1,1,0,0,0,1,1
12612,0,0,1,0,0,0,0
12613,1,0,1,0,0,1,0
12614,0,1,1,0,0,1,1
12615,1,1,1,0,0,1,1
12616,0,0,0,1,0,0,0
12617,1,0,0,1,0,0,0
12618,0,1,0,1,0,1,1
12619,1,1,0,1,0,1,1
12620,0,0,1,1,0,0,0
12621,1,0,1,1,0,1,0
12622,0,1,1,1,0,0,0
12623,1,1,1,1,0,1,0
12624,0,0,0,0,1,0,1
12625,1,0,0,0,1,0,1
12626,0,1,0,0,1,1,1
12627,1,1,0,0,1,1,1
12628,0,0,1,0,1,0,1
12629,1,0,1,0,1,1,1
12630,0,1,1,0,1,1,1
12631,1,1,1,0,1,1,1
12632,0,0,0,1,1,0,1
12633,1,0,0,1,1,0,1
12634,0,1,0,1,1,1,1
12635,1,1,0,1,1,1,1
12636,0,0,1,1,1,0,0
12637,1,0,1,1,1,1,0
12638,0,1,1,1,1,0,0
12639,1,1,1,1,1,1,0
12640,0,0,0,0,0,0,0
12641,1,0,0,0,0,0,0
12642,0,1,0,0,0,1,1
12643,1,1,0,0,0,1,1
12644,0,0,1,0,0,0,0
12645,1,0,1,0,0,1,0
12646,0,1,1,0,0,1,1
12647,1,1,1,0,0,1,1
12648,0,0,0,1,0,0,0
12649,1,0,0,1,0,0,0
12650,0,1,0,1,0,1,1
12651,1,1,0,1,0,1,1
12652,0,0,1,1,0,0,0
12653,1,0,1,1,0,1,0
12654,0,1,1,1,0,0,0
12655,1,1,1,1,0,1,0
12656,0,0,0,0,1,0,1
12657,1,0,0,0,1,0,1
12658,0,1,0,0,1,1,1
12659,1,1,0,0,1,1,1
12660,0,0,1,0,1,0,1
12661,1,0,1,0,1,1,1
12662,0,1,1,0,1,1,1
12663,1,1,1,0,1,1,1
12664,0,0,0,1,1,0,1
12665,1,0,0,1,1,0,1
12666,0,1,0,1,1,1,1
12667,1,1,0,1,1,1,1
12668,0,0,1,1,1,0,0
12669,1,0,1,1,1,1,0
12670,0,1,1,1,1,0,0
12671,1,1,1,1,1,1,0
12672,0,0,0,0,0,0,0
12673,1,0,0,0,0,0,0
12674,0,1,0,0,0,1,1
12675,1,1,0,0,0,1,1
12676,0,0,1,0,0,0,0
12677,1,0,1,0,0,1,0
12678,0,1,1,0,0,1,1
12679,1,1,1,0,0,1,1
12680,0,0,0,1,0,0,0
12681,1,0,0,1,0,0,0
12682,0,1,0,1,0,1,1
12683,1,1,0,1,0,1,1
12684,0,0,1,1,0,0,0
12685,1,0,1,1,0,1,0
12686,0,1,1,1,0,0,0
12687,1,1,1,1,0,1,0
12688,0,0,0,0,1,0,1
12689,1,0,0,0,1,0,1
12690,0,1,0,0,1,1,1
12691,1,1,0,0,1,1,1
12692,0,0,1,0,1,0,1
12693,1,0,1,0,1,1,1
12694,0,1,1,0,1,1,1
12695,1,1,1,0,1,1,1
12696,0,0,0,1,1,0,1
12697,1,0,0,1,1,0,1
12698,0,1,0,1,1,1,1
12699,1,1,0,1,1,1,1
12700,0,0,1,1,1,0,0
12701,1,0,1,1,1,1,0
12702,0,1,1,1,1,0,0
12703,1,1,1,1,1,1,0
12704,0,0,0,0,0,0,0
12705,1,0,0,0,0,0,0
12706,0,1,0,0,0,1,1
12707,1,1,0,0,0,1,1
12708,0,0,1,0,0,0,0
12709,1,0,1,0,0,1,0
12710,0,1,1,0,0,1,1
12711,1,1,1,0,0,1,1
12712,0,0,0,1,0,0,0
12713,1,0,0,1,0,0,0
12714,0,1,0,1,0,1,1
12715,1,1,0,1,0,1,1
12716,0,0,1,1,0,0,0
12717,1,0,1,1,0,1,0
12718,0,1,1,1,0,0,0
12719,1,1,1,1,0,1,0
12720,0,0,0,0,1,0,1
12721,1,0,0,0,1,0,1
12722,0,1,0,0,1,1,1
12723,1,1,0,0,1,1,1
12724,0,0,1,0,1,0,1
12725,1,0,1,0,1,1,1
12726,0,1,1,0,1,1,1
12727,1,1,1,0,1,1,1
12728,0,0,0,1,1,0,1
12729,1,0,0,1,1,0,1
12730,0,1,0,1,1,1,1
12731,1,1,0,1,1,1,1
12732,0,0,1,1,1,0,0
12733,1,0,1,1,1,1,0
12734,0,1,1,1,1,0,0
12735,1,1,1,1,1,1,0
12736,0,0,0,0,0,0,0
12737,1,0,0,0,0,0,0
12738,0,1,0,0,0,1,1
12739,1,1,0,0,0,1,1
12740,0,0,1,0,0,0,0
12741,1,0,1,0,0,1,0
12742,0,1,1,0,0,1,1
12743,1,1,1,0,0,1,1
12744,0,0,0,1,0,0,0
12745,1,0,0,1,0,0,0
12746,0,1,0,1,0,1,1
12747,1,1,0,1,0,1,1
12748,0,0,1,1,0,0,0
12749,1,0,1,1,0,1,0
12750,0,1,1,1,0,0,0
12751,1,1,1,1,0,1,0
12752,0,0,0,0,1,0,1
12753,1,0,0,0,1,0,1
12754,0,1,0,0,1,1,1
12755,1,1,0,0,1,1,1
12756,0,0,1,0,1,0,1
12757,1,0,1,0,1,1,1
12758,0,1,1,0,1,1,1
12759,1,1,1,0,1,1,1
12760,0,0,0,1,1,0,1
12761,1,0,0,1,1,0,1
12762,0,1,0,1,1,1,1
12763,1,1,0,1,1,1,1
12764,0,0,1,1,1,0,0
12765,1,0,1,1,1,1,0
12766,0,1,1,1,1,0,0
12767,1,1,1,1,1,1,0
12768,0,0,0,0,0,0,0
12769,1,0,0,0,0,0,0
12770,0,1,0,0,0,1,1
12771,1,1,0,0,0,1,1
12772,0,0,1,0,0,0,0
12773,1,0,1,0,0,1,0
12774,0,1,1,0,0,1,1
12775,1,1,1,0,0,1,1
12776,0,0,0,1,0,0,0
12777,1,0,0,1,0,0,0
12778,0,1,0,1,0,1,1
12779,1,1,0,1,0,1,1
12780,0,0,1,1,0,0,0
12781,1,0,1,1,0,1,0
