,Time,IN1,IN2,OUTCHANGED,CORRECT
7473,7473,0,1,0,1
7474,7474,1,1,1,1
7475,7475,0,0,1,0
7476,7476,0,0,0,1
7477,7477,1,0,1,0
7478,7478,0,0,1,0
7479,7479,0,1,0,1
7480,7480,0,1,1,0
7481,7481,0,1,0,1
7482,7482,0,0,1,0
7483,7483,0,0,0,1
7484,7484,1,1,1,1
7485,7485,1,1,1,1
7486,7486,1,1,1,1
7487,7487,1,0,0,1
7488,7488,1,0,1,0
7489,7489,0,0,0,1
7490,7490,0,1,0,1
7491,7491,0,1,1,0
7492,7492,0,1,0,1
7493,7493,1,1,1,1
7494,7494,1,1,1,1
7495,7495,0,1,0,1
7496,7496,0,1,1,0
7497,7497,0,0,0,1
7498,7498,0,1,0,1
7499,7499,1,1,0,0
7500,7500,0,0,1,0
7501,7501,0,0,0,1
7502,7502,1,1,1,1
7503,7503,1,1,0,0
7504,7504,1,1,0,0
7505,7505,0,1,0,1
7506,7506,0,1,1,0
7507,7507,0,0,1,0
7508,7508,0,1,0,1
7509,7509,1,1,0,0
7510,7510,1,0,1,0
7511,7511,0,0,1,0
7512,7512,0,0,0,1
7513,7513,0,0,1,0
7514,7514,0,1,1,0
7515,7515,1,1,1,1
7516,7516,1,1,1,1
7517,7517,1,1,1,1
7518,7518,1,1,0,0
7519,7519,1,0,1,0
7520,7520,1,0,0,1
7521,7521,0,1,0,1
7522,7522,0,1,1,0
7523,7523,0,0,1,0
7524,7524,1,0,0,1
7525,7525,0,1,0,1
7526,7526,0,1,0,1
7527,7527,0,1,1,0
7528,7528,0,0,1,0
7529,7529,0,0,0,1
7530,7530,0,1,0,1
7531,7531,1,1,1,1
7532,7532,0,1,1,0
7533,7533,0,0,1,0
7534,7534,1,1,1,1
7535,7535,0,1,1,0
7536,7536,0,1,1,0
7537,7537,1,0,1,0
7538,7538,1,0,1,0
7539,7539,0,0,0,1
7540,7540,0,1,1,0
7541,7541,1,1,1,1
7542,7542,0,0,0,1
7543,7543,0,1,0,1
7544,7544,0,0,1,0
7545,7545,1,0,0,1
7546,7546,1,1,0,0
7547,7547,0,0,1,0
7548,7548,1,0,0,1
7549,7549,0,1,0,1
7550,7550,1,0,1,0
7551,7551,1,1,0,0
7552,7552,0,0,0,1
7553,7553,1,1,1,1
7554,7554,0,1,1,0
7555,7555,1,0,0,1
7556,7556,0,0,0,1
7557,7557,1,0,1,0
7558,7558,1,1,1,1
7559,7559,1,0,1,0
7560,7560,0,0,1,0
7561,7561,1,0,1,0
7562,7562,0,0,0,1
7563,7563,0,0,1,0
7564,7564,1,1,1,1
7565,7565,1,1,1,1
7566,7566,1,0,0,1
7567,7567,0,0,1,0
7568,7568,0,1,1,0
7569,7569,0,1,1,0
7570,7570,0,0,1,0
7571,7571,0,1,0,1
7572,7572,0,0,0,1
7573,7573,1,1,1,1
7574,7574,1,1,0,0
7575,7575,1,0,1,0
7576,7576,0,1,1,0
7577,7577,1,1,0,0
7578,7578,1,0,1,0
7579,7579,1,1,1,1
7580,7580,0,1,1,0
7581,7581,1,1,0,0
7582,7582,1,1,0,0
7583,7583,0,0,1,0
7584,7584,0,0,1,0
7585,7585,1,0,0,1
7586,7586,1,1,0,0
7587,7587,0,1,0,1
7588,7588,0,0,0,1
7589,7589,0,1,0,1
7590,7590,0,0,0,1
7591,7591,1,0,1,0
7592,7592,0,0,1,0
7593,7593,0,0,0,1
7594,7594,0,0,0,1
7595,7595,1,1,1,1
7596,7596,1,1,0,0
7597,7597,0,1,0,1
7598,7598,1,0,1,0
7599,7599,1,0,0,1
7600,7600,1,0,0,1
7601,7601,1,0,1,0
7602,7602,0,1,1,0
7603,7603,0,0,1,0
7604,7604,1,0,1,0
7605,7605,0,0,0,1
7606,7606,1,0,0,1
7607,7607,1,1,0,0
7608,7608,1,0,0,1
7609,7609,1,1,0,0
7610,7610,0,0,1,0
7611,7611,0,1,0,1
7612,7612,1,1,0,0
7613,7613,1,1,0,0
7614,7614,0,0,0,1
7615,7615,1,1,1,1
7616,7616,1,1,1,1
7617,7617,0,0,0,1
7618,7618,1,0,1,0
7619,7619,1,1,0,0
7620,7620,0,0,0,1
7621,7621,0,1,1,0
7622,7622,1,1,0,0
7623,7623,0,0,1,0
7624,7624,0,0,1,0
7625,7625,0,1,0,1
7626,7626,0,0,1,0
7627,7627,1,1,0,0
7628,7628,0,1,0,1
7629,7629,0,0,0,1
7630,7630,1,1,0,0
7631,7631,1,1,1,1
7632,7632,1,0,0,1
7633,7633,0,0,0,1
7634,7634,0,1,0,1
7635,7635,1,0,0,1
7636,7636,0,1,0,1
7637,7637,1,0,1,0
7638,7638,0,0,0,1
7639,7639,0,1,1,0
7640,7640,1,0,1,0
7641,7641,1,0,1,0
7642,7642,1,1,1,1
7643,7643,0,0,1,0
7644,7644,0,0,1,0
7645,7645,0,0,0,1
7646,7646,1,0,1,0
7647,7647,0,1,0,1
7648,7648,1,0,0,1
7649,7649,0,0,0,1
7650,7650,0,1,0,1
7651,7651,0,0,0,1
7652,7652,1,1,1,1
7653,7653,1,1,1,1
7654,7654,0,0,1,0
7655,7655,0,0,0,1
7656,7656,0,1,0,1
7657,7657,1,1,1,1
7658,7658,1,1,1,1
7659,7659,0,0,0,1
7660,7660,0,0,0,1
7661,7661,1,1,1,1
7662,7662,1,1,0,0
7663,7663,1,0,1,0
7664,7664,1,0,1,0
7665,7665,1,1,0,0
7666,7666,0,1,1,0
7667,7667,0,1,1,0
7668,7668,0,0,1,0
7669,7669,0,0,1,0
7670,7670,1,1,1,1
7671,7671,0,1,1,0
7672,7672,0,1,0,1
7673,7673,1,1,1,1
7674,7674,1,0,0,1
7675,7675,1,0,1,0
7676,7676,1,0,1,0
7677,7677,1,1,1,1
7678,7678,1,0,0,1
7679,7679,0,0,0,1
7680,7680,0,1,0,1
7681,7681,0,0,1,0
7682,7682,0,0,0,1
7683,7683,0,1,0,1
7684,7684,1,0,1,0
7685,7685,1,1,0,0
7686,7686,1,0,0,1
7687,7687,1,0,0,1
7688,7688,0,0,0,1
7689,7689,1,0,0,1
7690,7690,1,0,1,0
7691,7691,1,1,0,0
7692,7692,0,0,1,0
7693,7693,1,0,1,0
7694,7694,1,1,1,1
7695,7695,1,0,0,1
7696,7696,0,1,0,1
7697,7697,0,1,0,1
7698,7698,0,0,1,0
7699,7699,1,0,1,0
7700,7700,1,1,1,1
7701,7701,1,1,1,1
7702,7702,0,1,0,1
7703,7703,0,0,1,0
7704,7704,0,1,1,0
7705,7705,0,0,1,0
7706,7706,1,0,0,1
7707,7707,0,1,1,0
7708,7708,0,1,1,0
7709,7709,1,1,1,1
7710,7710,1,0,1,0
7711,7711,1,1,0,0
7712,7712,1,1,0,0
7713,7713,0,1,0,1
7714,7714,0,1,0,1
7715,7715,1,0,1,0
7716,7716,1,0,1,0
7717,7717,1,0,1,0
7718,7718,0,1,1,0
7719,7719,1,0,1,0
7720,7720,0,1,0,1
7721,7721,1,1,0,0
7722,7722,1,1,1,1
7723,7723,0,1,0,1
7724,7724,1,0,1,0
7725,7725,0,1,1,0
7726,7726,1,1,1,1
7727,7727,0,1,1,0
7728,7728,0,1,1,0
7729,7729,0,1,1,0
7730,7730,1,0,1,0
7731,7731,1,1,0,0
7732,7732,0,1,0,1
7733,7733,0,1,1,0
7734,7734,1,1,1,1
7735,7735,0,1,0,1
7736,7736,0,1,1,0
7737,7737,1,1,0,0
7738,7738,1,0,0,1
7739,7739,0,0,0,1
7740,7740,1,1,0,0
7741,7741,1,0,1,0
7742,7742,0,0,1,0
7743,7743,1,1,1,1
7744,7744,0,1,0,1
7745,7745,0,1,1,0
7746,7746,1,1,1,1
7747,7747,0,0,1,0
7748,7748,1,0,0,1
7749,7749,1,1,1,1
7750,7750,1,1,0,0
7751,7751,1,1,0,0
7752,7752,0,0,1,0
7753,7753,1,1,0,0
7754,7754,1,0,1,0
7755,7755,0,0,0,1
7756,7756,1,0,1,0
7757,7757,1,0,1,0
7758,7758,1,0,0,1
7759,7759,0,1,0,1
7760,7760,0,1,0,1
7761,7761,1,1,1,1
7762,7762,1,1,0,0
7763,7763,0,0,1,0
7764,7764,0,0,0,1
7765,7765,0,1,0,1
7766,7766,1,1,0,0
7767,7767,0,1,1,0
7768,7768,1,0,1,0
7769,7769,1,0,0,1
7770,7770,1,0,1,0
7771,7771,1,1,0,0
7772,7772,0,0,0,1
7773,7773,0,0,0,1
7774,7774,1,0,1,0
7775,7775,1,1,1,1
7776,7776,0,1,1,0
7777,7777,0,1,1,0
7778,7778,0,1,0,1
7779,7779,0,1,0,1
7780,7780,1,1,1,1
7781,7781,1,1,1,1
7782,7782,0,1,0,1
7783,7783,0,0,1,0
7784,7784,0,1,0,1
7785,7785,0,0,1,0
7786,7786,0,0,0,1
7787,7787,1,0,0,1
7788,7788,0,0,0,1
7789,7789,0,0,1,0
7790,7790,0,1,0,1
7791,7791,1,0,1,0
7792,7792,0,1,1,0
7793,7793,0,1,1,0
7794,7794,1,0,0,1
7795,7795,0,0,1,0
7796,7796,1,1,0,0
7797,7797,1,1,0,0
7798,7798,1,0,1,0
7799,7799,1,1,0,0
7800,7800,0,0,1,0
7801,7801,1,1,0,0
7802,7802,1,1,1,1
7803,7803,0,0,1,0
7804,7804,0,0,0,1
7805,7805,1,1,0,0
7806,7806,1,1,0,0
7807,7807,0,1,1,0
7808,7808,1,0,1,0
7809,7809,0,1,1,0
7810,7810,1,1,1,1
7811,7811,0,1,1,0
7812,7812,0,1,1,0
7813,7813,1,1,0,0
7814,7814,0,0,0,1
7815,7815,1,0,1,0
7816,7816,1,0,0,1
7817,7817,1,1,0,0
7818,7818,0,1,1,0
7819,7819,0,0,0,1
7820,7820,0,1,1,0
7821,7821,1,1,1,1
7822,7822,1,0,1,0
7823,7823,1,0,0,1
7824,7824,0,0,1,0
7825,7825,0,1,1,0
7826,7826,1,0,0,1
7827,7827,0,1,0,1
7828,7828,0,1,0,1
7829,7829,1,1,0,0
7830,7830,0,1,0,1
7831,7831,1,1,0,0
7832,7832,1,0,0,1
7833,7833,1,1,0,0
7834,7834,1,0,0,1
7835,7835,1,0,0,1
7836,7836,0,0,0,1
7837,7837,0,0,1,0
7838,7838,0,1,0,1
7839,7839,1,0,1,0
7840,7840,0,1,1,0
7841,7841,1,1,1,1
7842,7842,0,1,1,0
7843,7843,1,1,1,1
7844,7844,1,0,1,0
7845,7845,0,0,1,0
7846,7846,0,0,1,0
7847,7847,1,0,0,1
7848,7848,1,1,1,1
7849,7849,1,0,1,0
7850,7850,0,1,1,0
7851,7851,0,1,1,0
7852,7852,1,0,0,1
7853,7853,1,0,1,0
7854,7854,1,1,0,0
7855,7855,0,0,0,1
7856,7856,0,0,1,0
7857,7857,0,1,1,0
7858,7858,0,0,1,0
7859,7859,1,1,1,1
7860,7860,0,0,1,0
7861,7861,1,0,0,1
7862,7862,1,0,1,0
7863,7863,1,0,0,1
7864,7864,1,1,0,0
7865,7865,0,0,1,0
7866,7866,1,1,0,0
7867,7867,0,0,0,1
7868,7868,1,0,0,1
7869,7869,0,0,0,1
7870,7870,0,0,0,1
7871,7871,1,1,1,1
7872,7872,1,1,0,0
7873,7873,1,0,1,0
7874,7874,0,1,1,0
7875,7875,0,1,0,1
7876,7876,0,1,1,0
7877,7877,0,0,0,1
7878,7878,1,0,0,1
7879,7879,0,1,0,1
7880,7880,0,1,1,0
7881,7881,1,0,0,1
7882,7882,1,1,0,0
7883,7883,0,1,0,1
7884,7884,1,0,0,1
7885,7885,1,0,0,1
7886,7886,1,0,0,1
7887,7887,1,0,0,1
7888,7888,1,0,1,0
7889,7889,0,1,1,0
7890,7890,0,1,0,1
7891,7891,0,0,1,0
7892,7892,1,1,0,0
7893,7893,1,1,1,1
7894,7894,1,1,0,0
7895,7895,0,0,0,1
7896,7896,0,0,1,0
7897,7897,0,1,1,0
7898,7898,1,1,0,0
7899,7899,0,0,0,1
7900,7900,1,1,1,1
7901,7901,1,0,0,1
7902,7902,1,1,1,1
7903,7903,0,0,0,1
7904,7904,1,0,0,1
7905,7905,0,1,1,0
7906,7906,1,1,1,1
7907,7907,0,1,0,1
7908,7908,0,1,0,1
7909,7909,1,1,0,0
7910,7910,0,1,0,1
7911,7911,1,0,0,1
7912,7912,1,1,1,1
7913,7913,1,0,0,1
7914,7914,1,0,0,1
7915,7915,0,0,0,1
7916,7916,0,1,1,0
7917,7917,0,0,0,1
7918,7918,1,0,0,1
7919,7919,0,0,0,1
7920,7920,0,0,1,0
7921,7921,0,0,0,1
7922,7922,0,0,0,1
7923,7923,0,0,0,1
7924,7924,0,1,1,0
7925,7925,1,1,0,0
7926,7926,0,1,0,1
7927,7927,0,0,0,1
7928,7928,0,1,1,0
7929,7929,0,0,1,0
7930,7930,0,1,1,0
7931,7931,1,0,1,0
7932,7932,0,0,1,0
7933,7933,0,1,1,0
7934,7934,0,1,0,1
7935,7935,1,1,0,0
7936,7936,0,1,1,0
7937,7937,0,0,1,0
7938,7938,0,0,1,0
7939,7939,1,1,0,0
7940,7940,0,0,1,0
7941,7941,1,1,1,1
7942,7942,1,1,1,1
7943,7943,0,0,0,1
7944,7944,0,1,1,0
7945,7945,1,0,0,1
7946,7946,0,0,0,1
7947,7947,1,1,0,0
7948,7948,1,1,0,0
7949,7949,1,0,1,0
7950,7950,1,0,1,0
7951,7951,1,1,0,0
7952,7952,1,0,1,0
7953,7953,0,0,1,0
7954,7954,0,1,1,0
7955,7955,0,1,1,0
7956,7956,0,0,0,1
7957,7957,0,1,1,0
7958,7958,1,0,0,1
7959,7959,0,0,0,1
7960,7960,1,0,0,1
7961,7961,1,1,1,1
7962,7962,0,1,1,0
7963,7963,0,0,0,1
7964,7964,1,1,1,1
7965,7965,1,0,1,0
7966,7966,0,1,1,0
7967,7967,1,1,1,1
7968,7968,0,0,0,1
7969,7969,0,0,0,1
7970,7970,0,0,1,0
7971,7971,0,0,0,1
7972,7972,0,1,1,0
7973,7973,0,1,1,0
7974,7974,1,0,0,1
7975,7975,1,0,1,0
7976,7976,1,0,0,1
7977,7977,0,0,1,0
7978,7978,1,1,1,1
7979,7979,0,1,0,1
7980,7980,1,1,1,1
7981,7981,1,0,1,0
7982,7982,0,1,0,1
7983,7983,1,1,0,0
7984,7984,0,0,1,0
7985,7985,0,1,0,1
7986,7986,1,0,1,0
7987,7987,0,0,0,1
7988,7988,1,0,1,0
7989,7989,0,1,1,0
7990,7990,1,1,0,0
7991,7991,1,1,0,0
7992,7992,0,0,0,1
7993,7993,0,0,1,0
7994,7994,0,0,0,1
7995,7995,1,0,1,0
7996,7996,0,1,0,1
7997,7997,0,1,1,0
7998,7998,1,1,1,1
7999,7999,1,1,1,1
8000,8000,0,0,0,1
8001,8001,0,1,1,0
8002,8002,0,0,0,1
8003,8003,0,0,1,0
8004,8004,1,0,1,0
8005,8005,1,1,1,1
8006,8006,1,1,0,0
8007,8007,1,1,0,0
8008,8008,1,0,1,0
8009,8009,1,1,1,1
8010,8010,0,0,0,1
8011,8011,0,1,1,0
8012,8012,1,1,0,0
8013,8013,0,1,1,0
8014,8014,1,1,0,0
8015,8015,1,1,1,1
8016,8016,0,0,1,0
8017,8017,0,0,1,0
8018,8018,1,0,0,1
8019,8019,1,1,1,1
8020,8020,1,0,0,1
8021,8021,0,0,1,0
8022,8022,1,0,0,1
8023,8023,1,1,0,0
8024,8024,0,1,0,1
8025,8025,0,1,0,1
8026,8026,0,1,0,1
8027,8027,0,1,0,1
8028,8028,1,1,0,0
8029,8029,1,1,0,0
8030,8030,0,0,0,1
8031,8031,0,0,0,1
8032,8032,1,1,0,0
8033,8033,0,0,0,1
8034,8034,0,0,1,0
8035,8035,0,0,1,0
8036,8036,0,1,1,0
8037,8037,1,0,1,0
8038,8038,0,0,0,1
8039,8039,0,0,1,0
8040,8040,0,1,0,1
8041,8041,1,0,1,0
8042,8042,1,1,1,1
8043,8043,1,0,1,0
8044,8044,0,0,1,0
8045,8045,0,0,1,0
8046,8046,1,0,1,0
8047,8047,1,0,1,0
8048,8048,1,1,0,0
8049,8049,0,0,1,0
8050,8050,1,0,1,0
8051,8051,1,1,1,1
8052,8052,0,1,0,1
8053,8053,0,1,1,0
8054,8054,0,1,0,1
8055,8055,0,1,0,1
8056,8056,0,1,1,0
8057,8057,0,1,1,0
8058,8058,0,1,1,0
8059,8059,1,1,1,1
8060,8060,0,1,0,1
8061,8061,1,1,1,1
8062,8062,1,0,0,1
8063,8063,1,1,1,1
8064,8064,0,1,1,0
8065,8065,1,1,0,0
8066,8066,0,1,1,0
8067,8067,1,0,1,0
8068,8068,1,1,1,1
8069,8069,1,0,0,1
8070,8070,0,0,1,0
8071,8071,1,0,1,0
8072,8072,1,1,1,1
8073,8073,1,0,1,0
8074,8074,1,0,1,0
8075,8075,1,1,0,0
8076,8076,1,1,1,1
8077,8077,0,0,0,1
8078,8078,1,0,1,0
8079,8079,0,0,1,0
8080,8080,1,0,1,0
8081,8081,1,1,1,1
8082,8082,0,1,1,0
8083,8083,0,1,1,0
8084,8084,1,0,1,0
8085,8085,0,0,1,0
8086,8086,1,1,0,0
8087,8087,1,0,1,0
8088,8088,1,0,1,0
8089,8089,1,1,0,0
8090,8090,1,0,1,0
8091,8091,1,0,0,1
8092,8092,1,0,1,0
8093,8093,0,0,0,1
8094,8094,0,0,1,0
8095,8095,1,1,0,0
8096,8096,0,1,0,1
8097,8097,1,1,1,1
8098,8098,1,1,1,1
8099,8099,1,1,0,0
8100,8100,1,1,0,0
8101,8101,0,1,1,0
8102,8102,0,0,0,1
8103,8103,1,1,0,0
8104,8104,1,1,1,1
8105,8105,1,0,0,1
8106,8106,1,1,1,1
8107,8107,1,1,1,1
8108,8108,1,1,1,1
8109,8109,1,1,0,0
8110,8110,0,1,1,0
8111,8111,1,1,0,0
8112,8112,1,0,0,1
8113,8113,0,1,1,0
8114,8114,0,0,0,1
8115,8115,0,1,0,1
8116,8116,0,1,0,1
8117,8117,1,0,1,0
8118,8118,0,1,0,1
8119,8119,0,0,1,0
8120,8120,0,0,0,1
8121,8121,0,1,1,0
8122,8122,1,1,1,1
8123,8123,1,1,1,1
8124,8124,0,0,0,1
8125,8125,0,0,0,1
8126,8126,1,0,0,1
8127,8127,0,0,0,1
8128,8128,1,0,0,1
8129,8129,0,1,0,1
8130,8130,0,0,0,1
8131,8131,0,1,0,1
8132,8132,1,0,0,1
8133,8133,1,0,0,1
8134,8134,1,1,1,1
8135,8135,1,1,0,0
8136,8136,1,1,1,1
8137,8137,0,0,1,0
8138,8138,0,0,0,1
8139,8139,1,0,0,1
8140,8140,0,1,0,1
8141,8141,0,0,1,0
8142,8142,1,1,1,1
8143,8143,0,0,0,1
8144,8144,1,0,1,0
8145,8145,1,0,1,0
8146,8146,1,1,0,0
8147,8147,0,0,0,1
8148,8148,0,1,1,0
8149,8149,1,1,1,1
8150,8150,1,0,1,0
8151,8151,1,1,1,1
8152,8152,0,0,1,0
8153,8153,0,1,1,0
8154,8154,1,1,0,0
8155,8155,1,1,1,1
8156,8156,0,0,0,1
8157,8157,1,1,0,0
8158,8158,0,1,1,0
8159,8159,1,0,0,1
8160,8160,0,0,1,0
8161,8161,0,1,0,1
8162,8162,0,0,0,1
8163,8163,0,0,1,0
8164,8164,1,0,0,1
8165,8165,1,1,1,1
8166,8166,0,1,0,1
8167,8167,1,0,1,0
8168,8168,0,1,1,0
8169,8169,0,1,1,0
8170,8170,0,1,1,0
8171,8171,0,0,0,1
8172,8172,1,1,1,1
8173,8173,1,1,1,1
8174,8174,1,0,0,1
8175,8175,0,0,1,0
8176,8176,0,1,1,0
8177,8177,1,1,0,0
8178,8178,1,1,0,0
8179,8179,0,0,0,1
8180,8180,0,1,1,0
8181,8181,1,1,1,1
8182,8182,0,0,1,0
8183,8183,0,1,1,0
8184,8184,0,1,0,1
8185,8185,1,0,1,0
8186,8186,0,0,1,0
8187,8187,0,0,1,0
8188,8188,1,1,1,1
8189,8189,1,1,1,1
8190,8190,1,1,0,0
8191,8191,0,0,0,1
8192,8192,1,0,1,0
8193,8193,1,1,0,0
8194,8194,1,0,0,1
8195,8195,1,0,0,1
8196,8196,1,0,0,1
8197,8197,0,0,1,0
8198,8198,0,0,1,0
8199,8199,0,1,0,1
8200,8200,0,1,0,1
8201,8201,1,0,1,0
8202,8202,0,0,1,0
8203,8203,0,1,1,0
8204,8204,1,0,0,1
8205,8205,0,1,1,0
8206,8206,0,0,1,0
8207,8207,0,1,1,0
8208,8208,0,1,0,1
8209,8209,0,0,0,1
8210,8210,0,0,1,0
8211,8211,1,1,0,0
8212,8212,1,1,1,1
8213,8213,1,1,1,1
8214,8214,0,1,1,0
8215,8215,1,1,0,0
8216,8216,0,0,1,0
8217,8217,1,1,1,1
8218,8218,1,1,1,1
8219,8219,1,0,0,1
8220,8220,1,1,1,1
8221,8221,1,1,1,1
8222,8222,1,0,0,1
8223,8223,1,0,0,1
8224,8224,1,0,1,0
8225,8225,1,0,1,0
8226,8226,1,1,1,1
8227,8227,1,0,0,1
8228,8228,1,0,0,1
8229,8229,0,0,0,1
8230,8230,0,1,0,1
8231,8231,0,0,1,0
8232,8232,0,1,0,1
8233,8233,0,1,0,1
8234,8234,1,0,1,0
8235,8235,0,0,0,1
8236,8236,1,1,1,1
8237,8237,0,1,1,0
8238,8238,1,1,0,0
8239,8239,1,0,1,0
8240,8240,1,1,1,1
8241,8241,1,0,0,1
8242,8242,0,1,0,1
8243,8243,0,0,1,0
8244,8244,0,0,0,1
8245,8245,1,0,1,0
8246,8246,1,1,1,1
8247,8247,1,1,1,1
8248,8248,0,1,0,1
8249,8249,1,0,1,0
8250,8250,1,1,0,0
8251,8251,1,1,1,1
8252,8252,1,1,0,0
8253,8253,0,0,1,0
8254,8254,1,1,0,0
8255,8255,0,0,1,0
8256,8256,1,1,0,0
8257,8257,0,1,1,0
8258,8258,1,1,0,0
8259,8259,0,1,0,1
8260,8260,1,1,0,0
8261,8261,0,0,0,1
8262,8262,0,1,0,1
8263,8263,1,1,0,0
8264,8264,0,0,0,1
8265,8265,1,0,1,0
8266,8266,1,0,0,1
8267,8267,1,0,0,1
8268,8268,0,1,0,1
8269,8269,1,1,0,0
8270,8270,1,1,0,0
8271,8271,1,0,1,0
8272,8272,0,0,0,1
8273,8273,1,1,0,0
8274,8274,0,0,1,0
8275,8275,1,1,1,1
8276,8276,0,1,1,0
8277,8277,1,1,1,1
8278,8278,1,0,0,1
8279,8279,1,0,1,0
8280,8280,0,1,0,1
8281,8281,0,0,1,0
8282,8282,0,1,0,1
8283,8283,1,1,1,1
8284,8284,0,0,0,1
8285,8285,1,0,0,1
8286,8286,1,1,1,1
8287,8287,0,1,1,0
8288,8288,1,0,1,0
8289,8289,0,0,1,0
8290,8290,1,0,1,0
8291,8291,1,1,0,0
8292,8292,1,0,0,1
8293,8293,1,1,0,0
8294,8294,1,1,0,0
8295,8295,1,1,1,1
8296,8296,1,1,0,0
8297,8297,1,0,1,0
8298,8298,1,0,1,0
8299,8299,0,0,0,1
8300,8300,0,1,1,0
8301,8301,1,1,1,1
8302,8302,0,1,1,0
8303,8303,0,1,1,0
8304,8304,0,0,1,0
8305,8305,1,0,0,1
8306,8306,0,0,0,1
8307,8307,1,0,0,1
8308,8308,1,0,1,0
8309,8309,0,0,0,1
8310,8310,1,0,0,1
8311,8311,1,0,1,0
8312,8312,0,1,0,1
8313,8313,0,0,1,0
8314,8314,0,1,0,1
8315,8315,1,1,0,0
8316,8316,1,0,0,1
8317,8317,0,1,0,1
8318,8318,0,0,0,1
8319,8319,1,0,0,1
8320,8320,0,0,1,0
8321,8321,1,1,0,0
8322,8322,0,1,1,0
8323,8323,0,1,0,1
8324,8324,0,0,1,0
8325,8325,1,1,1,1
8326,8326,0,0,1,0
8327,8327,0,1,1,0
8328,8328,1,1,1,1
8329,8329,0,1,1,0
8330,8330,0,1,1,0
8331,8331,1,0,1,0
8332,8332,1,1,0,0
8333,8333,0,1,0,1
8334,8334,0,1,0,1
8335,8335,1,1,1,1
8336,8336,0,0,1,0
8337,8337,0,0,0,1
8338,8338,0,1,1,0
8339,8339,1,0,0,1
8340,8340,1,0,1,0
8341,8341,0,1,0,1
8342,8342,0,0,1,0
8343,8343,1,0,0,1
8344,8344,0,1,0,1
8345,8345,1,1,0,0
8346,8346,0,1,0,1
8347,8347,0,1,1,0
8348,8348,0,0,0,1
8349,8349,0,1,1,0
8350,8350,0,0,0,1
8351,8351,1,0,1,0
8352,8352,1,1,0,0
8353,8353,1,1,0,0
8354,8354,1,1,0,0
8355,8355,1,0,0,1
8356,8356,1,0,1,0
8357,8357,1,1,0,0
8358,8358,0,0,0,1
8359,8359,0,1,1,0
8360,8360,1,0,0,1
8361,8361,0,1,0,1
8362,8362,1,0,0,1
8363,8363,1,0,0,1
8364,8364,0,1,0,1
8365,8365,0,0,0,1
8366,8366,0,1,1,0
8367,8367,0,0,0,1
8368,8368,0,1,0,1
8369,8369,1,0,0,1
8370,8370,0,1,0,1
8371,8371,1,0,0,1
8372,8372,0,0,1,0
8373,8373,1,0,0,1
8374,8374,0,1,1,0
8375,8375,1,1,0,0
8376,8376,1,1,0,0
8377,8377,0,0,0,1
8378,8378,0,0,1,0
8379,8379,1,0,1,0
8380,8380,1,0,0,1
8381,8381,0,0,0,1
8382,8382,1,1,0,0
8383,8383,0,0,1,0
8384,8384,1,0,0,1
8385,8385,1,0,0,1
8386,8386,1,1,1,1
8387,8387,1,1,0,0
8388,8388,1,1,1,1
8389,8389,0,1,0,1
8390,8390,0,0,0,1
8391,8391,1,1,1,1
8392,8392,1,1,0,0
8393,8393,0,1,1,0
8394,8394,0,1,0,1
8395,8395,1,0,0,1
8396,8396,0,1,1,0
8397,8397,0,1,1,0
8398,8398,0,1,0,1
8399,8399,1,0,1,0
8400,8400,0,0,1,0
8401,8401,1,1,0,0
8402,8402,1,1,0,0
8403,8403,1,1,1,1
8404,8404,1,1,1,1
8405,8405,1,1,0,0
8406,8406,0,0,0,1
8407,8407,0,1,1,0
8408,8408,1,1,0,0
8409,8409,0,1,1,0
8410,8410,1,1,1,1
8411,8411,0,1,0,1
8412,8412,0,0,1,0
8413,8413,0,0,1,0
8414,8414,1,0,0,1
8415,8415,0,0,0,1
8416,8416,1,1,1,1
8417,8417,0,0,0,1
8418,8418,1,1,1,1
8419,8419,1,1,1,1
8420,8420,0,1,0,1
8421,8421,1,0,0,1
8422,8422,0,1,0,1
8423,8423,0,0,0,1
8424,8424,1,1,1,1
8425,8425,1,0,0,1
8426,8426,1,0,0,1
8427,8427,1,1,0,0
8428,8428,1,0,0,1
8429,8429,1,1,1,1
8430,8430,1,0,1,0
8431,8431,1,1,0,0
8432,8432,0,1,1,0
8433,8433,1,1,0,0
8434,8434,1,0,0,1
8435,8435,1,1,1,1
8436,8436,1,0,0,1
8437,8437,1,1,0,0
8438,8438,1,0,1,0
8439,8439,0,0,0,1
8440,8440,1,0,0,1
8441,8441,0,1,1,0
8442,8442,1,1,1,1
8443,8443,1,1,0,0
8444,8444,1,0,0,1
8445,8445,0,1,0,1
8446,8446,1,0,0,1
8447,8447,0,0,1,0
8448,8448,0,1,0,1
8449,8449,0,1,0,1
8450,8450,0,0,0,1
8451,8451,1,1,0,0
8452,8452,0,1,1,0
8453,8453,1,1,1,1
8454,8454,0,0,1,0
8455,8455,0,1,1,0
8456,8456,1,0,0,1
8457,8457,0,0,0,1
8458,8458,1,1,1,1
8459,8459,1,0,1,0
8460,8460,1,0,0,1
8461,8461,0,1,0,1
8462,8462,0,1,0,1
8463,8463,0,0,0,1
8464,8464,1,0,0,1
8465,8465,0,0,0,1
8466,8466,1,0,1,0
8467,8467,0,1,0,1
8468,8468,0,1,0,1
8469,8469,1,0,0,1
8470,8470,0,1,0,1
