,time,input,outputchanged,correct
3901,3901,1,31,1
3902,3902,0,15,0
3903,3903,1,22,0
3904,3904,0,19,0
3905,3905,1,1,1
3906,3906,0,6,0
3907,3907,1,16,0
3908,3908,0,24,0
3909,3909,1,3,1
3910,3910,0,3,1
3911,3911,1,4,1
3912,3912,0,4,1
3913,3913,1,12,0
3914,3914,0,5,1
3915,3915,1,28,0
3916,3916,0,28,0
3917,3917,1,7,1
3918,3918,0,7,1
3919,3919,1,9,0
3920,3920,0,18,0
3921,3921,1,31,0
3922,3922,0,2,0
3923,3923,1,31,0
3924,3924,0,10,1
3925,3925,1,11,1
3926,3926,0,11,1
3927,3927,1,12,1
3928,3928,0,15,0
3929,3929,1,13,1
3930,3930,0,13,1
3931,3931,1,20,0
3932,3932,0,4,0
3933,3933,1,14,0
3934,3934,0,15,1
3935,3935,1,16,1
3936,3936,0,14,0
3937,3937,1,30,0
3938,3938,0,8,0
3939,3939,1,15,0
3940,3940,0,18,1
3941,3941,1,19,1
3942,3942,0,16,0
3943,3943,1,14,0
3944,3944,0,26,0
3945,3945,1,21,1
3946,3946,0,21,1
3947,3947,1,22,1
3948,3948,0,22,1
3949,3949,1,23,1
3950,3950,0,23,1
3951,3951,1,24,1
3952,3952,0,24,1
3953,3953,1,18,0
3954,3954,0,25,1
3955,3955,1,24,0
3956,3956,0,26,1
3957,3957,1,21,0
3958,3958,0,27,1
3959,3959,1,22,0
3960,3960,0,13,0
3961,3961,1,10,0
3962,3962,0,29,1
3963,3963,1,26,0
3964,3964,0,30,1
3965,3965,1,31,1
3966,3966,0,31,1
3967,3967,1,0,1
3968,3968,0,11,0
3969,3969,1,8,0
3970,3970,0,1,1
3971,3971,1,2,1
3972,3972,0,2,1
3973,3973,1,3,1
3974,3974,0,3,1
3975,3975,1,4,1
3976,3976,0,6,0
3977,3977,1,22,0
3978,3978,0,15,0
3979,3979,1,2,0
3980,3980,0,6,1
3981,3981,1,2,0
3982,3982,0,1,0
3983,3983,1,12,0
3984,3984,0,8,1
3985,3985,1,9,1
3986,3986,0,26,0
3987,3987,1,15,0
3988,3988,0,10,1
3989,3989,1,18,0
3990,3990,0,11,1
3991,3991,1,12,1
3992,3992,0,30,0
3993,3993,1,23,0
3994,3994,0,13,1
3995,3995,1,14,1
3996,3996,0,1,0
3997,3997,1,15,1
3998,3998,0,18,0
3999,3999,1,6,0
4000,4000,0,7,0
4001,4001,1,17,1
4002,4002,0,17,1
4003,4003,1,1,0
4004,4004,0,11,0
4005,4005,1,19,1
4006,4006,0,25,0
4007,4007,1,24,0
4008,4008,0,20,1
4009,4009,1,21,1
4010,4010,0,21,1
4011,4011,1,26,0
4012,4012,0,22,1
4013,4013,1,23,1
4014,4014,0,23,1
4015,4015,1,27,0
4016,4016,0,24,1
4017,4017,1,25,1
4018,4018,0,29,0
4019,4019,1,31,0
4020,4020,0,26,1
4021,4021,1,27,1
4022,4022,0,27,1
4023,4023,1,0,0
4024,4024,0,28,1
4025,4025,1,29,1
4026,4026,0,1,0
4027,4027,1,30,1
4028,4028,0,30,1
4029,4029,1,27,0
4030,4030,0,21,0
4031,4031,1,0,1
4032,4032,0,0,1
4033,4033,1,1,1
4034,4034,0,1,1
4035,4035,1,2,1
4036,4036,0,22,0
4037,4037,1,3,1
4038,4038,0,3,1
4039,4039,1,4,1
4040,4040,0,4,1
4041,4041,1,5,1
4042,4042,0,23,0
4043,4043,1,25,0
4044,4044,0,9,0
4045,4045,1,16,0
4046,4046,0,15,0
4047,4047,1,8,1
4048,4048,0,1,0
4049,4049,1,1,0
4050,4050,0,9,1
4051,4051,1,28,0
4052,4052,0,10,1
4053,4053,1,11,1
4054,4054,0,11,1
4055,4055,1,12,1
4056,4056,0,12,1
4057,4057,1,5,0
4058,4058,0,13,1
4059,4059,1,14,1
4060,4060,0,14,1
4061,4061,1,9,0
4062,4062,0,25,0
4063,4063,1,18,0
4064,4064,0,16,1
4065,4065,1,0,0
4066,4066,0,17,1
4067,4067,1,16,0
4068,4068,0,18,1
4069,4069,1,2,0
4070,4070,0,19,1
4071,4071,1,21,0
4072,4072,0,20,1
4073,4073,1,21,1
4074,4074,0,21,1
4075,4075,1,6,0
4076,4076,0,24,0
4077,4077,1,7,0
4078,4078,0,23,1
4079,4079,1,24,1
4080,4080,0,0,0
4081,4081,1,25,1
4082,4082,0,1,0
4083,4083,1,18,0
4084,4084,0,26,1
4085,4085,1,23,0
4086,4086,0,27,1
4087,4087,1,28,1
4088,4088,0,9,0
4089,4089,1,29,1
4090,4090,0,29,1
4091,4091,1,30,1
4092,4092,0,28,0
4093,4093,1,31,1
4094,4094,0,21,0
4095,4095,1,0,1
4096,4096,0,0,1
4097,4097,1,22,0
4098,4098,0,1,1
4099,4099,1,2,1
4100,4100,0,5,0
4101,4101,1,2,0
4102,4102,0,3,1
4103,4103,1,4,1
4104,4104,0,22,0
4105,4105,1,22,0
4106,4106,0,21,0
4107,4107,1,24,0
4108,4108,0,6,1
4109,4109,1,8,0
4110,4110,0,7,1
4111,4111,1,8,1
4112,4112,0,8,1
4113,4113,1,9,1
4114,4114,0,9,1
4115,4115,1,27,0
4116,4116,0,20,0
4117,4117,1,11,1
4118,4118,0,11,1
4119,4119,1,12,1
4120,4120,0,0,0
4121,4121,1,13,1
4122,4122,0,12,0
4123,4123,1,3,0
4124,4124,0,14,1
4125,4125,1,10,0
4126,4126,0,6,0
4127,4127,1,16,1
4128,4128,0,17,0
4129,4129,1,17,1
4130,4130,0,17,1
4131,4131,1,18,1
4132,4132,0,13,0
4133,4133,1,19,1
4134,4134,0,19,1
4135,4135,1,20,1
4136,4136,0,20,1
4137,4137,1,21,1
4138,4138,0,25,0
4139,4139,1,0,0
4140,4140,0,22,1
4141,4141,1,23,1
4142,4142,0,23,1
4143,4143,1,20,0
4144,4144,0,30,0
4145,4145,1,25,1
4146,4146,0,25,1
4147,4147,1,26,1
4148,4148,0,20,0
4149,4149,1,15,0
4150,4150,0,27,1
4151,4151,1,9,0
4152,4152,0,28,1
4153,4153,1,1,0
4154,4154,0,24,0
4155,4155,1,30,1
4156,4156,0,30,1
4157,4157,1,0,0
4158,4158,0,31,1
4159,4159,1,0,1
4160,4160,0,0,1
4161,4161,1,14,0
4162,4162,0,2,0
4163,4163,1,2,1
4164,4164,0,2,1
4165,4165,1,3,1
4166,4166,0,13,0
4167,4167,1,4,1
4168,4168,0,13,0
4169,4169,1,5,1
4170,4170,0,26,0
4171,4171,1,5,0
4172,4172,0,6,1
4173,4173,1,4,0
4174,4174,0,24,0
4175,4175,1,8,1
4176,4176,0,8,1
4177,4177,1,26,0
4178,4178,0,9,1
4179,4179,1,19,0
4180,4180,0,15,0
4181,4181,1,24,0
4182,4182,0,11,1
4183,4183,1,30,0
4184,4184,0,25,0
4185,4185,1,13,1
4186,4186,0,13,1
4187,4187,1,14,1
4188,4188,0,14,1
4189,4189,1,29,0
4190,4190,0,17,0
4191,4191,1,16,1
4192,4192,0,16,1
4193,4193,1,28,0
4194,4194,0,17,1
4195,4195,1,17,0
4196,4196,0,18,1
4197,4197,1,19,1
4198,4198,0,19,1
4199,4199,1,20,1
4200,4200,0,20,1
4201,4201,1,21,1
4202,4202,0,21,1
4203,4203,1,22,1
4204,4204,0,22,1
4205,4205,1,5,0
4206,4206,0,23,1
4207,4207,1,24,1
4208,4208,0,19,0
4209,4209,1,25,1
4210,4210,0,25,1
4211,4211,1,26,1
4212,4212,0,26,1
4213,4213,1,27,1
4214,4214,0,4,0
4215,4215,1,25,0
4216,4216,0,28,1
4217,4217,1,29,1
4218,4218,0,29,1
4219,4219,1,30,1
4220,4220,0,7,0
4221,4221,1,31,1
4222,4222,0,31,1
4223,4223,1,0,1
4224,4224,0,0,1
4225,4225,1,1,1
4226,4226,0,1,1
4227,4227,1,2,1
4228,4228,0,2,1
4229,4229,1,3,1
4230,4230,0,7,0
4231,4231,1,4,1
4232,4232,0,9,0
4233,4233,1,5,1
4234,4234,0,18,0
4235,4235,1,6,1
4236,4236,0,6,1
4237,4237,1,8,0
4238,4238,0,7,1
4239,4239,1,29,0
4240,4240,0,16,0
4241,4241,1,31,0
4242,4242,0,9,1
4243,4243,1,8,0
4244,4244,0,10,1
4245,4245,1,0,0
4246,4246,0,11,1
4247,4247,1,12,1
4248,4248,0,5,0
4249,4249,1,13,1
4250,4250,0,13,1
4251,4251,1,14,1
4252,4252,0,29,0
4253,4253,1,15,1
4254,4254,0,0,0
4255,4255,1,8,0
4256,4256,0,15,0
4257,4257,1,28,0
4258,4258,0,17,1
4259,4259,1,10,0
4260,4260,0,5,0
4261,4261,1,19,1
4262,4262,0,12,0
4263,4263,1,20,1
4264,4264,0,20,1
4265,4265,1,7,0
4266,4266,0,13,0
4267,4267,1,22,1
4268,4268,0,22,1
4269,4269,1,1,0
4270,4270,0,23,1
4271,4271,1,24,1
4272,4272,0,24,1
4273,4273,1,3,0
4274,4274,0,14,0
4275,4275,1,26,1
4276,4276,0,26,1
4277,4277,1,27,1
4278,4278,0,15,0
4279,4279,1,28,1
4280,4280,0,26,0
4281,4281,1,18,0
4282,4282,0,23,0
4283,4283,1,30,1
4284,4284,0,30,1
4285,4285,1,19,0
4286,4286,0,31,1
4287,4287,1,7,0
4288,4288,0,0,1
4289,4289,1,27,0
4290,4290,0,1,1
4291,4291,1,2,1
4292,4292,0,2,1
4293,4293,1,3,1
4294,4294,0,3,1
4295,4295,1,4,1
4296,4296,0,4,1
4297,4297,1,5,1
4298,4298,0,9,0
4299,4299,1,6,1
4300,4300,0,12,0
4301,4301,1,7,1
4302,4302,0,30,0
4303,4303,1,10,0
4304,4304,0,8,1
4305,4305,1,9,1
4306,4306,0,9,1
4307,4307,1,10,1
4308,4308,0,20,0
4309,4309,1,24,0
4310,4310,0,0,0
4311,4311,1,12,1
4312,4312,0,30,0
4313,4313,1,13,1
4314,4314,0,13,1
4315,4315,1,14,1
4316,4316,0,14,1
4317,4317,1,15,1
4318,4318,0,15,1
4319,4319,1,16,1
4320,4320,0,3,0
4321,4321,1,17,1
4322,4322,0,17,1
4323,4323,1,18,1
4324,4324,0,26,0
4325,4325,1,20,0
4326,4326,0,4,0
4327,4327,1,24,0
4328,4328,0,20,1
4329,4329,1,21,1
4330,4330,0,18,0
4331,4331,1,22,1
4332,4332,0,22,1
4333,4333,1,23,1
4334,4334,0,12,0
4335,4335,1,24,1
4336,4336,0,24,1
4337,4337,1,25,1
4338,4338,0,25,1
4339,4339,1,3,0
4340,4340,0,26,1
4341,4341,1,27,1
4342,4342,0,27,1
4343,4343,1,17,0
4344,4344,0,28,1
4345,4345,1,29,1
4346,4346,0,29,1
4347,4347,1,13,0
4348,4348,0,6,0
4349,4349,1,31,1
4350,4350,0,1,0
4351,4351,1,0,1
4352,4352,0,0,1
4353,4353,1,1,1
4354,4354,0,27,0
4355,4355,1,2,1
4356,4356,0,2,1
4357,4357,1,3,1
4358,4358,0,15,0
4359,4359,1,11,0
4360,4360,0,4,1
4361,4361,1,5,1
4362,4362,0,5,1
4363,4363,1,7,0
4364,4364,0,6,1
4365,4365,1,7,1
4366,4366,0,7,1
4367,4367,1,29,0
4368,4368,0,10,0
4369,4369,1,9,1
4370,4370,0,8,0
4371,4371,1,28,0
4372,4372,0,10,1
4373,4373,1,11,1
4374,4374,0,11,1
4375,4375,1,12,1
4376,4376,0,12,1
4377,4377,1,13,1
4378,4378,0,6,0
4379,4379,1,14,1
4380,4380,0,14,1
4381,4381,1,15,1
4382,4382,0,31,0
4383,4383,1,16,1
4384,4384,0,16,1
4385,4385,1,17,1
4386,4386,0,17,1
4387,4387,1,18,1
4388,4388,0,18,1
4389,4389,1,19,1
4390,4390,0,19,1
4391,4391,1,20,1
4392,4392,0,19,0
4393,4393,1,21,1
4394,4394,0,21,1
4395,4395,1,6,0
4396,4396,0,30,0
4397,4397,1,23,1
4398,4398,0,12,0
4399,4399,1,24,1
4400,4400,0,15,0
4401,4401,1,25,1
4402,4402,0,30,0
4403,4403,1,26,1
4404,4404,0,26,1
4405,4405,1,7,0
4406,4406,0,27,1
4407,4407,1,7,0
4408,4408,0,28,1
4409,4409,1,29,1
4410,4410,0,29,1
4411,4411,1,28,0
4412,4412,0,11,0
4413,4413,1,31,1
4414,4414,0,22,0
4415,4415,1,31,0
4416,4416,0,0,1
4417,4417,1,1,1
4418,4418,0,0,0
4419,4419,1,2,1
4420,4420,0,2,1
4421,4421,1,6,0
4422,4422,0,4,0
4423,4423,1,18,0
4424,4424,0,24,0
4425,4425,1,5,1
4426,4426,0,8,0
4427,4427,1,6,1
4428,4428,0,12,0
4429,4429,1,7,1
4430,4430,0,7,1
4431,4431,1,2,0
4432,4432,0,8,1
4433,4433,1,9,1
4434,4434,0,7,0
4435,4435,1,3,0
4436,4436,0,10,1
4437,4437,1,11,1
4438,4438,0,11,1
4439,4439,1,12,1
4440,4440,0,12,1
4441,4441,1,13,1
4442,4442,0,13,1
4443,4443,1,21,0
4444,4444,0,14,1
4445,4445,1,8,0
4446,4446,0,0,0
4447,4447,1,16,1
4448,4448,0,16,1
4449,4449,1,10,0
4450,4450,0,17,1
4451,4451,1,25,0
4452,4452,0,18,1
4453,4453,1,0,0
4454,4454,0,26,0
4455,4455,1,20,1
4456,4456,0,20,1
4457,4457,1,21,1
4458,4458,0,31,0
4459,4459,1,22,1
4460,4460,0,22,1
4461,4461,1,23,1
4462,4462,0,4,0
4463,4463,1,29,0
4464,4464,0,24,1
4465,4465,1,26,0
4466,4466,0,25,1
4467,4467,1,26,1
4468,4468,0,26,1
4469,4469,1,20,0
4470,4470,0,1,0
4471,4471,1,25,0
4472,4472,0,26,0
4473,4473,1,29,1
4474,4474,0,29,1
4475,4475,1,30,1
4476,4476,0,30,1
4477,4477,1,31,1
4478,4478,0,1,0
4479,4479,1,0,1
4480,4480,0,0,1
4481,4481,1,23,0
4482,4482,0,1,1
4483,4483,1,2,1
4484,4484,0,2,1
4485,4485,1,3,1
4486,4486,0,3,1
4487,4487,1,28,0
4488,4488,0,4,1
4489,4489,1,5,1
4490,4490,0,20,0
4491,4491,1,6,1
4492,4492,0,6,1
4493,4493,1,7,1
4494,4494,0,30,0
4495,4495,1,5,0
4496,4496,0,3,0
4497,4497,1,12,0
4498,4498,0,9,1
4499,4499,1,10,1
4500,4500,0,5,0
4501,4501,1,11,1
4502,4502,0,16,0
4503,4503,1,12,1
4504,4504,0,24,0
4505,4505,1,5,0
4506,4506,0,21,0
4507,4507,1,20,0
4508,4508,0,5,0
4509,4509,1,20,0
4510,4510,0,15,1
4511,4511,1,30,0
4512,4512,0,16,1
4513,4513,1,0,0
4514,4514,0,17,1
4515,4515,1,18,1
4516,4516,0,0,0
4517,4517,1,19,1
4518,4518,0,31,0
4519,4519,1,20,1
4520,4520,0,20,1
4521,4521,1,20,0
4522,4522,0,21,1
4523,4523,1,22,1
4524,4524,0,4,0
4525,4525,1,6,0
4526,4526,0,23,1
4527,4527,1,24,1
4528,4528,0,14,0
4529,4529,1,25,1
4530,4530,0,25,1
4531,4531,1,26,1
4532,4532,0,26,1
4533,4533,1,18,0
4534,4534,0,27,1
4535,4535,1,28,1
4536,4536,0,30,0
4537,4537,1,21,0
4538,4538,0,5,0
4539,4539,1,22,0
4540,4540,0,30,1
4541,4541,1,10,0
4542,4542,0,31,1
4543,4543,1,28,0
4544,4544,0,0,1
4545,4545,1,1,1
4546,4546,0,1,1
4547,4547,1,2,1
4548,4548,0,18,0
4549,4549,1,3,1
4550,4550,0,3,1
4551,4551,1,4,1
4552,4552,0,27,0
4553,4553,1,5,1
4554,4554,0,5,1
4555,4555,1,6,1
4556,4556,0,27,0
4557,4557,1,13,0
4558,4558,0,24,0
4559,4559,1,8,1
4560,4560,0,2,0
4561,4561,1,8,0
4562,4562,0,2,0
4563,4563,1,10,1
4564,4564,0,10,1
4565,4565,1,11,1
4566,4566,0,11,1
4567,4567,1,19,0
4568,4568,0,12,1
4569,4569,1,26,0
4570,4570,0,13,1
4571,4571,1,23,0
4572,4572,0,14,1
4573,4573,1,15,1
4574,4574,0,24,0
4575,4575,1,25,0
4576,4576,0,3,0
4577,4577,1,17,1
4578,4578,0,17,1
4579,4579,1,18,1
4580,4580,0,2,0
4581,4581,1,9,0
4582,4582,0,19,1
4583,4583,1,20,1
4584,4584,0,20,1
4585,4585,1,19,0
4586,4586,0,30,0
4587,4587,1,2,0
4588,4588,0,22,1
4589,4589,1,16,0
4590,4590,0,5,0
4591,4591,1,24,1
4592,4592,0,24,1
4593,4593,1,25,1
4594,4594,0,25,1
4595,4595,1,22,0
4596,4596,0,26,1
4597,4597,1,27,1
4598,4598,0,27,1
4599,4599,1,28,1
4600,4600,0,28,1
4601,4601,1,31,0
4602,4602,0,29,1
4603,4603,1,30,1
4604,4604,0,30,1
4605,4605,1,21,0
4606,4606,0,31,1
4607,4607,1,23,0
4608,4608,0,0,1
4609,4609,1,1,1
4610,4610,0,1,1
4611,4611,1,2,1
4612,4612,0,2,1
4613,4613,1,3,1
4614,4614,0,10,0
4615,4615,1,0,0
4616,4616,0,4,1
4617,4617,1,5,1
4618,4618,0,24,0
4619,4619,1,6,1
4620,4620,0,6,1
4621,4621,1,7,1
4622,4622,0,7,1
4623,4623,1,28,0
4624,4624,0,8,1
4625,4625,1,14,0
4626,4626,0,9,1
4627,4627,1,10,1
4628,4628,0,28,0
4629,4629,1,11,1
4630,4630,0,28,0
4631,4631,1,31,0
4632,4632,0,18,0
4633,4633,1,1,0
4634,4634,0,13,1
4635,4635,1,14,1
4636,4636,0,5,0
4637,4637,1,2,0
4638,4638,0,15,1
4639,4639,1,14,0
4640,4640,0,16,1
4641,4641,1,17,1
4642,4642,0,17,1
4643,4643,1,18,1
4644,4644,0,2,0
4645,4645,1,19,1
4646,4646,0,31,0
4647,4647,1,20,1
4648,4648,0,15,0
4649,4649,1,23,0
4650,4650,0,21,1
4651,4651,1,0,0
4652,4652,0,22,1
4653,4653,1,17,0
4654,4654,0,23,1
4655,4655,1,24,1
4656,4656,0,24,1
4657,4657,1,25,1
4658,4658,0,25,1
4659,4659,1,26,1
4660,4660,0,10,0
4661,4661,1,27,1
4662,4662,0,20,0
4663,4663,1,28,1
4664,4664,0,20,0
4665,4665,1,12,0
4666,4666,0,29,1
4667,4667,1,30,1
4668,4668,0,8,0
4669,4669,1,31,1
4670,4670,0,30,0
4671,4671,1,0,1
4672,4672,0,0,1
4673,4673,1,1,1
4674,4674,0,1,1
4675,4675,1,26,0
4676,4676,0,12,0
4677,4677,1,3,1
4678,4678,0,7,0
4679,4679,1,4,1
4680,4680,0,4,1
4681,4681,1,5,1
4682,4682,0,14,0
4683,4683,1,6,1
4684,4684,0,10,0
4685,4685,1,7,1
4686,4686,0,7,1
4687,4687,1,2,0
4688,4688,0,17,0
4689,4689,1,9,1
4690,4690,0,9,1
4691,4691,1,29,0
4692,4692,0,10,1
4693,4693,1,4,0
4694,4694,0,11,1
4695,4695,1,23,0
4696,4696,0,13,0
4697,4697,1,13,1
4698,4698,0,30,0
4699,4699,1,14,1
4700,4700,0,16,0
4701,4701,1,15,1
4702,4702,0,15,1
4703,4703,1,16,1
4704,4704,0,16,1
4705,4705,1,17,1
4706,4706,0,17,1
4707,4707,1,14,0
4708,4708,0,18,1
4709,4709,1,19,1
4710,4710,0,9,0
4711,4711,1,20,1
4712,4712,0,20,1
4713,4713,1,21,1
4714,4714,0,21,1
4715,4715,1,22,1
4716,4716,0,22,1
4717,4717,1,23,1
4718,4718,0,23,1
4719,4719,1,16,0
4720,4720,0,24,1
4721,4721,1,9,0
4722,4722,0,25,1
4723,4723,1,26,1
4724,4724,0,26,1
4725,4725,1,27,1
4726,4726,0,27,1
4727,4727,1,20,0
4728,4728,0,28,1
4729,4729,1,25,0
4730,4730,0,29,1
4731,4731,1,17,0
4732,4732,0,30,1
4733,4733,1,31,1
4734,4734,0,31,1
4735,4735,1,3,0
4736,4736,0,11,0
4737,4737,1,1,1
4738,4738,0,20,0
4739,4739,1,29,0
4740,4740,0,2,1
4741,4741,1,3,1
4742,4742,0,3,1
4743,4743,1,4,1
4744,4744,0,13,0
4745,4745,1,8,0
4746,4746,0,0,0
4747,4747,1,6,1
4748,4748,0,23,0
4749,4749,1,4,0
4750,4750,0,12,0
4751,4751,1,17,0
4752,4752,0,8,1
4753,4753,1,10,0
4754,4754,0,9,1
4755,4755,1,10,1
4756,4756,0,10,1
4757,4757,1,13,0
4758,4758,0,21,0
4759,4759,1,8,0
4760,4760,0,12,1
4761,4761,1,13,1
4762,4762,0,13,1
4763,4763,1,14,1
4764,4764,0,2,0
4765,4765,1,30,0
4766,4766,0,15,1
4767,4767,1,16,1
4768,4768,0,16,1
4769,4769,1,17,1
4770,4770,0,17,1
4771,4771,1,4,0
4772,4772,0,18,1
4773,4773,1,19,1
4774,4774,0,30,0
4775,4775,1,20,1
4776,4776,0,30,0
4777,4777,1,26,0
4778,4778,0,21,1
4779,4779,1,25,0
4780,4780,0,24,0
4781,4781,1,23,1
4782,4782,0,23,1
4783,4783,1,19,0
4784,4784,0,12,0
4785,4785,1,25,1
4786,4786,0,3,0
4787,4787,1,26,1
4788,4788,0,29,0
4789,4789,1,27,1
4790,4790,0,16,0
4791,4791,1,26,0
4792,4792,0,28,1
4793,4793,1,29,1
4794,4794,0,27,0
4795,4795,1,18,0
4796,4796,0,20,0
4797,4797,1,17,0
4798,4798,0,31,1
4799,4799,1,0,1
4800,4800,0,16,0
4801,4801,1,29,0
4802,4802,0,7,0
4803,4803,1,2,1
4804,4804,0,6,0
4805,4805,1,5,0
4806,4806,0,10,0
4807,4807,1,4,1
4808,4808,0,4,1
4809,4809,1,5,1
4810,4810,0,5,1
4811,4811,1,31,0
4812,4812,0,6,1
4813,4813,1,7,1
4814,4814,0,11,0
4815,4815,1,8,1
4816,4816,0,8,1
4817,4817,1,9,1
4818,4818,0,9,1
4819,4819,1,10,1
4820,4820,0,10,1
4821,4821,1,8,0
4822,4822,0,11,1
4823,4823,1,12,1
4824,4824,0,16,0
4825,4825,1,22,0
4826,4826,0,30,0
4827,4827,1,14,1
4828,4828,0,0,0
4829,4829,1,15,1
4830,4830,0,15,1
4831,4831,1,23,0
4832,4832,0,17,0
4833,4833,1,17,1
4834,4834,0,17,1
4835,4835,1,0,0
4836,4836,0,21,0
4837,4837,1,19,1
4838,4838,0,19,1
4839,4839,1,8,0
4840,4840,0,6,0
4841,4841,1,14,0
4842,4842,0,11,0
4843,4843,1,23,0
4844,4844,0,22,1
4845,4845,1,23,1
4846,4846,0,27,0
4847,4847,1,24,1
4848,4848,0,24,1
4849,4849,1,25,1
4850,4850,0,25,1
4851,4851,1,30,0
4852,4852,0,28,0
4853,4853,1,18,0
4854,4854,0,27,1
4855,4855,1,28,1
4856,4856,0,17,0
4857,4857,1,29,1
4858,4858,0,14,0
4859,4859,1,30,1
4860,4860,0,30,1
4861,4861,1,31,1
4862,4862,0,16,0
4863,4863,1,19,0
4864,4864,0,0,1
4865,4865,1,5,0
4866,4866,0,30,0
4867,4867,1,19,0
4868,4868,0,5,0
4869,4869,1,3,1
4870,4870,0,2,0
4871,4871,1,4,1
4872,4872,0,4,1
4873,4873,1,14,0
4874,4874,0,5,1
4875,4875,1,6,1
4876,4876,0,6,1
4877,4877,1,7,1
4878,4878,0,7,1
4879,4879,1,14,0
4880,4880,0,8,1
4881,4881,1,15,0
4882,4882,0,9,1
4883,4883,1,24,0
4884,4884,0,4,0
4885,4885,1,11,1
4886,4886,0,11,1
4887,4887,1,12,1
4888,4888,0,28,0
4889,4889,1,8,0
4890,4890,0,9,0
4891,4891,1,2,0
4892,4892,0,14,1
4893,4893,1,15,1
4894,4894,0,5,0
4895,4895,1,5,0
4896,4896,0,16,1
4897,4897,1,17,1
4898,4898,0,17,1
4899,4899,1,2,0
4900,4900,0,15,0
4901,4901,1,19,1
4902,4902,0,20,0
4903,4903,1,6,0
4904,4904,0,20,1
4905,4905,1,23,0
4906,4906,0,21,1
4907,4907,1,5,0
4908,4908,0,15,0
4909,4909,1,9,0
4910,4910,0,23,1
4911,4911,1,24,1
4912,4912,0,2,0
4913,4913,1,1,0
4914,4914,0,27,0
4915,4915,1,26,1
4916,4916,0,19,0
4917,4917,1,26,0
4918,4918,0,6,0
4919,4919,1,28,1
4920,4920,0,8,0
4921,4921,1,18,0
4922,4922,0,29,1
4923,4923,1,30,1
4924,4924,0,2,0
4925,4925,1,19,0
4926,4926,0,31,1
4927,4927,1,0,1
4928,4928,0,31,0
4929,4929,1,1,1
4930,4930,0,23,0
4931,4931,1,2,1
4932,4932,0,2,1
4933,4933,1,3,1
4934,4934,0,3,1
4935,4935,1,4,1
4936,4936,0,4,1
4937,4937,1,5,1
4938,4938,0,5,1
4939,4939,1,6,1
4940,4940,0,7,0
4941,4941,1,4,0
4942,4942,0,28,0
4943,4943,1,21,0
4944,4944,0,8,1
4945,4945,1,6,0
4946,4946,0,12,0
4947,4947,1,30,0
4948,4948,0,10,1
4949,4949,1,11,1
4950,4950,0,11,1
4951,4951,1,27,0
4952,4952,0,7,0
4953,4953,1,15,0
4954,4954,0,29,0
4955,4955,1,14,1
4956,4956,0,21,0
4957,4957,1,8,0
4958,4958,0,20,0
4959,4959,1,16,1
4960,4960,0,25,0
4961,4961,1,17,1
4962,4962,0,19,0
4963,4963,1,16,0
4964,4964,0,18,1
4965,4965,1,19,1
4966,4966,0,19,1
4967,4967,1,20,1
4968,4968,0,20,1
4969,4969,1,26,0
4970,4970,0,31,0
4971,4971,1,22,1
4972,4972,0,22,1
4973,4973,1,0,0
4974,4974,0,23,1
4975,4975,1,24,1
4976,4976,0,24,1
4977,4977,1,25,1
4978,4978,0,25,1
4979,4979,1,13,0
4980,4980,0,26,1
4981,4981,1,27,1
4982,4982,0,27,1
4983,4983,1,28,1
4984,4984,0,28,1
4985,4985,1,29,1
4986,4986,0,14,0
4987,4987,1,30,1
4988,4988,0,30,1
4989,4989,1,31,1
4990,4990,0,5,0
4991,4991,1,0,1
4992,4992,0,3,0
4993,4993,1,1,1
4994,4994,0,1,1
4995,4995,1,2,1
4996,4996,0,3,0
4997,4997,1,3,1
4998,4998,0,3,1
4999,4999,1,4,1
5000,5000,0,1,0
5001,5001,1,5,1
5002,5002,0,4,0
5003,5003,1,6,1
5004,5004,0,7,0
5005,5005,1,7,1
5006,5006,0,7,1
5007,5007,1,8,1
5008,5008,0,9,0
5009,5009,1,2,0
5010,5010,0,9,1
5011,5011,1,22,0
5012,5012,0,10,1
5013,5013,1,13,0
5014,5014,0,11,1
5015,5015,1,12,1
5016,5016,0,11,0
5017,5017,1,29,0
5018,5018,0,13,1
5019,5019,1,14,1
5020,5020,0,14,1
5021,5021,1,15,1
5022,5022,0,9,0
5023,5023,1,16,1
5024,5024,0,16,1
5025,5025,1,17,1
5026,5026,0,17,1
5027,5027,1,18,1
5028,5028,0,15,0
5029,5029,1,0,0
5030,5030,0,19,1
5031,5031,1,4,0
5032,5032,0,19,0
5033,5033,1,24,0
5034,5034,0,21,1
5035,5035,1,22,1
5036,5036,0,22,1
5037,5037,1,23,1
5038,5038,0,23,1
5039,5039,1,24,1
5040,5040,0,24,1
5041,5041,1,25,1
5042,5042,0,25,1
5043,5043,1,26,1
5044,5044,0,26,1
5045,5045,1,27,1
5046,5046,0,27,1
5047,5047,1,28,1
5048,5048,0,28,1
5049,5049,1,3,0
5050,5050,0,27,0
5051,5051,1,30,1
5052,5052,0,30,1
5053,5053,1,4,0
5054,5054,0,7,0
5055,5055,1,0,1
5056,5056,0,0,1
5057,5057,1,1,1
5058,5058,0,1,1
5059,5059,1,21,0
5060,5060,0,2,1
5061,5061,1,3,1
5062,5062,0,5,0
5063,5063,1,11,0
5064,5064,0,4,1
5065,5065,1,5,1
