,clock,D0,S0,S1,S2,out1,out2,out3,out4,out5,out6,out7,out8,CORRECT
11639,11639,0,1,1,1,0,0,0,0,0,0,0,1,0
11640,11640,1,0,0,0,1,0,0,0,0,0,0,0,1
11641,11641,1,0,0,1,0,0,0,0,1,0,0,0,1
11642,11642,1,0,1,0,0,0,1,0,0,0,0,0,1
11643,11643,1,0,1,1,0,0,0,0,0,0,1,0,1
11644,11644,1,1,0,0,0,1,0,0,0,0,0,0,1
11645,11645,1,1,0,1,0,0,0,0,0,0,1,0,0
11646,11646,1,1,1,0,0,0,0,1,0,0,0,0,1
11647,11647,1,1,1,1,0,0,0,0,0,0,0,1,1
11648,11648,0,0,0,0,0,0,0,0,0,0,0,0,1
11649,11649,0,0,0,1,0,0,0,0,0,0,0,1,0
11650,11650,0,0,1,0,0,0,0,0,0,0,0,0,1
11651,11651,0,0,1,1,0,0,0,0,0,0,0,1,0
11652,11652,0,1,0,0,0,0,0,0,0,0,0,1,0
11653,11653,0,1,0,1,0,0,0,0,0,0,0,1,0
11654,11654,0,1,1,0,0,0,0,0,0,0,0,0,1
11655,11655,0,1,1,1,0,0,0,0,0,0,0,0,1
11656,11656,1,0,0,0,0,0,0,0,0,1,0,0,0
11657,11657,1,0,0,1,0,0,0,0,1,0,0,0,1
11658,11658,1,0,1,0,0,0,1,0,0,0,0,0,1
11659,11659,1,0,1,1,0,0,0,0,0,0,1,0,1
11660,11660,1,1,0,0,0,0,0,0,0,0,1,0,0
11661,11661,1,1,0,1,0,0,0,0,0,1,0,0,1
11662,11662,1,1,1,0,0,0,0,0,0,0,0,1,0
11663,11663,1,1,1,1,0,0,0,0,0,0,0,1,1
11664,11664,0,0,0,0,0,0,0,0,0,0,0,0,1
11665,11665,0,0,0,1,0,0,0,0,0,0,0,0,1
11666,11666,0,0,1,0,0,0,0,0,0,0,0,0,1
11667,11667,0,0,1,1,0,0,0,0,0,0,0,1,0
11668,11668,0,1,0,0,0,0,0,0,0,0,0,0,1
11669,11669,0,1,0,1,0,0,0,0,0,0,0,1,0
11670,11670,0,1,1,0,0,0,0,0,0,0,0,1,0
11671,11671,0,1,1,1,0,0,0,0,0,0,0,1,0
11672,11672,1,0,0,0,1,1,1,1,0,1,1,0,0
11673,11673,1,0,0,1,0,0,0,0,1,0,0,0,1
11674,11674,1,0,1,0,0,0,0,0,1,0,0,0,0
11675,11675,1,0,1,1,0,0,0,0,0,0,1,0,1
11676,11676,1,1,0,0,0,0,1,0,0,0,0,0,0
11677,11677,1,1,0,1,0,0,0,0,0,1,0,0,1
11678,11678,1,1,1,0,0,0,0,0,0,0,0,1,0
11679,11679,1,1,1,1,1,1,1,0,1,1,1,0,0
11680,11680,0,0,0,0,0,0,0,0,0,0,0,0,1
11681,11681,0,0,0,1,0,0,0,0,0,0,0,1,0
11682,11682,0,0,1,0,0,0,0,0,0,0,0,1,0
11683,11683,0,0,1,1,0,0,0,0,0,0,0,0,1
11684,11684,0,1,0,0,0,0,0,0,0,0,0,0,1
11685,11685,0,1,0,1,0,0,0,0,0,0,0,0,1
11686,11686,0,1,1,0,0,0,0,0,0,0,0,1,0
11687,11687,0,1,1,1,0,0,0,0,0,0,0,1,0
11688,11688,1,0,0,0,0,0,0,0,0,0,1,0,0
11689,11689,1,0,0,1,0,1,0,0,0,0,0,0,0
11690,11690,1,0,1,0,0,0,1,0,0,0,0,0,1
11691,11691,1,0,1,1,0,0,0,0,0,0,0,1,0
11692,11692,1,1,0,0,0,0,0,0,0,0,0,1,0
11693,11693,1,1,0,1,0,0,0,0,0,0,0,0,0
11694,11694,1,1,1,0,0,0,0,1,0,0,0,0,1
11695,11695,1,1,1,1,0,0,0,0,0,0,0,1,1
11696,11696,0,0,0,0,0,0,0,0,0,0,0,1,0
11697,11697,0,0,0,1,0,0,0,0,0,0,0,1,0
11698,11698,0,0,1,0,0,0,0,0,0,0,0,0,1
11699,11699,0,0,1,1,0,0,0,0,0,0,0,1,0
11700,11700,0,1,0,0,0,0,0,0,0,0,0,1,0
11701,11701,0,1,0,1,0,0,0,0,0,0,0,0,1
11702,11702,0,1,1,0,0,0,0,0,0,0,0,0,1
11703,11703,0,1,1,1,0,0,0,0,0,0,0,1,0
11704,11704,1,0,0,0,0,0,0,1,0,0,0,0,0
11705,11705,1,0,0,1,0,0,0,0,0,0,0,1,0
11706,11706,1,0,1,0,0,0,1,0,0,0,0,0,1
11707,11707,1,0,1,1,0,0,0,0,0,0,0,1,0
11708,11708,1,1,0,0,0,1,0,0,0,0,0,0,1
11709,11709,1,1,0,1,0,0,0,0,0,1,0,0,1
11710,11710,1,1,1,0,1,0,0,1,0,0,1,0,0
11711,11711,1,1,1,1,0,0,0,0,0,0,0,1,1
11712,11712,0,0,0,0,0,0,0,0,0,0,0,1,0
11713,11713,0,0,0,1,0,0,0,0,0,0,0,1,0
11714,11714,0,0,1,0,0,0,0,0,0,0,0,0,1
11715,11715,0,0,1,1,0,0,0,0,0,0,0,1,0
11716,11716,0,1,0,0,0,0,0,0,0,0,0,1,0
11717,11717,0,1,0,1,0,0,0,0,0,0,0,0,1
11718,11718,0,1,1,0,0,0,0,0,0,0,0,0,1
11719,11719,0,1,1,1,0,0,0,0,0,0,0,0,1
11720,11720,1,0,0,0,1,0,0,0,0,0,0,0,1
11721,11721,1,0,0,1,1,0,0,0,0,0,0,0,0
11722,11722,1,0,1,0,0,1,0,0,0,0,0,0,0
11723,11723,1,0,1,1,0,0,0,0,0,0,1,0,1
11724,11724,1,1,0,0,0,1,0,0,0,0,0,0,1
11725,11725,1,1,0,1,0,0,0,0,0,1,0,0,1
11726,11726,1,1,1,0,0,0,0,1,0,0,0,0,1
11727,11727,1,1,1,1,0,0,0,0,0,0,0,1,1
11728,11728,0,0,0,0,0,0,0,0,0,0,0,1,0
11729,11729,0,0,0,1,0,0,0,0,0,0,0,1,0
11730,11730,0,0,1,0,0,0,0,0,0,0,0,0,1
11731,11731,0,0,1,1,0,0,0,0,0,0,0,1,0
11732,11732,0,1,0,0,0,0,0,0,0,0,0,1,0
11733,11733,0,1,0,1,0,0,0,0,0,0,0,1,0
11734,11734,0,1,1,0,0,0,0,0,0,0,0,1,0
11735,11735,0,1,1,1,0,0,0,0,0,0,0,1,0
11736,11736,1,0,0,0,1,0,0,0,0,0,0,0,1
11737,11737,1,0,0,1,0,0,0,0,0,1,0,0,0
11738,11738,1,0,1,0,0,0,0,1,0,0,0,0,0
11739,11739,1,0,1,1,1,0,0,0,0,0,1,1,0
11740,11740,1,1,0,0,0,0,0,0,1,0,0,0,0
11741,11741,1,1,0,1,0,0,0,0,0,1,0,0,1
11742,11742,1,1,1,0,0,0,0,0,1,0,0,0,0
11743,11743,1,1,1,1,1,0,0,1,1,0,1,1,0
11744,11744,0,0,0,0,0,0,0,0,0,0,0,1,0
11745,11745,0,0,0,1,0,0,0,0,0,0,0,0,1
11746,11746,0,0,1,0,0,0,0,0,0,0,0,1,0
11747,11747,0,0,1,1,0,0,0,0,0,0,0,0,1
11748,11748,0,1,0,0,0,0,0,0,0,0,0,1,0
11749,11749,0,1,0,1,0,0,0,0,0,0,0,0,1
11750,11750,0,1,1,0,0,0,0,0,0,0,0,0,1
11751,11751,0,1,1,1,0,0,0,0,0,0,0,1,0
11752,11752,1,0,0,0,1,0,0,0,0,0,0,0,1
11753,11753,1,0,0,1,0,0,0,0,1,0,0,0,1
11754,11754,1,0,1,0,0,0,0,0,0,0,1,0,0
11755,11755,1,0,1,1,0,1,0,0,0,0,0,0,0
11756,11756,1,1,0,0,0,0,0,0,0,0,0,1,0
11757,11757,1,1,0,1,0,0,0,0,0,0,1,0,0
11758,11758,1,1,1,0,0,0,0,1,0,0,0,0,1
11759,11759,1,1,1,1,0,0,0,0,0,0,0,1,1
11760,11760,0,0,0,0,0,0,0,0,0,0,0,0,1
11761,11761,0,0,0,1,0,0,0,0,0,0,0,0,1
11762,11762,0,0,1,0,0,0,0,0,0,0,0,1,0
11763,11763,0,0,1,1,0,0,0,0,0,0,0,1,0
11764,11764,0,1,0,0,0,0,0,0,0,0,0,0,1
11765,11765,0,1,0,1,0,0,0,0,0,0,0,1,0
11766,11766,0,1,1,0,0,0,0,0,0,0,0,0,1
11767,11767,0,1,1,1,0,0,0,0,0,0,0,0,1
11768,11768,1,0,0,0,1,0,0,0,0,0,0,0,1
11769,11769,1,0,0,1,0,0,0,1,0,0,0,0,0
11770,11770,1,0,1,0,0,0,0,0,0,0,0,1,0
11771,11771,1,0,1,1,0,0,0,0,0,0,0,0,0
11772,11772,1,1,0,0,0,0,1,0,0,0,0,0,0
11773,11773,1,1,0,1,1,1,1,0,0,1,1,0,0
11774,11774,1,1,1,0,0,0,0,0,0,0,0,0,0
11775,11775,1,1,1,1,0,0,0,0,0,0,0,1,1
11776,11776,0,0,0,0,0,0,0,0,0,0,0,1,0
11777,11777,0,0,0,1,0,0,0,0,0,0,0,0,1
11778,11778,0,0,1,0,0,0,0,0,0,0,0,0,1
11779,11779,0,0,1,1,0,0,0,0,0,0,0,0,1
11780,11780,0,1,0,0,0,0,0,0,0,0,0,1,0
11781,11781,0,1,0,1,0,0,0,0,0,0,0,1,0
11782,11782,0,1,1,0,0,0,0,0,0,0,0,1,0
11783,11783,0,1,1,1,0,0,0,0,0,0,0,1,0
11784,11784,1,0,0,0,0,0,0,0,0,0,0,1,0
11785,11785,1,0,0,1,0,0,0,0,0,1,0,0,0
11786,11786,1,0,1,0,0,0,1,0,0,0,0,0,1
11787,11787,1,0,1,1,0,0,0,0,0,0,1,0,1
11788,11788,1,1,0,0,0,0,0,1,0,0,0,0,0
11789,11789,1,1,0,1,0,0,0,0,0,1,0,0,1
11790,11790,1,1,1,0,0,0,0,1,0,0,0,0,1
11791,11791,1,1,1,1,0,0,0,0,0,0,0,1,1
11792,11792,0,0,0,0,0,0,0,0,0,0,0,1,0
11793,11793,0,0,0,1,0,0,0,0,0,0,0,0,1
11794,11794,0,0,1,0,0,0,0,0,0,0,0,1,0
11795,11795,0,0,1,1,0,0,0,0,0,0,0,0,1
11796,11796,0,1,0,0,0,0,0,0,0,0,0,1,0
11797,11797,0,1,0,1,0,0,0,0,0,0,0,0,1
11798,11798,0,1,1,0,0,0,0,0,0,0,0,0,1
11799,11799,0,1,1,1,0,0,0,0,0,0,0,1,0
11800,11800,1,0,0,0,1,0,0,0,0,0,0,0,1
11801,11801,1,0,0,1,0,0,0,1,0,0,0,0,0
11802,11802,1,0,1,0,0,0,0,1,0,0,0,0,0
11803,11803,1,0,1,1,0,0,0,0,0,0,1,0,1
11804,11804,1,1,0,0,1,0,0,0,0,0,0,0,0
11805,11805,1,1,0,1,0,0,0,0,0,1,0,0,1
11806,11806,1,1,1,0,0,0,0,1,0,0,0,0,1
11807,11807,1,1,1,1,0,0,0,0,0,0,0,1,1
11808,11808,0,0,0,0,0,0,0,0,0,0,0,0,1
11809,11809,0,0,0,1,0,0,0,0,0,0,0,0,1
11810,11810,0,0,1,0,0,0,0,0,0,0,0,1,0
11811,11811,0,0,1,1,0,0,0,0,0,0,0,1,0
11812,11812,0,1,0,0,0,0,0,0,0,0,0,0,1
11813,11813,0,1,0,1,0,0,0,0,0,0,0,0,1
11814,11814,0,1,1,0,0,0,0,0,0,0,0,1,0
11815,11815,0,1,1,1,0,0,0,0,0,0,0,1,0
11816,11816,1,0,0,0,0,0,0,0,1,0,0,0,0
11817,11817,1,0,0,1,0,0,0,0,1,0,0,0,1
11818,11818,1,0,1,0,0,0,0,1,0,0,0,0,0
11819,11819,1,0,1,1,0,0,0,0,0,0,1,0,1
11820,11820,1,1,0,0,0,0,1,0,0,0,0,0,0
11821,11821,1,1,0,1,0,0,0,0,0,1,0,0,1
11822,11822,1,1,1,0,0,0,0,1,0,0,0,0,1
11823,11823,1,1,1,1,0,0,0,0,0,1,0,0,0
11824,11824,0,0,0,0,0,0,0,0,0,0,0,1,0
11825,11825,0,0,0,1,0,0,0,0,0,0,0,0,1
11826,11826,0,0,1,0,0,0,0,0,0,0,0,0,1
11827,11827,0,0,1,1,0,0,0,0,0,0,0,1,0
11828,11828,0,1,0,0,0,0,0,0,0,0,0,1,0
11829,11829,0,1,0,1,0,0,0,0,0,0,0,1,0
11830,11830,0,1,1,0,0,0,0,0,0,0,0,0,1
11831,11831,0,1,1,1,0,0,0,0,0,0,0,1,0
11832,11832,1,0,0,0,1,0,0,0,0,0,0,0,1
11833,11833,1,0,0,1,0,0,0,0,0,0,0,0,0
11834,11834,1,0,1,0,0,0,0,1,0,0,0,0,0
11835,11835,1,0,1,1,0,0,0,0,1,0,0,0,0
11836,11836,1,1,0,0,0,0,0,0,0,0,1,0,0
11837,11837,1,1,0,1,0,0,0,0,0,0,0,1,0
11838,11838,1,1,1,0,0,0,0,0,0,0,0,0,0
11839,11839,1,1,1,1,0,0,0,0,0,0,0,1,1
11840,11840,0,0,0,0,0,0,0,0,0,0,0,1,0
11841,11841,0,0,0,1,0,0,0,0,0,0,0,0,1
11842,11842,0,0,1,0,0,0,0,0,0,0,0,1,0
11843,11843,0,0,1,1,0,0,0,0,0,0,0,0,1
11844,11844,0,1,0,0,0,0,0,0,0,0,0,1,0
11845,11845,0,1,0,1,0,0,0,0,0,0,0,1,0
11846,11846,0,1,1,0,0,0,0,0,0,0,0,0,1
11847,11847,0,1,1,1,0,0,0,0,0,0,0,0,1
11848,11848,1,0,0,0,1,0,0,0,1,1,1,1,0
11849,11849,1,0,0,1,0,0,1,0,0,0,0,0,0
11850,11850,1,0,1,0,0,0,1,0,0,0,0,0,1
11851,11851,1,0,1,1,1,1,1,1,0,0,1,1,0
11852,11852,1,1,0,0,0,0,0,0,0,1,0,0,0
11853,11853,1,1,0,1,0,0,0,0,0,1,0,0,1
11854,11854,1,1,1,0,0,0,0,0,1,0,0,0,0
11855,11855,1,1,1,1,0,0,0,0,0,0,0,1,1
11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,1
11857,11857,0,0,0,1,0,0,0,0,0,0,0,0,1
11858,11858,0,0,1,0,0,0,0,0,0,0,0,1,0
11859,11859,0,0,1,1,0,0,0,0,0,0,0,1,0
11860,11860,0,1,0,0,0,0,0,0,0,0,0,1,0
11861,11861,0,1,0,1,0,0,0,0,0,0,0,1,0
11862,11862,0,1,1,0,0,0,0,0,0,0,0,1,0
11863,11863,0,1,1,1,0,0,0,0,0,0,0,0,1
11864,11864,1,0,0,0,0,1,0,0,0,0,0,0,0
11865,11865,1,0,0,1,0,0,0,0,0,0,1,0,0
11866,11866,1,0,1,0,0,0,1,0,0,0,0,0,1
11867,11867,1,0,1,1,1,0,1,0,1,1,1,0,0
11868,11868,1,1,0,0,0,1,0,0,0,0,0,0,1
11869,11869,1,1,0,1,0,0,0,0,0,1,0,0,1
11870,11870,1,1,1,0,0,0,0,0,0,0,1,0,0
11871,11871,1,1,1,1,0,0,0,0,0,0,0,1,1
11872,11872,0,0,0,0,0,0,0,0,0,0,0,1,0
11873,11873,0,0,0,1,0,0,0,0,0,0,0,0,1
11874,11874,0,0,1,0,0,0,0,0,0,0,0,1,0
11875,11875,0,0,1,1,0,0,0,0,0,0,0,0,1
11876,11876,0,1,0,0,0,0,0,0,0,0,0,1,0
11877,11877,0,1,0,1,0,0,0,0,0,0,0,0,1
11878,11878,0,1,1,0,0,0,0,0,0,0,0,1,0
11879,11879,0,1,1,1,0,0,0,0,0,0,0,1,0
11880,11880,1,0,0,0,0,1,0,0,0,0,0,0,0
11881,11881,1,0,0,1,1,1,1,0,1,0,1,1,0
11882,11882,1,0,1,0,0,0,1,0,0,0,0,0,1
11883,11883,1,0,1,1,0,0,0,0,0,0,0,0,0
11884,11884,1,1,0,0,0,1,0,0,0,0,0,0,1
11885,11885,1,1,0,1,0,0,0,0,0,1,0,0,1
11886,11886,1,1,1,0,0,1,0,0,0,0,0,0,0
11887,11887,1,1,1,1,0,0,0,1,0,0,0,0,0
11888,11888,0,0,0,0,0,0,0,0,0,0,0,1,0
11889,11889,0,0,0,1,0,0,0,0,0,0,0,0,1
11890,11890,0,0,1,0,0,0,0,0,0,0,0,0,1
11891,11891,0,0,1,1,0,0,0,0,0,0,0,0,1
11892,11892,0,1,0,0,0,0,0,0,0,0,0,0,1
11893,11893,0,1,0,1,0,0,0,0,0,0,0,0,1
11894,11894,0,1,1,0,0,0,0,0,0,0,0,1,0
11895,11895,0,1,1,1,0,0,0,0,0,0,0,1,0
11896,11896,1,0,0,0,1,0,0,0,0,0,0,0,1
11897,11897,1,0,0,1,0,0,0,0,1,0,0,0,1
11898,11898,1,0,1,0,0,0,1,0,0,0,0,0,1
11899,11899,1,0,1,1,0,0,0,0,0,0,1,0,1
11900,11900,1,1,0,0,0,1,0,0,0,0,0,0,1
11901,11901,1,1,0,1,0,0,1,0,0,0,0,0,0
11902,11902,1,1,1,0,0,0,0,1,0,0,0,0,1
11903,11903,1,1,1,1,0,0,0,1,0,0,0,0,0
11904,11904,0,0,0,0,0,0,0,0,0,0,0,1,0
11905,11905,0,0,0,1,0,0,0,0,0,0,0,0,1
11906,11906,0,0,1,0,0,0,0,0,0,0,0,1,0
11907,11907,0,0,1,1,0,0,0,0,0,0,0,0,1
11908,11908,0,1,0,0,0,0,0,0,0,0,0,0,1
11909,11909,0,1,0,1,0,0,0,0,0,0,0,0,1
11910,11910,0,1,1,0,0,0,0,0,0,0,0,0,1
11911,11911,0,1,1,1,0,0,0,0,0,0,0,0,1
11912,11912,1,0,0,0,1,0,0,0,0,0,0,0,1
11913,11913,1,0,0,1,0,0,0,0,0,0,1,0,0
11914,11914,1,0,1,0,0,0,0,0,1,0,0,0,0
11915,11915,1,0,1,1,1,0,0,0,0,0,0,0,0
11916,11916,1,1,0,0,0,0,0,1,0,0,0,0,0
11917,11917,1,1,0,1,0,1,0,0,0,0,0,0,0
11918,11918,1,1,1,0,0,0,0,1,0,0,0,0,1
11919,11919,1,1,1,1,0,0,0,0,0,0,0,1,1
11920,11920,0,0,0,0,0,0,0,0,0,0,0,1,0
11921,11921,0,0,0,1,0,0,0,0,0,0,0,0,1
11922,11922,0,0,1,0,0,0,0,0,0,0,0,1,0
11923,11923,0,0,1,1,0,0,0,0,0,0,0,1,0
11924,11924,0,1,0,0,0,0,0,0,0,0,0,1,0
11925,11925,0,1,0,1,0,0,0,0,0,0,0,0,1
11926,11926,0,1,1,0,0,0,0,0,0,0,0,1,0
11927,11927,0,1,1,1,0,0,0,0,0,0,0,0,1
11928,11928,1,0,0,0,1,1,1,1,0,0,1,1,0
11929,11929,1,0,0,1,0,0,0,0,1,0,0,0,1
11930,11930,1,0,1,0,0,0,1,0,0,0,0,0,1
11931,11931,1,0,1,1,0,0,0,0,0,0,0,0,0
11932,11932,1,1,0,0,0,0,0,0,0,0,0,0,0
11933,11933,1,1,0,1,0,0,0,0,0,0,1,0,0
11934,11934,1,1,1,0,0,0,0,1,0,0,0,0,1
11935,11935,1,1,1,1,0,0,0,0,0,0,0,1,1
11936,11936,0,0,0,0,0,0,0,0,0,0,0,1,0
11937,11937,0,0,0,1,0,0,0,0,0,0,0,1,0
11938,11938,0,0,1,0,0,0,0,0,0,0,0,0,1
11939,11939,0,0,1,1,0,0,0,0,0,0,0,0,1
11940,11940,0,1,0,0,0,0,0,0,0,0,0,1,0
11941,11941,0,1,0,1,0,0,0,0,0,0,0,0,1
11942,11942,0,1,1,0,0,0,0,0,0,0,0,0,1
11943,11943,0,1,1,1,0,0,0,0,0,0,0,0,1
11944,11944,1,0,0,0,1,0,0,0,0,0,0,0,1
11945,11945,1,0,0,1,0,0,0,0,1,0,0,0,1
11946,11946,1,0,1,0,0,0,1,0,0,0,0,0,1
11947,11947,1,0,1,1,0,0,0,0,0,0,0,0,0
11948,11948,1,1,0,0,0,1,0,0,0,0,0,0,1
11949,11949,1,1,0,1,0,0,0,0,0,1,0,0,1
11950,11950,1,1,1,0,0,0,0,0,0,1,0,0,0
11951,11951,1,1,1,1,0,0,0,0,0,0,0,1,1
11952,11952,0,0,0,0,0,0,0,0,0,0,0,1,0
11953,11953,0,0,0,1,0,0,0,0,0,0,0,1,0
11954,11954,0,0,1,0,0,0,0,0,0,0,0,1,0
11955,11955,0,0,1,1,0,0,0,0,0,0,0,1,0
11956,11956,0,1,0,0,0,0,0,0,0,0,0,0,1
11957,11957,0,1,0,1,0,0,0,0,0,0,0,1,0
11958,11958,0,1,1,0,0,0,0,0,0,0,0,0,1
11959,11959,0,1,1,1,0,0,0,0,0,0,0,0,1
11960,11960,1,0,0,0,1,0,1,1,0,0,1,0,0
11961,11961,1,0,0,1,0,0,0,0,0,0,0,1,0
11962,11962,1,0,1,0,0,0,0,0,0,1,0,0,0
11963,11963,1,0,1,1,0,0,0,0,0,0,1,0,1
11964,11964,1,1,0,0,0,1,0,0,0,0,0,0,1
11965,11965,1,1,0,1,0,0,0,0,0,1,0,0,1
11966,11966,1,1,1,0,0,0,0,1,0,0,0,0,1
11967,11967,1,1,1,1,1,0,0,0,0,0,0,0,0
11968,11968,0,0,0,0,0,0,0,0,0,0,0,0,1
11969,11969,0,0,0,1,0,0,0,0,0,0,0,0,1
11970,11970,0,0,1,0,0,0,0,0,0,0,0,0,1
11971,11971,0,0,1,1,0,0,0,0,0,0,0,1,0
11972,11972,0,1,0,0,0,0,0,0,0,0,0,1,0
11973,11973,0,1,0,1,0,0,0,0,0,0,0,1,0
11974,11974,0,1,1,0,0,0,0,0,0,0,0,0,1
11975,11975,0,1,1,1,0,0,0,0,0,0,0,0,1
11976,11976,1,0,0,0,1,0,0,0,0,0,0,0,1
11977,11977,1,0,0,1,0,0,0,0,0,1,0,0,0
11978,11978,1,0,1,0,0,0,1,0,0,0,0,0,1
11979,11979,1,0,1,1,0,0,0,0,0,0,1,0,1
11980,11980,1,1,0,0,0,0,0,0,0,0,0,0,0
11981,11981,1,1,0,1,0,0,0,0,0,0,0,0,0
11982,11982,1,1,1,0,1,0,0,0,0,0,0,0,0
11983,11983,1,1,1,1,0,0,0,0,0,0,0,1,1
11984,11984,0,0,0,0,0,0,0,0,0,0,0,1,0
11985,11985,0,0,0,1,0,0,0,0,0,0,0,0,1
11986,11986,0,0,1,0,0,0,0,0,0,0,0,1,0
11987,11987,0,0,1,1,0,0,0,0,0,0,0,0,1
11988,11988,0,1,0,0,0,0,0,0,0,0,0,1,0
11989,11989,0,1,0,1,0,0,0,0,0,0,0,0,1
11990,11990,0,1,1,0,0,0,0,0,0,0,0,0,1
11991,11991,0,1,1,1,0,0,0,0,0,0,0,1,0
11992,11992,1,0,0,0,0,0,1,0,0,0,0,0,0
11993,11993,1,0,0,1,0,1,0,0,0,0,0,0,0
11994,11994,1,0,1,0,0,0,0,0,0,0,0,1,0
11995,11995,1,0,1,1,1,0,0,0,0,0,0,0,0
11996,11996,1,1,0,0,0,1,0,0,0,0,0,0,1
11997,11997,1,1,0,1,0,0,0,0,0,1,0,0,1
11998,11998,1,1,1,0,0,0,0,0,1,0,0,0,0
11999,11999,1,1,1,1,1,0,0,0,0,0,0,0,0
12000,12000,0,0,0,0,0,0,0,0,0,0,0,1,0
12001,12001,0,0,0,1,0,0,0,0,0,0,0,0,1
12002,12002,0,0,1,0,0,0,0,0,0,0,0,0,1
12003,12003,0,0,1,1,0,0,0,0,0,0,0,0,1
12004,12004,0,1,0,0,0,0,0,0,0,0,0,1,0
12005,12005,0,1,0,1,0,0,0,0,0,0,0,0,1
12006,12006,0,1,1,0,0,0,0,0,0,0,0,0,1
12007,12007,0,1,1,1,0,0,0,0,0,0,0,1,0
12008,12008,1,0,0,0,1,0,1,0,0,1,1,0,0
12009,12009,1,0,0,1,0,0,0,1,0,0,0,0,0
12010,12010,1,0,1,0,0,0,1,0,0,0,0,0,1
12011,12011,1,0,1,1,0,0,0,0,0,1,0,0,0
12012,12012,1,1,0,0,1,1,0,1,0,0,1,1,0
12013,12013,1,1,0,1,0,0,0,0,0,1,0,0,1
12014,12014,1,1,1,0,0,0,0,1,0,0,0,0,1
12015,12015,1,1,1,1,0,0,0,0,0,1,0,0,0
12016,12016,0,0,0,0,0,0,0,0,0,0,0,0,1
12017,12017,0,0,0,1,0,0,0,0,0,0,0,1,0
12018,12018,0,0,1,0,0,0,0,0,0,0,0,0,1
12019,12019,0,0,1,1,0,0,0,0,0,0,0,0,1
12020,12020,0,1,0,0,0,0,0,0,0,0,0,1,0
12021,12021,0,1,0,1,0,0,0,0,0,0,0,0,1
12022,12022,0,1,1,0,0,0,0,0,0,0,0,1,0
12023,12023,0,1,1,1,0,0,0,0,0,0,0,1,0
12024,12024,1,0,0,0,1,0,0,0,0,0,0,0,1
12025,12025,1,0,0,1,0,0,0,0,1,0,0,0,1
12026,12026,1,0,1,0,0,0,1,0,0,0,0,0,1
12027,12027,1,0,1,1,0,0,0,0,0,0,1,0,1
12028,12028,1,1,0,0,0,1,0,0,0,0,0,0,1
12029,12029,1,1,0,1,0,0,0,0,0,1,0,0,1
12030,12030,1,1,1,0,0,0,0,1,0,0,0,0,1
12031,12031,1,1,1,1,0,0,0,0,1,0,0,0,0
12032,12032,0,0,0,0,0,0,0,0,0,0,0,1,0
12033,12033,0,0,0,1,0,0,0,0,0,0,0,1,0
12034,12034,0,0,1,0,0,0,0,0,0,0,0,1,0
12035,12035,0,0,1,1,0,0,0,0,0,0,0,0,1
12036,12036,0,1,0,0,0,0,0,0,0,0,0,1,0
12037,12037,0,1,0,1,0,0,0,0,0,0,0,1,0
12038,12038,0,1,1,0,0,0,0,0,0,0,0,1,0
12039,12039,0,1,1,1,0,0,0,0,0,0,0,1,0
12040,12040,1,0,0,0,1,0,0,0,0,0,0,0,1
12041,12041,1,0,0,1,0,0,0,0,1,0,0,0,1
12042,12042,1,0,1,0,0,0,0,1,0,0,0,0,0
12043,12043,1,0,1,1,0,0,1,0,0,0,0,0,0
12044,12044,1,1,0,0,0,0,0,0,0,0,0,0,0
12045,12045,1,1,0,1,0,0,0,0,0,0,1,0,0
12046,12046,1,1,1,0,0,0,0,1,0,0,0,0,1
12047,12047,1,1,1,1,0,0,0,1,0,0,0,0,0
12048,12048,0,0,0,0,0,0,0,0,0,0,0,0,1
12049,12049,0,0,0,1,0,0,0,0,0,0,0,1,0
12050,12050,0,0,1,0,0,0,0,0,0,0,0,1,0
12051,12051,0,0,1,1,0,0,0,0,0,0,0,1,0
12052,12052,0,1,0,0,0,0,0,0,0,0,0,1,0
12053,12053,0,1,0,1,0,0,0,0,0,0,0,0,1
12054,12054,0,1,1,0,0,0,0,0,0,0,0,0,1
12055,12055,0,1,1,1,0,0,0,0,0,0,0,0,1
12056,12056,1,0,0,0,1,0,0,0,0,0,0,0,1
12057,12057,1,0,0,1,1,1,0,0,0,1,1,0,0
12058,12058,1,0,1,0,0,0,1,0,0,0,0,0,1
12059,12059,1,0,1,1,1,0,0,0,0,0,0,0,0
12060,12060,1,1,0,0,0,0,0,0,1,0,0,0,0
12061,12061,1,1,0,1,0,0,0,0,0,0,1,0,0
12062,12062,1,1,1,0,0,0,0,1,0,0,0,0,1
12063,12063,1,1,1,1,0,0,0,0,0,0,0,1,1
12064,12064,0,0,0,0,0,0,0,0,0,0,0,1,0
12065,12065,0,0,0,1,0,0,0,0,0,0,0,0,1
12066,12066,0,0,1,0,0,0,0,0,0,0,0,0,1
12067,12067,0,0,1,1,0,0,0,0,0,0,0,0,1
12068,12068,0,1,0,0,0,0,0,0,0,0,0,0,1
12069,12069,0,1,0,1,0,0,0,0,0,0,0,1,0
12070,12070,0,1,1,0,0,0,0,0,0,0,0,0,1
12071,12071,0,1,1,1,0,0,0,0,0,0,0,0,1
12072,12072,1,0,0,0,1,0,0,0,0,0,0,0,1
12073,12073,1,0,0,1,0,0,0,0,0,0,0,1,0
12074,12074,1,0,1,0,0,0,0,1,0,0,0,0,0
