,time,input,output
5447,5447,1,4
5448,5448,0,4
5449,5449,1,5
5450,5450,0,5
5451,5451,1,6
5452,5452,0,6
5453,5453,1,7
5454,5454,0,7
5455,5455,1,8
5456,5456,0,8
5457,5457,1,9
5458,5458,0,9
5459,5459,1,10
5460,5460,0,10
5461,5461,1,11
5462,5462,0,11
5463,5463,1,12
5464,5464,0,12
5465,5465,1,13
5466,5466,0,13
5467,5467,1,14
5468,5468,0,14
5469,5469,1,15
5470,5470,0,15
5471,5471,1,16
5472,5472,0,16
5473,5473,1,17
5474,5474,0,17
5475,5475,1,18
5476,5476,0,18
5477,5477,1,19
5478,5478,0,19
5479,5479,1,20
5480,5480,0,20
5481,5481,1,21
5482,5482,0,21
5483,5483,1,22
5484,5484,0,22
5485,5485,1,23
5486,5486,0,23
5487,5487,1,24
5488,5488,0,24
5489,5489,1,25
5490,5490,0,25
5491,5491,1,26
5492,5492,0,26
5493,5493,1,27
5494,5494,0,27
5495,5495,1,28
5496,5496,0,28
5497,5497,1,29
5498,5498,0,29
5499,5499,1,30
5500,5500,0,30
5501,5501,1,31
5502,5502,0,31
5503,5503,1,0
5504,5504,0,0
5505,5505,1,1
5506,5506,0,1
5507,5507,1,2
5508,5508,0,2
5509,5509,1,3
5510,5510,0,3
5511,5511,1,4
5512,5512,0,4
5513,5513,1,5
5514,5514,0,5
5515,5515,1,6
5516,5516,0,6
5517,5517,1,7
5518,5518,0,7
5519,5519,1,8
5520,5520,0,8
5521,5521,1,9
5522,5522,0,9
5523,5523,1,10
5524,5524,0,10
5525,5525,1,11
5526,5526,0,11
5527,5527,1,12
5528,5528,0,12
5529,5529,1,13
5530,5530,0,13
5531,5531,1,14
5532,5532,0,14
5533,5533,1,15
5534,5534,0,15
5535,5535,1,16
5536,5536,0,16
5537,5537,1,17
5538,5538,0,17
5539,5539,1,18
5540,5540,0,18
5541,5541,1,19
5542,5542,0,19
5543,5543,1,20
5544,5544,0,20
5545,5545,1,21
5546,5546,0,21
5547,5547,1,22
5548,5548,0,22
5549,5549,1,23
5550,5550,0,23
5551,5551,1,24
5552,5552,0,24
5553,5553,1,25
5554,5554,0,25
5555,5555,1,26
5556,5556,0,26
5557,5557,1,27
5558,5558,0,27
5559,5559,1,28
5560,5560,0,28
5561,5561,1,29
5562,5562,0,29
5563,5563,1,30
5564,5564,0,30
5565,5565,1,31
5566,5566,0,31
5567,5567,1,0
5568,5568,0,0
5569,5569,1,1
5570,5570,0,1
5571,5571,1,2
5572,5572,0,2
5573,5573,1,3
5574,5574,0,3
5575,5575,1,4
5576,5576,0,4
5577,5577,1,5
5578,5578,0,5
5579,5579,1,6
5580,5580,0,6
5581,5581,1,7
5582,5582,0,7
5583,5583,1,8
5584,5584,0,8
5585,5585,1,9
5586,5586,0,9
5587,5587,1,10
5588,5588,0,10
5589,5589,1,11
5590,5590,0,11
5591,5591,1,12
5592,5592,0,12
5593,5593,1,13
5594,5594,0,13
5595,5595,1,14
5596,5596,0,14
5597,5597,1,15
5598,5598,0,15
5599,5599,1,16
5600,5600,0,16
5601,5601,1,17
5602,5602,0,17
5603,5603,1,18
5604,5604,0,18
5605,5605,1,19
5606,5606,0,19
5607,5607,1,20
5608,5608,0,20
5609,5609,1,21
5610,5610,0,21
5611,5611,1,22
5612,5612,0,22
5613,5613,1,23
5614,5614,0,23
5615,5615,1,24
5616,5616,0,24
5617,5617,1,25
5618,5618,0,25
5619,5619,1,26
5620,5620,0,26
5621,5621,1,27
5622,5622,0,27
5623,5623,1,28
5624,5624,0,28
5625,5625,1,29
5626,5626,0,29
5627,5627,1,30
5628,5628,0,30
5629,5629,1,31
5630,5630,0,31
5631,5631,1,0
5632,5632,0,0
5633,5633,1,1
5634,5634,0,1
5635,5635,1,2
5636,5636,0,2
5637,5637,1,3
5638,5638,0,3
5639,5639,1,4
5640,5640,0,4
5641,5641,1,5
5642,5642,0,5
5643,5643,1,6
5644,5644,0,6
5645,5645,1,7
5646,5646,0,7
5647,5647,1,8
5648,5648,0,8
5649,5649,1,9
5650,5650,0,9
5651,5651,1,10
5652,5652,0,10
5653,5653,1,11
5654,5654,0,11
5655,5655,1,12
5656,5656,0,12
5657,5657,1,13
5658,5658,0,13
5659,5659,1,14
5660,5660,0,14
5661,5661,1,15
5662,5662,0,15
5663,5663,1,16
5664,5664,0,16
5665,5665,1,17
5666,5666,0,17
5667,5667,1,18
5668,5668,0,18
5669,5669,1,19
5670,5670,0,19
5671,5671,1,20
5672,5672,0,20
5673,5673,1,21
5674,5674,0,21
5675,5675,1,22
5676,5676,0,22
5677,5677,1,23
5678,5678,0,23
5679,5679,1,24
5680,5680,0,24
5681,5681,1,25
5682,5682,0,25
5683,5683,1,26
5684,5684,0,26
5685,5685,1,27
5686,5686,0,27
5687,5687,1,28
5688,5688,0,28
5689,5689,1,29
5690,5690,0,29
5691,5691,1,30
5692,5692,0,30
5693,5693,1,31
5694,5694,0,31
5695,5695,1,0
5696,5696,0,0
5697,5697,1,1
5698,5698,0,1
5699,5699,1,2
5700,5700,0,2
5701,5701,1,3
5702,5702,0,3
5703,5703,1,4
5704,5704,0,4
5705,5705,1,5
5706,5706,0,5
5707,5707,1,6
5708,5708,0,6
5709,5709,1,7
5710,5710,0,7
5711,5711,1,8
5712,5712,0,8
5713,5713,1,9
5714,5714,0,9
5715,5715,1,10
5716,5716,0,10
5717,5717,1,11
5718,5718,0,11
5719,5719,1,12
5720,5720,0,12
5721,5721,1,13
5722,5722,0,13
5723,5723,1,14
5724,5724,0,14
5725,5725,1,15
5726,5726,0,15
5727,5727,1,16
5728,5728,0,16
5729,5729,1,17
5730,5730,0,17
5731,5731,1,18
5732,5732,0,18
5733,5733,1,19
5734,5734,0,19
5735,5735,1,20
5736,5736,0,20
5737,5737,1,21
5738,5738,0,21
5739,5739,1,22
5740,5740,0,22
5741,5741,1,23
5742,5742,0,23
5743,5743,1,24
5744,5744,0,24
5745,5745,1,25
5746,5746,0,25
5747,5747,1,26
5748,5748,0,26
5749,5749,1,27
5750,5750,0,27
5751,5751,1,28
5752,5752,0,28
5753,5753,1,29
5754,5754,0,29
5755,5755,1,30
5756,5756,0,30
5757,5757,1,31
5758,5758,0,31
5759,5759,1,0
5760,5760,0,0
5761,5761,1,1
5762,5762,0,1
5763,5763,1,2
5764,5764,0,2
5765,5765,1,3
5766,5766,0,3
5767,5767,1,4
5768,5768,0,4
5769,5769,1,5
5770,5770,0,5
5771,5771,1,6
5772,5772,0,6
5773,5773,1,7
5774,5774,0,7
5775,5775,1,8
5776,5776,0,8
5777,5777,1,9
5778,5778,0,9
5779,5779,1,10
5780,5780,0,10
5781,5781,1,11
5782,5782,0,11
5783,5783,1,12
5784,5784,0,12
5785,5785,1,13
5786,5786,0,13
5787,5787,1,14
5788,5788,0,14
5789,5789,1,15
5790,5790,0,15
5791,5791,1,16
5792,5792,0,16
5793,5793,1,17
5794,5794,0,17
5795,5795,1,18
5796,5796,0,18
5797,5797,1,19
5798,5798,0,19
5799,5799,1,20
5800,5800,0,20
5801,5801,1,21
5802,5802,0,21
5803,5803,1,22
5804,5804,0,22
5805,5805,1,23
5806,5806,0,23
5807,5807,1,24
5808,5808,0,24
5809,5809,1,25
5810,5810,0,25
5811,5811,1,26
5812,5812,0,26
5813,5813,1,27
5814,5814,0,27
5815,5815,1,28
5816,5816,0,28
5817,5817,1,29
5818,5818,0,29
5819,5819,1,30
5820,5820,0,30
5821,5821,1,31
5822,5822,0,31
5823,5823,1,0
5824,5824,0,0
5825,5825,1,1
5826,5826,0,1
5827,5827,1,2
5828,5828,0,2
5829,5829,1,3
5830,5830,0,3
5831,5831,1,4
5832,5832,0,4
5833,5833,1,5
5834,5834,0,5
5835,5835,1,6
5836,5836,0,6
5837,5837,1,7
5838,5838,0,7
5839,5839,1,8
5840,5840,0,8
5841,5841,1,9
5842,5842,0,9
5843,5843,1,10
5844,5844,0,10
5845,5845,1,11
5846,5846,0,11
5847,5847,1,12
5848,5848,0,12
5849,5849,1,13
5850,5850,0,13
5851,5851,1,14
5852,5852,0,14
5853,5853,1,15
5854,5854,0,15
5855,5855,1,16
5856,5856,0,16
5857,5857,1,17
5858,5858,0,17
5859,5859,1,18
5860,5860,0,18
5861,5861,1,19
5862,5862,0,19
5863,5863,1,20
5864,5864,0,20
5865,5865,1,21
5866,5866,0,21
5867,5867,1,22
5868,5868,0,22
5869,5869,1,23
5870,5870,0,23
5871,5871,1,24
5872,5872,0,24
5873,5873,1,25
5874,5874,0,25
5875,5875,1,26
5876,5876,0,26
5877,5877,1,27
5878,5878,0,27
5879,5879,1,28
5880,5880,0,28
5881,5881,1,29
5882,5882,0,29
5883,5883,1,30
5884,5884,0,30
5885,5885,1,31
5886,5886,0,31
5887,5887,1,0
5888,5888,0,0
5889,5889,1,1
5890,5890,0,1
5891,5891,1,2
5892,5892,0,2
5893,5893,1,3
5894,5894,0,3
5895,5895,1,4
5896,5896,0,4
5897,5897,1,5
5898,5898,0,5
5899,5899,1,6
5900,5900,0,6
5901,5901,1,7
5902,5902,0,7
5903,5903,1,8
5904,5904,0,8
5905,5905,1,9
5906,5906,0,9
5907,5907,1,10
5908,5908,0,10
5909,5909,1,11
5910,5910,0,11
5911,5911,1,12
5912,5912,0,12
5913,5913,1,13
5914,5914,0,13
5915,5915,1,14
5916,5916,0,14
5917,5917,1,15
5918,5918,0,15
5919,5919,1,16
5920,5920,0,16
5921,5921,1,17
5922,5922,0,17
5923,5923,1,18
5924,5924,0,18
5925,5925,1,19
5926,5926,0,19
5927,5927,1,20
5928,5928,0,20
5929,5929,1,21
5930,5930,0,21
5931,5931,1,22
5932,5932,0,22
5933,5933,1,23
5934,5934,0,23
5935,5935,1,24
5936,5936,0,24
5937,5937,1,25
5938,5938,0,25
5939,5939,1,26
5940,5940,0,26
5941,5941,1,27
5942,5942,0,27
5943,5943,1,28
5944,5944,0,28
5945,5945,1,29
5946,5946,0,29
5947,5947,1,30
5948,5948,0,30
5949,5949,1,31
5950,5950,0,31
5951,5951,1,0
5952,5952,0,0
5953,5953,1,1
5954,5954,0,1
5955,5955,1,2
5956,5956,0,2
5957,5957,1,3
5958,5958,0,3
5959,5959,1,4
5960,5960,0,4
5961,5961,1,5
5962,5962,0,5
5963,5963,1,6
5964,5964,0,6
5965,5965,1,7
5966,5966,0,7
5967,5967,1,8
5968,5968,0,8
5969,5969,1,9
5970,5970,0,9
5971,5971,1,10
5972,5972,0,10
5973,5973,1,11
5974,5974,0,11
5975,5975,1,12
5976,5976,0,12
5977,5977,1,13
5978,5978,0,13
5979,5979,1,14
5980,5980,0,14
5981,5981,1,15
5982,5982,0,15
5983,5983,1,16
5984,5984,0,16
5985,5985,1,17
5986,5986,0,17
5987,5987,1,18
5988,5988,0,18
5989,5989,1,19
5990,5990,0,19
5991,5991,1,20
5992,5992,0,20
5993,5993,1,21
5994,5994,0,21
5995,5995,1,22
5996,5996,0,22
5997,5997,1,23
5998,5998,0,23
5999,5999,1,24
6000,6000,0,24
6001,6001,1,25
6002,6002,0,25
6003,6003,1,26
6004,6004,0,26
6005,6005,1,27
6006,6006,0,27
6007,6007,1,28
6008,6008,0,28
6009,6009,1,29
6010,6010,0,29
6011,6011,1,30
6012,6012,0,30
6013,6013,1,31
6014,6014,0,31
6015,6015,1,0
6016,6016,0,0
6017,6017,1,1
6018,6018,0,1
6019,6019,1,2
6020,6020,0,2
6021,6021,1,3
6022,6022,0,3
6023,6023,1,4
6024,6024,0,4
6025,6025,1,5
6026,6026,0,5
6027,6027,1,6
6028,6028,0,6
6029,6029,1,7
6030,6030,0,7
6031,6031,1,8
6032,6032,0,8
6033,6033,1,9
6034,6034,0,9
6035,6035,1,10
6036,6036,0,10
6037,6037,1,11
6038,6038,0,11
6039,6039,1,12
6040,6040,0,12
6041,6041,1,13
6042,6042,0,13
6043,6043,1,14
6044,6044,0,14
6045,6045,1,15
6046,6046,0,15
6047,6047,1,16
6048,6048,0,16
6049,6049,1,17
6050,6050,0,17
6051,6051,1,18
6052,6052,0,18
6053,6053,1,19
6054,6054,0,19
6055,6055,1,20
6056,6056,0,20
6057,6057,1,21
6058,6058,0,21
6059,6059,1,22
6060,6060,0,22
6061,6061,1,23
6062,6062,0,23
6063,6063,1,24
6064,6064,0,24
6065,6065,1,25
6066,6066,0,25
6067,6067,1,26
6068,6068,0,26
6069,6069,1,27
6070,6070,0,27
6071,6071,1,28
6072,6072,0,28
6073,6073,1,29
6074,6074,0,29
6075,6075,1,30
6076,6076,0,30
6077,6077,1,31
6078,6078,0,31
6079,6079,1,0
6080,6080,0,0
6081,6081,1,1
6082,6082,0,1
6083,6083,1,2
6084,6084,0,2
6085,6085,1,3
6086,6086,0,3
6087,6087,1,4
6088,6088,0,4
6089,6089,1,5
6090,6090,0,5
6091,6091,1,6
6092,6092,0,6
6093,6093,1,7
6094,6094,0,7
6095,6095,1,8
6096,6096,0,8
6097,6097,1,9
6098,6098,0,9
6099,6099,1,10
6100,6100,0,10
6101,6101,1,11
6102,6102,0,11
6103,6103,1,12
6104,6104,0,12
6105,6105,1,13
6106,6106,0,13
6107,6107,1,14
6108,6108,0,14
6109,6109,1,15
6110,6110,0,15
6111,6111,1,16
6112,6112,0,16
6113,6113,1,17
6114,6114,0,17
6115,6115,1,18
6116,6116,0,18
6117,6117,1,19
6118,6118,0,19
6119,6119,1,20
6120,6120,0,20
6121,6121,1,21
6122,6122,0,21
6123,6123,1,22
6124,6124,0,22
6125,6125,1,23
6126,6126,0,23
6127,6127,1,24
6128,6128,0,24
6129,6129,1,25
6130,6130,0,25
6131,6131,1,26
6132,6132,0,26
6133,6133,1,27
6134,6134,0,27
6135,6135,1,28
6136,6136,0,28
6137,6137,1,29
6138,6138,0,29
6139,6139,1,30
6140,6140,0,30
6141,6141,1,31
6142,6142,0,31
6143,6143,1,0
6144,6144,0,0
6145,6145,1,1
6146,6146,0,1
6147,6147,1,2
6148,6148,0,2
6149,6149,1,3
6150,6150,0,3
6151,6151,1,4
6152,6152,0,4
6153,6153,1,5
6154,6154,0,5
6155,6155,1,6
6156,6156,0,6
6157,6157,1,7
6158,6158,0,7
6159,6159,1,8
6160,6160,0,8
6161,6161,1,9
6162,6162,0,9
6163,6163,1,10
6164,6164,0,10
6165,6165,1,11
6166,6166,0,11
6167,6167,1,12
6168,6168,0,12
6169,6169,1,13
6170,6170,0,13
6171,6171,1,14
6172,6172,0,14
6173,6173,1,15
6174,6174,0,15
6175,6175,1,16
6176,6176,0,16
6177,6177,1,17
6178,6178,0,17
6179,6179,1,18
6180,6180,0,18
6181,6181,1,19
6182,6182,0,19
6183,6183,1,20
6184,6184,0,20
6185,6185,1,21
6186,6186,0,21
6187,6187,1,22
6188,6188,0,22
6189,6189,1,23
6190,6190,0,23
6191,6191,1,24
6192,6192,0,24
6193,6193,1,25
6194,6194,0,25
6195,6195,1,26
6196,6196,0,26
6197,6197,1,27
6198,6198,0,27
6199,6199,1,28
6200,6200,0,28
6201,6201,1,29
6202,6202,0,29
6203,6203,1,30
6204,6204,0,30
6205,6205,1,31
6206,6206,0,31
6207,6207,1,0
6208,6208,0,0
6209,6209,1,1
6210,6210,0,1
6211,6211,1,2
6212,6212,0,2
6213,6213,1,3
6214,6214,0,3
6215,6215,1,4
6216,6216,0,4
6217,6217,1,5
6218,6218,0,5
6219,6219,1,6
6220,6220,0,6
6221,6221,1,7
6222,6222,0,7
6223,6223,1,8
6224,6224,0,8
6225,6225,1,9
6226,6226,0,9
6227,6227,1,10
6228,6228,0,10
6229,6229,1,11
6230,6230,0,11
6231,6231,1,12
6232,6232,0,12
6233,6233,1,13
6234,6234,0,13
6235,6235,1,14
6236,6236,0,14
6237,6237,1,15
6238,6238,0,15
6239,6239,1,16
6240,6240,0,16
6241,6241,1,17
6242,6242,0,17
6243,6243,1,18
6244,6244,0,18
6245,6245,1,19
6246,6246,0,19
6247,6247,1,20
6248,6248,0,20
6249,6249,1,21
6250,6250,0,21
6251,6251,1,22
6252,6252,0,22
6253,6253,1,23
6254,6254,0,23
6255,6255,1,24
6256,6256,0,24
6257,6257,1,25
6258,6258,0,25
6259,6259,1,26
6260,6260,0,26
6261,6261,1,27
6262,6262,0,27
6263,6263,1,28
6264,6264,0,28
6265,6265,1,29
6266,6266,0,29
6267,6267,1,30
6268,6268,0,30
6269,6269,1,31
6270,6270,0,31
6271,6271,1,0
6272,6272,0,0
6273,6273,1,1
6274,6274,0,1
6275,6275,1,2
6276,6276,0,2
6277,6277,1,3
6278,6278,0,3
6279,6279,1,4
6280,6280,0,4
6281,6281,1,5
6282,6282,0,5
6283,6283,1,6
6284,6284,0,6
6285,6285,1,7
6286,6286,0,7
6287,6287,1,8
6288,6288,0,8
6289,6289,1,9
6290,6290,0,9
6291,6291,1,10
6292,6292,0,10
6293,6293,1,11
6294,6294,0,11
6295,6295,1,12
6296,6296,0,12
6297,6297,1,13
6298,6298,0,13
6299,6299,1,14
6300,6300,0,14
6301,6301,1,15
6302,6302,0,15
6303,6303,1,16
6304,6304,0,16
6305,6305,1,17
6306,6306,0,17
6307,6307,1,18
6308,6308,0,18
6309,6309,1,19
6310,6310,0,19
6311,6311,1,20
6312,6312,0,20
6313,6313,1,21
6314,6314,0,21
6315,6315,1,22
6316,6316,0,22
6317,6317,1,23
6318,6318,0,23
6319,6319,1,24
6320,6320,0,24
6321,6321,1,25
6322,6322,0,25
6323,6323,1,26
6324,6324,0,26
6325,6325,1,27
6326,6326,0,27
6327,6327,1,28
6328,6328,0,28
6329,6329,1,29
6330,6330,0,29
6331,6331,1,30
6332,6332,0,30
6333,6333,1,31
6334,6334,0,31
6335,6335,1,0
6336,6336,0,0
6337,6337,1,1
6338,6338,0,1
6339,6339,1,2
6340,6340,0,2
6341,6341,1,3
6342,6342,0,3
6343,6343,1,4
6344,6344,0,4
6345,6345,1,5
6346,6346,0,5
6347,6347,1,6
6348,6348,0,6
6349,6349,1,7
6350,6350,0,7
6351,6351,1,8
6352,6352,0,8
6353,6353,1,9
6354,6354,0,9
6355,6355,1,10
6356,6356,0,10
6357,6357,1,11
6358,6358,0,11
6359,6359,1,12
6360,6360,0,12
6361,6361,1,13
6362,6362,0,13
6363,6363,1,14
6364,6364,0,14
6365,6365,1,15
6366,6366,0,15
6367,6367,1,16
6368,6368,0,16
6369,6369,1,17
6370,6370,0,17
6371,6371,1,18
6372,6372,0,18
6373,6373,1,19
6374,6374,0,19
6375,6375,1,20
6376,6376,0,20
6377,6377,1,21
6378,6378,0,21
6379,6379,1,22
6380,6380,0,22
6381,6381,1,23
6382,6382,0,23
6383,6383,1,24
6384,6384,0,24
6385,6385,1,25
6386,6386,0,25
6387,6387,1,26
6388,6388,0,26
6389,6389,1,27
6390,6390,0,27
6391,6391,1,28
6392,6392,0,28
6393,6393,1,29
6394,6394,0,29
6395,6395,1,30
6396,6396,0,30
6397,6397,1,31
6398,6398,0,31
6399,6399,1,0
6400,6400,0,0
6401,6401,1,1
6402,6402,0,1
6403,6403,1,2
6404,6404,0,2
6405,6405,1,3
6406,6406,0,3
6407,6407,1,4
6408,6408,0,4
6409,6409,1,5
6410,6410,0,5
6411,6411,1,6
6412,6412,0,6
6413,6413,1,7
6414,6414,0,7
6415,6415,1,8
6416,6416,0,8
6417,6417,1,9
6418,6418,0,9
6419,6419,1,10
6420,6420,0,10
6421,6421,1,11
6422,6422,0,11
6423,6423,1,12
6424,6424,0,12
6425,6425,1,13
6426,6426,0,13
6427,6427,1,14
6428,6428,0,14
6429,6429,1,15
6430,6430,0,15
6431,6431,1,16
6432,6432,0,16
6433,6433,1,17
6434,6434,0,17
6435,6435,1,18
6436,6436,0,18
6437,6437,1,19
6438,6438,0,19
6439,6439,1,20
6440,6440,0,20
6441,6441,1,21
6442,6442,0,21
6443,6443,1,22
6444,6444,0,22
6445,6445,1,23
6446,6446,0,23
6447,6447,1,24
6448,6448,0,24
6449,6449,1,25
6450,6450,0,25
6451,6451,1,26
6452,6452,0,26
6453,6453,1,27
6454,6454,0,27
6455,6455,1,28
6456,6456,0,28
6457,6457,1,29
6458,6458,0,29
6459,6459,1,30
6460,6460,0,30
6461,6461,1,31
6462,6462,0,31
6463,6463,1,0
6464,6464,0,0
6465,6465,1,1
6466,6466,0,1
6467,6467,1,2
6468,6468,0,2
6469,6469,1,3
6470,6470,0,3
6471,6471,1,4
6472,6472,0,4
6473,6473,1,5
6474,6474,0,5
6475,6475,1,6
6476,6476,0,6
6477,6477,1,7
6478,6478,0,7
6479,6479,1,8
6480,6480,0,8
6481,6481,1,9
6482,6482,0,9
6483,6483,1,10
6484,6484,0,10
6485,6485,1,11
6486,6486,0,11
6487,6487,1,12
6488,6488,0,12
6489,6489,1,13
6490,6490,0,13
6491,6491,1,14
6492,6492,0,14
6493,6493,1,15
6494,6494,0,15
6495,6495,1,16
6496,6496,0,16
6497,6497,1,17
6498,6498,0,17
6499,6499,1,18
6500,6500,0,18
6501,6501,1,19
6502,6502,0,19
6503,6503,1,20
6504,6504,0,20
6505,6505,1,21
6506,6506,0,21
6507,6507,1,22
6508,6508,0,22
6509,6509,1,23
6510,6510,0,23
6511,6511,1,24
6512,6512,0,24
6513,6513,1,25
6514,6514,0,25
6515,6515,1,26
6516,6516,0,26
6517,6517,1,27
6518,6518,0,27
6519,6519,1,28
6520,6520,0,28
6521,6521,1,29
6522,6522,0,29
6523,6523,1,30
6524,6524,0,30
6525,6525,1,31
6526,6526,0,31
6527,6527,1,0
6528,6528,0,0
6529,6529,1,1
6530,6530,0,1
6531,6531,1,2
6532,6532,0,2
6533,6533,1,3
6534,6534,0,3
6535,6535,1,4
6536,6536,0,4
6537,6537,1,5
6538,6538,0,5
6539,6539,1,6
6540,6540,0,6
6541,6541,1,7
6542,6542,0,7
6543,6543,1,8
6544,6544,0,8
6545,6545,1,9
6546,6546,0,9
6547,6547,1,10
6548,6548,0,10
6549,6549,1,11
6550,6550,0,11
6551,6551,1,12
6552,6552,0,12
6553,6553,1,13
6554,6554,0,13
6555,6555,1,14
6556,6556,0,14
6557,6557,1,15
6558,6558,0,15
6559,6559,1,16
6560,6560,0,16
6561,6561,1,17
6562,6562,0,17
6563,6563,1,18
6564,6564,0,18
6565,6565,1,19
6566,6566,0,19
6567,6567,1,20
6568,6568,0,20
6569,6569,1,21
6570,6570,0,21
6571,6571,1,22
6572,6572,0,22
6573,6573,1,23
6574,6574,0,23
6575,6575,1,24
6576,6576,0,24
6577,6577,1,25
6578,6578,0,25
6579,6579,1,26
6580,6580,0,26
6581,6581,1,27
6582,6582,0,27
6583,6583,1,28
6584,6584,0,28
6585,6585,1,29
6586,6586,0,29
6587,6587,1,30
6588,6588,0,30
6589,6589,1,31
6590,6590,0,31
6591,6591,1,0
6592,6592,0,0
6593,6593,1,1
6594,6594,0,1
6595,6595,1,2
6596,6596,0,2
6597,6597,1,3
6598,6598,0,3
6599,6599,1,4
6600,6600,0,4
6601,6601,1,5
6602,6602,0,5
6603,6603,1,6
6604,6604,0,6
6605,6605,1,7
6606,6606,0,7
6607,6607,1,8
6608,6608,0,8
6609,6609,1,9
6610,6610,0,9
6611,6611,1,10
6612,6612,0,10
6613,6613,1,11
6614,6614,0,11
6615,6615,1,12
6616,6616,0,12
6617,6617,1,13
6618,6618,0,13
6619,6619,1,14
6620,6620,0,14
6621,6621,1,15
6622,6622,0,15
6623,6623,1,16
6624,6624,0,16
6625,6625,1,17
6626,6626,0,17
6627,6627,1,18
6628,6628,0,18
6629,6629,1,19
6630,6630,0,19
6631,6631,1,20
6632,6632,0,20
6633,6633,1,21
6634,6634,0,21
6635,6635,1,22
6636,6636,0,22
6637,6637,1,23
6638,6638,0,23
6639,6639,1,24
6640,6640,0,24
6641,6641,1,25
6642,6642,0,25
6643,6643,1,26
6644,6644,0,26
6645,6645,1,27
6646,6646,0,27
6647,6647,1,28
6648,6648,0,28
6649,6649,1,29
6650,6650,0,29
6651,6651,1,30
6652,6652,0,30
6653,6653,1,31
6654,6654,0,31
6655,6655,1,0
6656,6656,0,0
6657,6657,1,1
6658,6658,0,1
6659,6659,1,2
6660,6660,0,2
6661,6661,1,3
6662,6662,0,3
6663,6663,1,4
6664,6664,0,4
6665,6665,1,5
6666,6666,0,5
6667,6667,1,6
6668,6668,0,6
6669,6669,1,7
6670,6670,0,7
6671,6671,1,8
6672,6672,0,8
6673,6673,1,9
6674,6674,0,9
6675,6675,1,10
6676,6676,0,10
6677,6677,1,11
6678,6678,0,11
6679,6679,1,12
6680,6680,0,12
6681,6681,1,13
6682,6682,0,13
6683,6683,1,14
6684,6684,0,14
6685,6685,1,15
6686,6686,0,15
6687,6687,1,16
6688,6688,0,16
6689,6689,1,17
6690,6690,0,17
6691,6691,1,18
6692,6692,0,18
6693,6693,1,19
6694,6694,0,19
6695,6695,1,20
6696,6696,0,20
6697,6697,1,21
6698,6698,0,21
6699,6699,1,22
6700,6700,0,22
6701,6701,1,23
6702,6702,0,23
6703,6703,1,24
6704,6704,0,24
6705,6705,1,25
6706,6706,0,25
6707,6707,1,26
6708,6708,0,26
6709,6709,1,27
6710,6710,0,27
6711,6711,1,28
6712,6712,0,28
6713,6713,1,29
6714,6714,0,29
6715,6715,1,30
6716,6716,0,30
6717,6717,1,31
6718,6718,0,31
6719,6719,1,0
6720,6720,0,0
6721,6721,1,1
6722,6722,0,1
6723,6723,1,2
6724,6724,0,2
6725,6725,1,3
6726,6726,0,3
6727,6727,1,4
6728,6728,0,4
6729,6729,1,5
6730,6730,0,5
6731,6731,1,6
6732,6732,0,6
6733,6733,1,7
6734,6734,0,7
6735,6735,1,8
6736,6736,0,8
6737,6737,1,9
6738,6738,0,9
6739,6739,1,10
6740,6740,0,10
6741,6741,1,11
6742,6742,0,11
6743,6743,1,12
6744,6744,0,12
6745,6745,1,13
6746,6746,0,13
6747,6747,1,14
6748,6748,0,14
6749,6749,1,15
6750,6750,0,15
6751,6751,1,16
6752,6752,0,16
6753,6753,1,17
6754,6754,0,17
6755,6755,1,18
6756,6756,0,18
6757,6757,1,19
6758,6758,0,19
6759,6759,1,20
6760,6760,0,20
6761,6761,1,21
6762,6762,0,21
6763,6763,1,22
6764,6764,0,22
6765,6765,1,23
6766,6766,0,23
6767,6767,1,24
6768,6768,0,24
6769,6769,1,25
6770,6770,0,25
6771,6771,1,26
6772,6772,0,26
6773,6773,1,27
6774,6774,0,27
6775,6775,1,28
6776,6776,0,28
6777,6777,1,29
6778,6778,0,29
6779,6779,1,30
6780,6780,0,30
6781,6781,1,31
6782,6782,0,31
6783,6783,1,0
6784,6784,0,0
6785,6785,1,1
6786,6786,0,1
6787,6787,1,2
6788,6788,0,2
6789,6789,1,3
6790,6790,0,3
6791,6791,1,4
6792,6792,0,4
6793,6793,1,5
6794,6794,0,5
6795,6795,1,6
6796,6796,0,6
6797,6797,1,7
6798,6798,0,7
6799,6799,1,8
6800,6800,0,8
6801,6801,1,9
6802,6802,0,9
6803,6803,1,10
6804,6804,0,10
6805,6805,1,11
6806,6806,0,11
6807,6807,1,12
6808,6808,0,12
6809,6809,1,13
6810,6810,0,13
6811,6811,1,14
6812,6812,0,14
6813,6813,1,15
6814,6814,0,15
6815,6815,1,16
6816,6816,0,16
6817,6817,1,17
6818,6818,0,17
6819,6819,1,18
6820,6820,0,18
6821,6821,1,19
6822,6822,0,19
6823,6823,1,20
6824,6824,0,20
6825,6825,1,21
6826,6826,0,21
6827,6827,1,22
6828,6828,0,22
6829,6829,1,23
6830,6830,0,23
6831,6831,1,24
6832,6832,0,24
6833,6833,1,25
6834,6834,0,25
6835,6835,1,26
6836,6836,0,26
6837,6837,1,27
6838,6838,0,27
6839,6839,1,28
6840,6840,0,28
6841,6841,1,29
6842,6842,0,29
6843,6843,1,30
6844,6844,0,30
6845,6845,1,31
