,time,clock,rising,D,Q,Q+,correct
12374,12374,1,0,0,1,0,0
12375,12375,1,0,1,1,0,0
12376,12376,1,1,0,1,1,0
12377,12377,1,1,1,0,0,0
12378,12378,0,0,0,1,1,1
12379,12379,0,0,1,1,1,1
12380,12380,1,0,0,1,1,1
12381,12381,1,0,1,1,0,0
12382,12382,1,1,0,1,0,1
12383,12383,1,1,1,0,1,1
12384,12384,0,0,0,1,0,0
12385,12385,0,0,1,1,0,0
12386,12386,1,0,0,1,1,1
12387,12387,1,0,1,1,1,1
12388,12388,1,1,0,1,1,0
12389,12389,1,1,1,0,0,0
12390,12390,0,0,0,1,1,1
12391,12391,0,0,1,1,1,1
12392,12392,1,0,0,1,1,1
12393,12393,1,0,1,1,0,0
12394,12394,1,1,0,1,1,0
12395,12395,1,1,1,0,0,0
12396,12396,0,0,0,1,1,1
12397,12397,0,0,1,1,1,1
12398,12398,1,0,0,1,0,0
12399,12399,1,0,1,1,1,1
12400,12400,1,1,0,1,1,0
12401,12401,1,1,1,0,0,0
12402,12402,0,0,0,1,1,1
12403,12403,0,0,1,1,1,1
12404,12404,1,0,0,1,1,1
12405,12405,1,0,1,1,1,1
12406,12406,1,1,0,1,1,0
12407,12407,1,1,1,0,1,1
12408,12408,0,0,0,1,0,0
12409,12409,0,0,1,1,1,1
12410,12410,1,0,0,1,0,0
12411,12411,1,0,1,1,0,0
12412,12412,1,1,0,1,0,1
12413,12413,1,1,1,0,1,1
12414,12414,0,0,0,1,0,0
12415,12415,0,0,1,1,1,1
12416,12416,1,0,0,1,1,1
12417,12417,1,0,1,1,0,0
12418,12418,1,1,0,1,0,1
12419,12419,1,1,1,0,1,1
12420,12420,0,0,0,1,1,1
12421,12421,0,0,1,1,1,1
12422,12422,1,0,0,1,0,0
12423,12423,1,0,1,1,0,0
12424,12424,1,1,0,1,1,0
12425,12425,1,1,1,0,0,0
12426,12426,0,0,0,1,0,0
12427,12427,0,0,1,1,1,1
12428,12428,1,0,0,1,1,1
12429,12429,1,0,1,1,1,1
12430,12430,1,1,0,1,1,0
12431,12431,1,1,1,0,1,1
12432,12432,0,0,0,1,1,1
12433,12433,0,0,1,1,0,0
12434,12434,1,0,0,1,1,1
12435,12435,1,0,1,1,0,0
12436,12436,1,1,0,1,0,1
12437,12437,1,1,1,0,0,0
12438,12438,0,0,0,1,0,0
12439,12439,0,0,1,1,1,1
12440,12440,1,0,0,1,1,1
12441,12441,1,0,1,1,0,0
12442,12442,1,1,0,1,1,0
12443,12443,1,1,1,0,1,1
12444,12444,0,0,0,1,1,1
12445,12445,0,0,1,1,1,1
12446,12446,1,0,0,1,1,1
12447,12447,1,0,1,1,0,0
12448,12448,1,1,0,1,0,1
12449,12449,1,1,1,0,1,1
12450,12450,0,0,0,1,0,0
12451,12451,0,0,1,1,1,1
12452,12452,1,0,0,1,0,0
12453,12453,1,0,1,1,0,0
12454,12454,1,1,0,1,1,0
12455,12455,1,1,1,0,0,0
12456,12456,0,0,0,1,0,0
12457,12457,0,0,1,1,1,1
12458,12458,1,0,0,1,1,1
12459,12459,1,0,1,1,0,0
12460,12460,1,1,0,1,1,0
12461,12461,1,1,1,0,0,0
12462,12462,0,0,0,1,1,1
12463,12463,0,0,1,1,1,1
12464,12464,1,0,0,1,1,1
12465,12465,1,0,1,1,1,1
12466,12466,1,1,0,1,0,1
12467,12467,1,1,1,0,1,1
12468,12468,0,0,0,1,0,0
12469,12469,0,0,1,1,1,1
12470,12470,1,0,0,1,0,0
12471,12471,1,0,1,1,1,1
12472,12472,1,1,0,1,1,0
12473,12473,1,1,1,0,0,0
12474,12474,0,0,0,1,1,1
12475,12475,0,0,1,1,1,1
12476,12476,1,0,0,1,1,1
12477,12477,1,0,1,1,0,0
12478,12478,1,1,0,1,1,0
12479,12479,1,1,1,0,1,1
12480,12480,0,0,0,1,0,0
12481,12481,0,0,1,1,1,1
12482,12482,1,0,0,1,0,0
12483,12483,1,0,1,1,1,1
12484,12484,1,1,0,1,1,0
12485,12485,1,1,1,0,0,0
12486,12486,0,0,0,1,0,0
12487,12487,0,0,1,1,0,0
12488,12488,1,0,0,1,0,0
12489,12489,1,0,1,1,1,1
12490,12490,1,1,0,1,1,0
12491,12491,1,1,1,0,0,0
12492,12492,0,0,0,1,0,0
12493,12493,0,0,1,1,0,0
12494,12494,1,0,0,1,1,1
12495,12495,1,0,1,1,1,1
12496,12496,1,1,0,1,0,1
12497,12497,1,1,1,0,0,0
12498,12498,0,0,0,1,0,0
12499,12499,0,0,1,1,1,1
12500,12500,1,0,0,1,1,1
12501,12501,1,0,1,1,1,1
12502,12502,1,1,0,1,0,1
12503,12503,1,1,1,0,0,0
12504,12504,0,0,0,1,0,0
12505,12505,0,0,1,1,0,0
12506,12506,1,0,0,1,1,1
12507,12507,1,0,1,1,1,1
12508,12508,1,1,0,1,0,1
12509,12509,1,1,1,0,1,1
12510,12510,0,0,0,1,0,0
12511,12511,0,0,1,1,1,1
12512,12512,1,0,0,1,1,1
12513,12513,1,0,1,1,1,1
12514,12514,1,1,0,1,0,1
12515,12515,1,1,1,0,1,1
12516,12516,0,0,0,1,0,0
12517,12517,0,0,1,1,0,0
12518,12518,1,0,0,1,0,0
12519,12519,1,0,1,1,0,0
12520,12520,1,1,0,1,1,0
12521,12521,1,1,1,0,0,0
12522,12522,0,0,0,1,0,0
12523,12523,0,0,1,1,1,1
12524,12524,1,0,0,1,1,1
12525,12525,1,0,1,1,0,0
12526,12526,1,1,0,1,0,1
12527,12527,1,1,1,0,0,0
12528,12528,0,0,0,1,1,1
12529,12529,0,0,1,1,0,0
12530,12530,1,0,0,1,1,1
12531,12531,1,0,1,1,1,1
12532,12532,1,1,0,1,1,0
12533,12533,1,1,1,0,0,0
12534,12534,0,0,0,1,1,1
12535,12535,0,0,1,1,0,0
12536,12536,1,0,0,1,0,0
12537,12537,1,0,1,1,1,1
12538,12538,1,1,0,1,1,0
12539,12539,1,1,1,0,0,0
12540,12540,0,0,0,1,0,0
12541,12541,0,0,1,1,1,1
12542,12542,1,0,0,1,0,0
12543,12543,1,0,1,1,0,0
12544,12544,1,1,0,1,1,0
12545,12545,1,1,1,0,0,0
12546,12546,0,0,0,1,1,1
12547,12547,0,0,1,1,1,1
12548,12548,1,0,0,1,1,1
12549,12549,1,0,1,1,0,0
12550,12550,1,1,0,1,0,1
12551,12551,1,1,1,0,1,1
12552,12552,0,0,0,1,1,1
12553,12553,0,0,1,1,1,1
12554,12554,1,0,0,1,1,1
12555,12555,1,0,1,1,0,0
12556,12556,1,1,0,1,1,0
12557,12557,1,1,1,0,1,1
12558,12558,0,0,0,1,1,1
12559,12559,0,0,1,1,0,0
12560,12560,1,0,0,1,0,0
12561,12561,1,0,1,1,1,1
12562,12562,1,1,0,1,1,0
12563,12563,1,1,1,0,0,0
12564,12564,0,0,0,1,1,1
12565,12565,0,0,1,1,1,1
12566,12566,1,0,0,1,1,1
12567,12567,1,0,1,1,0,0
12568,12568,1,1,0,1,0,1
12569,12569,1,1,1,0,1,1
12570,12570,0,0,0,1,1,1
12571,12571,0,0,1,1,0,0
12572,12572,1,0,0,1,1,1
12573,12573,1,0,1,1,1,1
12574,12574,1,1,0,1,0,1
12575,12575,1,1,1,0,0,0
12576,12576,0,0,0,1,1,1
12577,12577,0,0,1,1,0,0
12578,12578,1,0,0,1,1,1
12579,12579,1,0,1,1,0,0
12580,12580,1,1,0,1,0,1
12581,12581,1,1,1,0,1,1
12582,12582,0,0,0,1,1,1
12583,12583,0,0,1,1,1,1
12584,12584,1,0,0,1,0,0
12585,12585,1,0,1,1,0,0
12586,12586,1,1,0,1,1,0
12587,12587,1,1,1,0,0,0
12588,12588,0,0,0,1,0,0
12589,12589,0,0,1,1,0,0
12590,12590,1,0,0,1,0,0
12591,12591,1,0,1,1,0,0
12592,12592,1,1,0,1,1,0
12593,12593,1,1,1,0,1,1
12594,12594,0,0,0,1,1,1
12595,12595,0,0,1,1,0,0
12596,12596,1,0,0,1,1,1
12597,12597,1,0,1,1,0,0
12598,12598,1,1,0,1,1,0
12599,12599,1,1,1,0,0,0
12600,12600,0,0,0,1,1,1
12601,12601,0,0,1,1,0,0
12602,12602,1,0,0,1,0,0
12603,12603,1,0,1,1,0,0
12604,12604,1,1,0,1,0,1
12605,12605,1,1,1,0,1,1
12606,12606,0,0,0,1,0,0
12607,12607,0,0,1,1,0,0
12608,12608,1,0,0,1,0,0
12609,12609,1,0,1,1,1,1
12610,12610,1,1,0,1,1,0
12611,12611,1,1,1,0,0,0
12612,12612,0,0,0,1,0,0
12613,12613,0,0,1,1,0,0
12614,12614,1,0,0,1,1,1
12615,12615,1,0,1,1,1,1
12616,12616,1,1,0,1,0,1
12617,12617,1,1,1,0,0,0
12618,12618,0,0,0,1,0,0
12619,12619,0,0,1,1,0,0
12620,12620,1,0,0,1,1,1
12621,12621,1,0,1,1,1,1
12622,12622,1,1,0,1,1,0
12623,12623,1,1,1,0,1,1
12624,12624,0,0,0,1,1,1
12625,12625,0,0,1,1,1,1
12626,12626,1,0,0,1,0,0
12627,12627,1,0,1,1,1,1
12628,12628,1,1,0,1,1,0
12629,12629,1,1,1,0,0,0
12630,12630,0,0,0,1,0,0
12631,12631,0,0,1,1,1,1
12632,12632,1,0,0,1,0,0
12633,12633,1,0,1,1,1,1
12634,12634,1,1,0,1,1,0
12635,12635,1,1,1,0,0,0
12636,12636,0,0,0,1,0,0
12637,12637,0,0,1,1,0,0
12638,12638,1,0,0,1,1,1
12639,12639,1,0,1,1,0,0
12640,12640,1,1,0,1,0,1
12641,12641,1,1,1,0,1,1
12642,12642,0,0,0,1,1,1
12643,12643,0,0,1,1,0,0
12644,12644,1,0,0,1,1,1
12645,12645,1,0,1,1,1,1
12646,12646,1,1,0,1,1,0
12647,12647,1,1,1,0,1,1
12648,12648,0,0,0,1,1,1
12649,12649,0,0,1,1,0,0
12650,12650,1,0,0,1,1,1
12651,12651,1,0,1,1,1,1
12652,12652,1,1,0,1,1,0
12653,12653,1,1,1,0,1,1
12654,12654,0,0,0,1,1,1
12655,12655,0,0,1,1,1,1
12656,12656,1,0,0,1,1,1
12657,12657,1,0,1,1,0,0
12658,12658,1,1,0,1,0,1
12659,12659,1,1,1,0,0,0
12660,12660,0,0,0,1,0,0
12661,12661,0,0,1,1,1,1
12662,12662,1,0,0,1,1,1
12663,12663,1,0,1,1,1,1
12664,12664,1,1,0,1,1,0
12665,12665,1,1,1,0,0,0
12666,12666,0,0,0,1,0,0
12667,12667,0,0,1,1,0,0
12668,12668,1,0,0,1,0,0
12669,12669,1,0,1,1,0,0
12670,12670,1,1,0,1,1,0
12671,12671,1,1,1,0,0,0
12672,12672,0,0,0,1,0,0
12673,12673,0,0,1,1,0,0
12674,12674,1,0,0,1,1,1
12675,12675,1,0,1,1,0,0
12676,12676,1,1,0,1,1,0
12677,12677,1,1,1,0,1,1
12678,12678,0,0,0,1,0,0
12679,12679,0,0,1,1,0,0
12680,12680,1,0,0,1,0,0
12681,12681,1,0,1,1,1,1
12682,12682,1,1,0,1,1,0
12683,12683,1,1,1,0,1,1
12684,12684,0,0,0,1,0,0
12685,12685,0,0,1,1,1,1
12686,12686,1,0,0,1,1,1
12687,12687,1,0,1,1,0,0
12688,12688,1,1,0,1,0,1
12689,12689,1,1,1,0,0,0
12690,12690,0,0,0,1,1,1
12691,12691,0,0,1,1,1,1
12692,12692,1,0,0,1,0,0
12693,12693,1,0,1,1,0,0
12694,12694,1,1,0,1,0,1
12695,12695,1,1,1,0,0,0
12696,12696,0,0,0,1,0,0
12697,12697,0,0,1,1,0,0
12698,12698,1,0,0,1,0,0
12699,12699,1,0,1,1,1,1
12700,12700,1,1,0,1,1,0
12701,12701,1,1,1,0,0,0
12702,12702,0,0,0,1,1,1
12703,12703,0,0,1,1,0,0
12704,12704,1,0,0,1,1,1
12705,12705,1,0,1,1,1,1
12706,12706,1,1,0,1,1,0
12707,12707,1,1,1,0,0,0
12708,12708,0,0,0,1,0,0
12709,12709,0,0,1,1,1,1
12710,12710,1,0,0,1,0,0
12711,12711,1,0,1,1,1,1
12712,12712,1,1,0,1,0,1
12713,12713,1,1,1,0,0,0
12714,12714,0,0,0,1,0,0
12715,12715,0,0,1,1,1,1
12716,12716,1,0,0,1,1,1
12717,12717,1,0,1,1,0,0
12718,12718,1,1,0,1,0,1
12719,12719,1,1,1,0,0,0
12720,12720,0,0,0,1,1,1
12721,12721,0,0,1,1,1,1
12722,12722,1,0,0,1,0,0
12723,12723,1,0,1,1,0,0
12724,12724,1,1,0,1,1,0
12725,12725,1,1,1,0,0,0
12726,12726,0,0,0,1,1,1
12727,12727,0,0,1,1,0,0
12728,12728,1,0,0,1,1,1
12729,12729,1,0,1,1,1,1
12730,12730,1,1,0,1,0,1
12731,12731,1,1,1,0,0,0
12732,12732,0,0,0,1,0,0
12733,12733,0,0,1,1,0,0
12734,12734,1,0,0,1,0,0
12735,12735,1,0,1,1,1,1
12736,12736,1,1,0,1,1,0
12737,12737,1,1,1,0,1,1
12738,12738,0,0,0,1,1,1
12739,12739,0,0,1,1,1,1
12740,12740,1,0,0,1,1,1
12741,12741,1,0,1,1,0,0
12742,12742,1,1,0,1,1,0
12743,12743,1,1,1,0,1,1
12744,12744,0,0,0,1,0,0
12745,12745,0,0,1,1,0,0
12746,12746,1,0,0,1,1,1
12747,12747,1,0,1,1,0,0
12748,12748,1,1,0,1,0,1
12749,12749,1,1,1,0,1,1
12750,12750,0,0,0,1,1,1
12751,12751,0,0,1,1,1,1
12752,12752,1,0,0,1,0,0
12753,12753,1,0,1,1,0,0
12754,12754,1,1,0,1,1,0
12755,12755,1,1,1,0,0,0
12756,12756,0,0,0,1,0,0
12757,12757,0,0,1,1,1,1
12758,12758,1,0,0,1,1,1
12759,12759,1,0,1,1,1,1
12760,12760,1,1,0,1,1,0
12761,12761,1,1,1,0,0,0
12762,12762,0,0,0,1,1,1
12763,12763,0,0,1,1,1,1
12764,12764,1,0,0,1,0,0
12765,12765,1,0,1,1,1,1
12766,12766,1,1,0,1,0,1
12767,12767,1,1,1,0,1,1
12768,12768,0,0,0,1,0,0
12769,12769,0,0,1,1,0,0
12770,12770,1,0,0,1,0,0
12771,12771,1,0,1,1,1,1
12772,12772,1,1,0,1,1,0
12773,12773,1,1,1,0,0,0
12774,12774,0,0,0,1,1,1
12775,12775,0,0,1,1,0,0
12776,12776,1,0,0,1,0,0
12777,12777,1,0,1,1,0,0
12778,12778,1,1,0,1,1,0
12779,12779,1,1,1,0,0,0
12780,12780,0,0,0,1,1,1
12781,12781,0,0,1,1,1,1
12782,12782,1,0,0,1,1,1
12783,12783,1,0,1,1,1,1
12784,12784,1,1,0,1,1,0
12785,12785,1,1,1,0,0,0
12786,12786,0,0,0,1,0,0
12787,12787,0,0,1,1,1,1
12788,12788,1,0,0,1,0,0
12789,12789,1,0,1,1,1,1
12790,12790,1,1,0,1,1,0
12791,12791,1,1,1,0,0,0
12792,12792,0,0,0,1,0,0
12793,12793,0,0,1,1,1,1
12794,12794,1,0,0,1,1,1
12795,12795,1,0,1,1,1,1
12796,12796,1,1,0,1,1,0
12797,12797,1,1,1,0,0,0
12798,12798,0,0,0,1,1,1
12799,12799,0,0,1,1,1,1
12800,12800,1,0,0,1,0,0
12801,12801,1,0,1,1,0,0
12802,12802,1,1,0,1,1,0
12803,12803,1,1,1,0,0,0
12804,12804,0,0,0,1,0,0
12805,12805,0,0,1,1,0,0
12806,12806,1,0,0,1,0,0
12807,12807,1,0,1,1,0,0
12808,12808,1,1,0,1,1,0
12809,12809,1,1,1,0,0,0
12810,12810,0,0,0,1,0,0
12811,12811,0,0,1,1,1,1
12812,12812,1,0,0,1,0,0
12813,12813,1,0,1,1,1,1
12814,12814,1,1,0,1,0,1
12815,12815,1,1,1,0,1,1
12816,12816,0,0,0,1,1,1
12817,12817,0,0,1,1,1,1
12818,12818,1,0,0,1,1,1
12819,12819,1,0,1,1,1,1
12820,12820,1,1,0,1,0,1
12821,12821,1,1,1,0,0,0
12822,12822,0,0,0,1,1,1
12823,12823,0,0,1,1,1,1
12824,12824,1,0,0,1,0,0
12825,12825,1,0,1,1,1,1
12826,12826,1,1,0,1,0,1
12827,12827,1,1,1,0,1,1
12828,12828,0,0,0,1,1,1
12829,12829,0,0,1,1,1,1
12830,12830,1,0,0,1,0,0
12831,12831,1,0,1,1,1,1
12832,12832,1,1,0,1,0,1
12833,12833,1,1,1,0,1,1
12834,12834,0,0,0,1,0,0
12835,12835,0,0,1,1,0,0
12836,12836,1,0,0,1,1,1
12837,12837,1,0,1,1,0,0
12838,12838,1,1,0,1,0,1
12839,12839,1,1,1,0,1,1
12840,12840,0,0,0,1,1,1
12841,12841,0,0,1,1,0,0
12842,12842,1,0,0,1,1,1
12843,12843,1,0,1,1,0,0
12844,12844,1,1,0,1,1,0
12845,12845,1,1,1,0,1,1
12846,12846,0,0,0,1,0,0
12847,12847,0,0,1,1,1,1
12848,12848,1,0,0,1,1,1
12849,12849,1,0,1,1,0,0
12850,12850,1,1,0,1,0,1
12851,12851,1,1,1,0,0,0
12852,12852,0,0,0,1,0,0
12853,12853,0,0,1,1,0,0
12854,12854,1,0,0,1,0,0
12855,12855,1,0,1,1,1,1
12856,12856,1,1,0,1,0,1
12857,12857,1,1,1,0,0,0
12858,12858,0,0,0,1,0,0
12859,12859,0,0,1,1,1,1
12860,12860,1,0,0,1,0,0
12861,12861,1,0,1,1,1,1
12862,12862,1,1,0,1,0,1
12863,12863,1,1,1,0,1,1
12864,12864,0,0,0,1,1,1
12865,12865,0,0,1,1,0,0
12866,12866,1,0,0,1,0,0
12867,12867,1,0,1,1,0,0
12868,12868,1,1,0,1,0,1
12869,12869,1,1,1,0,1,1
12870,12870,0,0,0,1,1,1
12871,12871,0,0,1,1,1,1
12872,12872,1,0,0,1,0,0
12873,12873,1,0,1,1,1,1
12874,12874,1,1,0,1,0,1
12875,12875,1,1,1,0,1,1
12876,12876,0,0,0,1,1,1
12877,12877,0,0,1,1,1,1
12878,12878,1,0,0,1,1,1
12879,12879,1,0,1,1,0,0
12880,12880,1,1,0,1,0,1
12881,12881,1,1,1,0,1,1
12882,12882,0,0,0,1,1,1
12883,12883,0,0,1,1,1,1
12884,12884,1,0,0,1,1,1
12885,12885,1,0,1,1,1,1
12886,12886,1,1,0,1,1,0
12887,12887,1,1,1,0,1,1
12888,12888,0,0,0,1,1,1
12889,12889,0,0,1,1,0,0
12890,12890,1,0,0,1,0,0
12891,12891,1,0,1,1,0,0
12892,12892,1,1,0,1,0,1
12893,12893,1,1,1,0,1,1
12894,12894,0,0,0,1,1,1
12895,12895,0,0,1,1,0,0
12896,12896,1,0,0,1,1,1
12897,12897,1,0,1,1,0,0
12898,12898,1,1,0,1,1,0
12899,12899,1,1,1,0,1,1
12900,12900,0,0,0,1,1,1
12901,12901,0,0,1,1,1,1
12902,12902,1,0,0,1,1,1
12903,12903,1,0,1,1,0,0
12904,12904,1,1,0,1,1,0
12905,12905,1,1,1,0,0,0
12906,12906,0,0,0,1,0,0
12907,12907,0,0,1,1,1,1
12908,12908,1,0,0,1,1,1
12909,12909,1,0,1,1,1,1
12910,12910,1,1,0,1,1,0
12911,12911,1,1,1,0,0,0
12912,12912,0,0,0,1,0,0
12913,12913,0,0,1,1,1,1
12914,12914,1,0,0,1,0,0
12915,12915,1,0,1,1,1,1
12916,12916,1,1,0,1,0,1
12917,12917,1,1,1,0,1,1
12918,12918,0,0,0,1,1,1
12919,12919,0,0,1,1,0,0
12920,12920,1,0,0,1,0,0
12921,12921,1,0,1,1,1,1
12922,12922,1,1,0,1,1,0
12923,12923,1,1,1,0,0,0
12924,12924,0,0,0,1,1,1
12925,12925,0,0,1,1,1,1
12926,12926,1,0,0,1,1,1
12927,12927,1,0,1,1,1,1
12928,12928,1,1,0,1,0,1
12929,12929,1,1,1,0,1,1
12930,12930,0,0,0,1,1,1
12931,12931,0,0,1,1,1,1
12932,12932,1,0,0,1,1,1
12933,12933,1,0,1,1,1,1
12934,12934,1,1,0,1,0,1
12935,12935,1,1,1,0,0,0
12936,12936,0,0,0,1,0,0
12937,12937,0,0,1,1,0,0
12938,12938,1,0,0,1,1,1
12939,12939,1,0,1,1,1,1
12940,12940,1,1,0,1,0,1
12941,12941,1,1,1,0,1,1
12942,12942,0,0,0,1,0,0
12943,12943,0,0,1,1,1,1
12944,12944,1,0,0,1,0,0
12945,12945,1,0,1,1,0,0
12946,12946,1,1,0,1,0,1
12947,12947,1,1,1,0,0,0
12948,12948,0,0,0,1,1,1
12949,12949,0,0,1,1,1,1
12950,12950,1,0,0,1,0,0
12951,12951,1,0,1,1,1,1
12952,12952,1,1,0,1,0,1
12953,12953,1,1,1,0,0,0
12954,12954,0,0,0,1,0,0
12955,12955,0,0,1,1,0,0
12956,12956,1,0,0,1,0,0
12957,12957,1,0,1,1,0,0
12958,12958,1,1,0,1,0,1
12959,12959,1,1,1,0,0,0
12960,12960,0,0,0,1,1,1
12961,12961,0,0,1,1,1,1
12962,12962,1,0,0,1,0,0
12963,12963,1,0,1,1,0,0
12964,12964,1,1,0,1,0,1
12965,12965,1,1,1,0,1,1
12966,12966,0,0,0,1,0,0
12967,12967,0,0,1,1,0,0
12968,12968,1,0,0,1,1,1
12969,12969,1,0,1,1,0,0
12970,12970,1,1,0,1,1,0
12971,12971,1,1,1,0,0,0
12972,12972,0,0,0,1,1,1
12973,12973,0,0,1,1,1,1
12974,12974,1,0,0,1,1,1
12975,12975,1,0,1,1,1,1
12976,12976,1,1,0,1,1,0
12977,12977,1,1,1,0,0,0
12978,12978,0,0,0,1,0,0
12979,12979,0,0,1,1,0,0
12980,12980,1,0,0,1,1,1
12981,12981,1,0,1,1,1,1
12982,12982,1,1,0,1,1,0
12983,12983,1,1,1,0,0,0
12984,12984,0,0,0,1,0,0
12985,12985,0,0,1,1,1,1
12986,12986,1,0,0,1,0,0
12987,12987,1,0,1,1,0,0
12988,12988,1,1,0,1,1,0
12989,12989,1,1,1,0,1,1
12990,12990,0,0,0,1,0,0
12991,12991,0,0,1,1,0,0
12992,12992,1,0,0,1,1,1
12993,12993,1,0,1,1,1,1
12994,12994,1,1,0,1,0,1
12995,12995,1,1,1,0,1,1
12996,12996,0,0,0,1,1,1
12997,12997,0,0,1,1,0,0
12998,12998,1,0,0,1,0,0
12999,12999,1,0,1,1,1,1
13000,13000,1,1,0,1,0,1
13001,13001,1,1,1,0,1,1
13002,13002,0,0,0,1,0,0
13003,13003,0,0,1,1,0,0
13004,13004,1,0,0,1,0,0
13005,13005,1,0,1,1,1,1
13006,13006,1,1,0,1,0,1
13007,13007,1,1,1,0,1,1
13008,13008,0,0,0,1,1,1
13009,13009,0,0,1,1,0,0
13010,13010,1,0,0,1,1,1
13011,13011,1,0,1,1,0,0
13012,13012,1,1,0,1,1,0
13013,13013,1,1,1,0,1,1
13014,13014,0,0,0,1,0,0
13015,13015,0,0,1,1,1,1
13016,13016,1,0,0,1,1,1
13017,13017,1,0,1,1,1,1
13018,13018,1,1,0,1,1,0
13019,13019,1,1,1,0,1,1
13020,13020,0,0,0,1,0,0
13021,13021,0,0,1,1,0,0
13022,13022,1,0,0,1,0,0
13023,13023,1,0,1,1,1,1
13024,13024,1,1,0,1,1,0
13025,13025,1,1,1,0,0,0
13026,13026,0,0,0,1,0,0
13027,13027,0,0,1,1,0,0
13028,13028,1,0,0,1,0,0
13029,13029,1,0,1,1,0,0
13030,13030,1,1,0,1,1,0
13031,13031,1,1,1,0,1,1
13032,13032,0,0,0,1,1,1
13033,13033,0,0,1,1,1,1
13034,13034,1,0,0,1,0,0
13035,13035,1,0,1,1,1,1
13036,13036,1,1,0,1,0,1
13037,13037,1,1,1,0,1,1
13038,13038,0,0,0,1,1,1
13039,13039,0,0,1,1,1,1
13040,13040,1,0,0,1,1,1
13041,13041,1,0,1,1,0,0
13042,13042,1,1,0,1,0,1
13043,13043,1,1,1,0,0,0
13044,13044,0,0,0,1,0,0
13045,13045,0,0,1,1,1,1
13046,13046,1,0,0,1,1,1
13047,13047,1,0,1,1,0,0
13048,13048,1,1,0,1,1,0
13049,13049,1,1,1,0,1,1
13050,13050,0,0,0,1,1,1
13051,13051,0,0,1,1,0,0
13052,13052,1,0,0,1,1,1
13053,13053,1,0,1,1,0,0
13054,13054,1,1,0,1,1,0
13055,13055,1,1,1,0,1,1
13056,13056,0,0,0,1,1,1
13057,13057,0,0,1,1,1,1
13058,13058,1,0,0,1,1,1
13059,13059,1,0,1,1,0,0
13060,13060,1,1,0,1,0,1
13061,13061,1,1,1,0,1,1
13062,13062,0,0,0,1,1,1
13063,13063,0,0,1,1,0,0
13064,13064,1,0,0,1,0,0
13065,13065,1,0,1,1,1,1
13066,13066,1,1,0,1,1,0
13067,13067,1,1,1,0,0,0
13068,13068,0,0,0,1,1,1
13069,13069,0,0,1,1,0,0
13070,13070,1,0,0,1,1,1
13071,13071,1,0,1,1,0,0
13072,13072,1,1,0,1,1,0
13073,13073,1,1,1,0,1,1
13074,13074,0,0,0,1,0,0
13075,13075,0,0,1,1,1,1
13076,13076,1,0,0,1,1,1
13077,13077,1,0,1,1,0,0
13078,13078,1,1,0,1,1,0
13079,13079,1,1,1,0,0,0
13080,13080,0,0,0,1,1,1
13081,13081,0,0,1,1,1,1
13082,13082,1,0,0,1,0,0
13083,13083,1,0,1,1,0,0
13084,13084,1,1,0,1,0,1
13085,13085,1,1,1,0,0,0
13086,13086,0,0,0,1,1,1
13087,13087,0,0,1,1,1,1
13088,13088,1,0,0,1,0,0
13089,13089,1,0,1,1,1,1
13090,13090,1,1,0,1,0,1
13091,13091,1,1,1,0,1,1
13092,13092,0,0,0,1,1,1
13093,13093,0,0,1,1,0,0
13094,13094,1,0,0,1,1,1
13095,13095,1,0,1,1,1,1
13096,13096,1,1,0,1,0,1
13097,13097,1,1,1,0,1,1
13098,13098,0,0,0,1,0,0
13099,13099,0,0,1,1,0,0
13100,13100,1,0,0,1,1,1
13101,13101,1,0,1,1,0,0
13102,13102,1,1,0,1,1,0
13103,13103,1,1,1,0,1,1
13104,13104,0,0,0,1,0,0
13105,13105,0,0,1,1,1,1
13106,13106,1,0,0,1,0,0
13107,13107,1,0,1,1,0,0
13108,13108,1,1,0,1,0,1
13109,13109,1,1,1,0,0,0
13110,13110,0,0,0,1,0,0
13111,13111,0,0,1,1,0,0
13112,13112,1,0,0,1,1,1
13113,13113,1,0,1,1,0,0
13114,13114,1,1,0,1,1,0
13115,13115,1,1,1,0,0,0
13116,13116,0,0,0,1,1,1
13117,13117,0,0,1,1,0,0
13118,13118,1,0,0,1,0,0
13119,13119,1,0,1,1,0,0
13120,13120,1,1,0,1,1,0
13121,13121,1,1,1,0,1,1
13122,13122,0,0,0,1,1,1
13123,13123,0,0,1,1,0,0
13124,13124,1,0,0,1,0,0
13125,13125,1,0,1,1,0,0
13126,13126,1,1,0,1,1,0
13127,13127,1,1,1,0,1,1
13128,13128,0,0,0,1,0,0
13129,13129,0,0,1,1,0,0
13130,13130,1,0,0,1,0,0
13131,13131,1,0,1,1,1,1
13132,13132,1,1,0,1,1,0
13133,13133,1,1,1,0,1,1
13134,13134,0,0,0,1,1,1
13135,13135,0,0,1,1,0,0
13136,13136,1,0,0,1,1,1
13137,13137,1,0,1,1,1,1
13138,13138,1,1,0,1,0,1
13139,13139,1,1,1,0,0,0
13140,13140,0,0,0,1,0,0
13141,13141,0,0,1,1,0,0
13142,13142,1,0,0,1,0,0
13143,13143,1,0,1,1,1,1
13144,13144,1,1,0,1,0,1
13145,13145,1,1,1,0,1,1
13146,13146,0,0,0,1,1,1
13147,13147,0,0,1,1,1,1
13148,13148,1,0,0,1,0,0
13149,13149,1,0,1,1,1,1
