,Time,IN1,IN2,OUT
4520,4520,1,0,1
4521,4521,0,1,1
4522,4522,0,0,0
4523,4523,0,0,0
4524,4524,0,1,1
4525,4525,1,1,1
4526,4526,0,0,0
4527,4527,0,1,1
4528,4528,0,0,0
4529,4529,0,0,0
4530,4530,0,0,0
4531,4531,0,0,0
4532,4532,1,0,1
4533,4533,0,1,1
4534,4534,1,1,1
4535,4535,1,1,1
4536,4536,1,1,1
4537,4537,0,0,0
4538,4538,0,1,1
4539,4539,0,0,0
4540,4540,0,0,0
4541,4541,1,1,1
4542,4542,0,1,1
4543,4543,0,0,0
4544,4544,0,1,1
4545,4545,0,0,0
4546,4546,1,0,1
4547,4547,1,1,1
4548,4548,0,1,1
4549,4549,1,0,1
4550,4550,1,1,1
4551,4551,1,1,1
4552,4552,1,1,1
4553,4553,1,0,1
4554,4554,0,0,0
4555,4555,0,0,0
4556,4556,1,0,1
4557,4557,1,1,1
4558,4558,1,1,1
4559,4559,0,0,0
4560,4560,1,0,1
4561,4561,0,1,1
4562,4562,0,1,1
4563,4563,1,1,1
4564,4564,0,0,0
4565,4565,1,1,1
4566,4566,0,1,1
4567,4567,0,0,0
4568,4568,0,0,0
4569,4569,1,0,1
4570,4570,0,0,0
4571,4571,1,0,1
4572,4572,0,0,0
4573,4573,0,0,0
4574,4574,0,1,1
4575,4575,1,1,1
4576,4576,1,0,1
4577,4577,1,0,1
4578,4578,0,1,1
4579,4579,1,1,1
4580,4580,1,1,1
4581,4581,1,0,1
4582,4582,0,1,1
4583,4583,0,1,1
4584,4584,0,1,1
4585,4585,0,1,1
4586,4586,1,1,1
4587,4587,1,0,1
4588,4588,1,1,1
4589,4589,0,1,1
4590,4590,0,1,1
4591,4591,0,1,1
4592,4592,0,0,0
4593,4593,1,1,1
4594,4594,0,0,0
4595,4595,0,1,1
4596,4596,1,1,1
4597,4597,1,1,1
4598,4598,0,1,1
4599,4599,1,1,1
4600,4600,1,0,1
4601,4601,0,0,0
4602,4602,0,1,1
4603,4603,1,1,1
4604,4604,1,0,1
4605,4605,0,0,0
4606,4606,0,0,0
4607,4607,0,1,1
4608,4608,0,0,0
4609,4609,1,1,1
4610,4610,1,1,1
4611,4611,0,0,0
4612,4612,1,0,1
4613,4613,0,0,0
4614,4614,1,0,1
4615,4615,0,1,1
4616,4616,0,0,0
4617,4617,0,0,0
4618,4618,1,1,1
4619,4619,1,1,1
4620,4620,0,0,0
4621,4621,1,1,1
4622,4622,0,1,1
4623,4623,1,1,1
4624,4624,0,0,0
4625,4625,1,0,1
4626,4626,1,0,1
4627,4627,0,1,1
4628,4628,0,0,0
4629,4629,0,0,0
4630,4630,0,1,1
4631,4631,0,1,1
4632,4632,0,1,1
4633,4633,1,1,1
4634,4634,0,0,0
4635,4635,1,1,1
4636,4636,0,0,0
4637,4637,1,1,1
4638,4638,1,1,1
4639,4639,0,1,1
4640,4640,0,0,0
4641,4641,0,1,1
4642,4642,0,0,0
4643,4643,1,1,1
4644,4644,1,1,1
4645,4645,0,0,0
4646,4646,0,1,1
4647,4647,1,1,1
4648,4648,0,1,1
4649,4649,1,1,1
4650,4650,1,0,1
4651,4651,1,1,1
4652,4652,0,1,1
4653,4653,0,0,0
4654,4654,0,1,1
4655,4655,0,1,1
4656,4656,1,1,1
4657,4657,0,0,0
4658,4658,0,1,1
4659,4659,1,1,1
4660,4660,0,0,0
4661,4661,0,1,1
4662,4662,1,0,1
4663,4663,1,0,1
4664,4664,1,0,1
4665,4665,0,1,1
4666,4666,1,0,1
4667,4667,0,0,0
4668,4668,1,1,1
4669,4669,0,0,0
4670,4670,0,0,0
4671,4671,1,1,1
4672,4672,1,0,1
4673,4673,0,0,0
4674,4674,1,0,1
4675,4675,1,1,1
4676,4676,0,1,1
4677,4677,0,0,0
4678,4678,1,0,1
4679,4679,0,0,0
4680,4680,1,1,1
4681,4681,1,0,1
4682,4682,1,0,1
4683,4683,0,0,0
4684,4684,1,0,1
4685,4685,0,1,1
4686,4686,1,1,1
4687,4687,0,1,1
4688,4688,1,1,1
4689,4689,0,1,1
4690,4690,0,1,1
4691,4691,1,0,1
4692,4692,0,1,1
4693,4693,1,0,1
4694,4694,0,0,0
4695,4695,0,0,0
4696,4696,0,0,0
4697,4697,0,1,1
4698,4698,0,0,0
4699,4699,0,0,0
4700,4700,0,0,0
4701,4701,0,0,0
4702,4702,1,1,1
4703,4703,0,0,0
4704,4704,1,1,1
4705,4705,1,1,1
4706,4706,0,0,0
4707,4707,0,1,1
4708,4708,1,1,1
4709,4709,0,1,1
4710,4710,0,1,1
4711,4711,0,1,1
4712,4712,0,0,0
4713,4713,0,1,1
4714,4714,1,0,1
4715,4715,1,1,1
4716,4716,0,1,1
4717,4717,0,0,0
4718,4718,1,0,1
4719,4719,1,0,1
4720,4720,0,0,0
4721,4721,1,0,1
4722,4722,1,0,1
4723,4723,1,0,1
4724,4724,1,1,1
4725,4725,0,0,0
4726,4726,0,0,0
4727,4727,1,0,1
4728,4728,0,0,0
4729,4729,0,1,1
4730,4730,1,0,1
4731,4731,0,0,0
4732,4732,0,1,1
4733,4733,0,0,0
4734,4734,1,0,1
4735,4735,0,1,1
4736,4736,0,0,0
4737,4737,1,0,1
4738,4738,0,1,1
4739,4739,0,0,0
4740,4740,1,0,1
4741,4741,0,0,0
4742,4742,0,0,0
4743,4743,0,0,0
4744,4744,0,0,0
4745,4745,0,0,0
4746,4746,0,1,1
4747,4747,1,0,1
4748,4748,1,0,1
4749,4749,0,0,0
4750,4750,0,1,1
4751,4751,1,1,1
4752,4752,1,1,1
4753,4753,1,1,1
4754,4754,1,0,1
4755,4755,1,0,1
4756,4756,0,0,0
4757,4757,1,1,1
4758,4758,1,1,1
4759,4759,1,1,1
4760,4760,0,0,0
4761,4761,1,1,1
4762,4762,0,0,0
4763,4763,0,0,0
4764,4764,1,1,1
4765,4765,0,0,0
4766,4766,1,1,1
4767,4767,0,0,0
4768,4768,0,1,1
4769,4769,1,0,1
4770,4770,1,1,1
4771,4771,0,1,1
4772,4772,0,0,0
4773,4773,1,1,1
4774,4774,0,0,0
4775,4775,0,0,0
4776,4776,1,1,1
4777,4777,0,1,1
4778,4778,0,0,0
4779,4779,0,1,1
4780,4780,1,1,1
4781,4781,0,1,1
4782,4782,1,1,1
4783,4783,1,1,1
4784,4784,1,1,1
4785,4785,0,1,1
4786,4786,1,0,1
4787,4787,0,0,0
4788,4788,0,1,1
4789,4789,1,1,1
4790,4790,1,0,1
4791,4791,0,0,0
4792,4792,1,0,1
4793,4793,1,0,1
4794,4794,1,1,1
4795,4795,0,1,1
4796,4796,1,1,1
4797,4797,0,1,1
4798,4798,1,0,1
4799,4799,1,0,1
4800,4800,0,0,0
4801,4801,1,0,1
4802,4802,0,1,1
4803,4803,1,0,1
4804,4804,1,0,1
4805,4805,1,1,1
4806,4806,0,1,1
4807,4807,0,0,0
4808,4808,1,0,1
4809,4809,1,1,1
4810,4810,0,1,1
4811,4811,0,1,1
4812,4812,1,0,1
4813,4813,1,1,1
4814,4814,0,0,0
4815,4815,0,0,0
4816,4816,0,0,0
4817,4817,1,0,1
4818,4818,0,0,0
4819,4819,0,1,1
4820,4820,0,1,1
4821,4821,0,1,1
4822,4822,1,1,1
4823,4823,0,1,1
4824,4824,0,0,0
4825,4825,1,1,1
4826,4826,0,0,0
4827,4827,0,0,0
4828,4828,1,0,1
4829,4829,0,1,1
4830,4830,1,1,1
4831,4831,0,0,0
4832,4832,0,0,0
4833,4833,1,0,1
4834,4834,1,1,1
4835,4835,0,0,0
4836,4836,1,1,1
4837,4837,0,0,0
4838,4838,0,1,1
4839,4839,0,1,1
4840,4840,0,1,1
4841,4841,1,1,1
4842,4842,0,0,0
4843,4843,1,1,1
4844,4844,1,1,1
4845,4845,1,0,1
4846,4846,0,1,1
4847,4847,1,1,1
4848,4848,0,1,1
4849,4849,0,0,0
4850,4850,1,0,1
4851,4851,1,1,1
4852,4852,1,0,1
4853,4853,0,0,0
4854,4854,1,0,1
4855,4855,0,0,0
4856,4856,0,0,0
4857,4857,0,0,0
4858,4858,0,1,1
4859,4859,0,1,1
4860,4860,0,0,0
4861,4861,0,1,1
4862,4862,1,1,1
4863,4863,0,1,1
4864,4864,1,0,1
4865,4865,1,1,1
4866,4866,1,1,1
4867,4867,1,0,1
4868,4868,0,0,0
4869,4869,0,0,0
4870,4870,0,1,1
4871,4871,0,0,0
4872,4872,1,1,1
4873,4873,0,1,1
4874,4874,1,1,1
4875,4875,1,1,1
4876,4876,0,0,0
4877,4877,1,1,1
4878,4878,1,1,1
4879,4879,1,1,1
4880,4880,1,0,1
4881,4881,0,1,1
4882,4882,0,0,0
4883,4883,1,0,1
4884,4884,1,0,1
4885,4885,1,0,1
4886,4886,1,0,1
4887,4887,0,1,1
4888,4888,0,1,1
4889,4889,1,0,1
4890,4890,0,0,0
4891,4891,1,0,1
4892,4892,0,1,1
4893,4893,1,0,1
4894,4894,0,0,0
4895,4895,1,0,1
4896,4896,0,1,1
4897,4897,1,1,1
4898,4898,1,1,1
4899,4899,1,1,1
4900,4900,0,0,0
4901,4901,0,0,0
4902,4902,0,0,0
4903,4903,1,1,1
4904,4904,1,0,1
4905,4905,1,0,1
4906,4906,1,1,1
4907,4907,1,0,1
4908,4908,1,0,1
4909,4909,0,0,0
4910,4910,1,1,1
4911,4911,0,0,0
4912,4912,1,0,1
4913,4913,1,0,1
4914,4914,1,0,1
4915,4915,1,1,1
4916,4916,0,0,0
4917,4917,0,1,1
4918,4918,0,1,1
4919,4919,0,0,0
4920,4920,0,0,0
4921,4921,0,1,1
4922,4922,1,1,1
4923,4923,0,1,1
4924,4924,1,1,1
4925,4925,1,0,1
4926,4926,1,0,1
4927,4927,1,0,1
4928,4928,1,0,1
4929,4929,0,1,1
4930,4930,1,0,1
4931,4931,0,1,1
4932,4932,1,0,1
4933,4933,1,1,1
4934,4934,1,0,1
4935,4935,1,1,1
4936,4936,1,1,1
4937,4937,1,1,1
4938,4938,1,0,1
4939,4939,0,0,0
4940,4940,0,1,1
4941,4941,0,1,1
4942,4942,0,1,1
4943,4943,1,0,1
4944,4944,0,1,1
4945,4945,1,1,1
4946,4946,1,0,1
4947,4947,1,0,1
4948,4948,1,0,1
4949,4949,0,0,0
4950,4950,0,0,0
4951,4951,0,0,0
4952,4952,0,1,1
4953,4953,1,1,1
4954,4954,0,0,0
4955,4955,1,1,1
4956,4956,1,0,1
4957,4957,0,1,1
4958,4958,0,1,1
4959,4959,0,1,1
4960,4960,1,1,1
4961,4961,1,0,1
4962,4962,1,1,1
4963,4963,0,1,1
4964,4964,1,1,1
4965,4965,0,1,1
4966,4966,0,1,1
4967,4967,1,0,1
4968,4968,1,1,1
4969,4969,0,1,1
4970,4970,0,0,0
4971,4971,1,0,1
4972,4972,0,1,1
4973,4973,0,0,0
4974,4974,1,1,1
4975,4975,0,1,1
4976,4976,1,1,1
4977,4977,1,1,1
4978,4978,0,1,1
4979,4979,1,0,1
4980,4980,1,0,1
4981,4981,0,1,1
4982,4982,1,1,1
4983,4983,1,0,1
4984,4984,0,1,1
4985,4985,0,1,1
4986,4986,0,0,0
4987,4987,0,1,1
4988,4988,1,0,1
4989,4989,0,1,1
4990,4990,1,1,1
4991,4991,0,1,1
4992,4992,1,0,1
4993,4993,1,1,1
4994,4994,1,1,1
4995,4995,0,1,1
4996,4996,0,1,1
4997,4997,1,0,1
4998,4998,1,0,1
4999,4999,0,1,1
5000,5000,1,0,1
5001,5001,1,1,1
5002,5002,1,0,1
5003,5003,1,1,1
5004,5004,1,0,1
5005,5005,0,0,0
5006,5006,0,0,0
5007,5007,1,0,1
5008,5008,0,1,1
5009,5009,0,1,1
5010,5010,1,1,1
5011,5011,0,0,0
5012,5012,0,0,0
5013,5013,0,1,1
5014,5014,0,1,1
5015,5015,1,0,1
5016,5016,0,0,0
5017,5017,0,1,1
5018,5018,1,0,1
5019,5019,1,1,1
5020,5020,1,0,1
5021,5021,0,0,0
5022,5022,1,1,1
5023,5023,0,1,1
5024,5024,0,1,1
5025,5025,1,0,1
5026,5026,1,0,1
5027,5027,1,1,1
5028,5028,1,1,1
5029,5029,1,0,1
5030,5030,1,0,1
5031,5031,1,0,1
5032,5032,1,1,1
5033,5033,1,0,1
5034,5034,1,0,1
5035,5035,1,1,1
5036,5036,0,0,0
5037,5037,1,0,1
5038,5038,1,1,1
5039,5039,0,0,0
5040,5040,0,1,1
5041,5041,1,0,1
5042,5042,1,1,1
5043,5043,1,0,1
5044,5044,1,0,1
5045,5045,0,1,1
5046,5046,0,1,1
5047,5047,0,0,0
5048,5048,0,1,1
5049,5049,1,0,1
5050,5050,0,1,1
5051,5051,0,1,1
5052,5052,1,0,1
5053,5053,1,0,1
5054,5054,0,1,1
5055,5055,0,0,0
5056,5056,1,0,1
5057,5057,0,1,1
5058,5058,1,1,1
5059,5059,0,0,0
5060,5060,0,0,0
5061,5061,1,0,1
5062,5062,1,1,1
5063,5063,0,0,0
5064,5064,0,0,0
5065,5065,0,1,1
5066,5066,1,1,1
5067,5067,1,1,1
5068,5068,1,0,1
5069,5069,0,1,1
5070,5070,1,0,1
5071,5071,1,1,1
5072,5072,0,1,1
5073,5073,0,0,0
5074,5074,1,0,1
5075,5075,0,0,0
5076,5076,1,0,1
5077,5077,0,0,0
5078,5078,0,0,0
5079,5079,0,1,1
5080,5080,0,0,0
5081,5081,1,1,1
5082,5082,1,0,1
5083,5083,1,0,1
5084,5084,1,1,1
5085,5085,0,0,0
5086,5086,1,0,1
5087,5087,1,0,1
5088,5088,1,0,1
5089,5089,1,0,1
5090,5090,0,0,0
5091,5091,0,1,1
5092,5092,1,0,1
5093,5093,0,0,0
5094,5094,1,1,1
5095,5095,1,0,1
5096,5096,0,0,0
5097,5097,0,0,0
5098,5098,1,1,1
5099,5099,1,1,1
5100,5100,1,1,1
5101,5101,1,0,1
5102,5102,1,1,1
5103,5103,0,1,1
5104,5104,0,1,1
5105,5105,1,0,1
5106,5106,0,1,1
5107,5107,0,0,0
5108,5108,0,0,0
5109,5109,1,1,1
5110,5110,1,0,1
5111,5111,1,1,1
5112,5112,0,0,0
5113,5113,1,1,1
5114,5114,1,0,1
5115,5115,0,1,1
5116,5116,1,1,1
5117,5117,1,0,1
5118,5118,1,0,1
5119,5119,1,0,1
5120,5120,1,0,1
5121,5121,1,1,1
5122,5122,1,1,1
5123,5123,0,0,0
5124,5124,0,1,1
5125,5125,1,0,1
5126,5126,1,0,1
5127,5127,1,1,1
5128,5128,0,1,1
5129,5129,1,0,1
5130,5130,1,0,1
5131,5131,1,1,1
5132,5132,0,1,1
5133,5133,1,1,1
5134,5134,0,1,1
5135,5135,1,1,1
5136,5136,0,0,0
5137,5137,1,1,1
5138,5138,0,1,1
5139,5139,1,0,1
5140,5140,0,0,0
5141,5141,1,1,1
5142,5142,0,0,0
5143,5143,0,1,1
5144,5144,0,0,0
5145,5145,1,1,1
5146,5146,1,0,1
5147,5147,0,1,1
5148,5148,0,1,1
5149,5149,0,0,0
5150,5150,0,1,1
5151,5151,0,1,1
5152,5152,1,1,1
5153,5153,0,0,0
5154,5154,0,0,0
5155,5155,0,0,0
5156,5156,0,0,0
5157,5157,1,0,1
5158,5158,1,0,1
5159,5159,0,0,0
5160,5160,0,1,1
5161,5161,0,0,0
5162,5162,0,1,1
5163,5163,0,1,1
5164,5164,0,0,0
5165,5165,0,0,0
5166,5166,1,1,1
5167,5167,0,0,0
5168,5168,1,1,1
5169,5169,0,1,1
5170,5170,1,1,1
5171,5171,1,1,1
5172,5172,0,1,1
5173,5173,1,1,1
5174,5174,1,1,1
5175,5175,0,0,0
5176,5176,1,0,1
5177,5177,0,1,1
5178,5178,1,1,1
5179,5179,0,1,1
5180,5180,1,0,1
5181,5181,0,1,1
5182,5182,1,0,1
5183,5183,0,1,1
5184,5184,0,1,1
5185,5185,1,0,1
5186,5186,0,1,1
5187,5187,1,1,1
5188,5188,0,1,1
5189,5189,1,0,1
5190,5190,0,0,0
5191,5191,1,0,1
5192,5192,0,1,1
5193,5193,1,0,1
5194,5194,1,0,1
5195,5195,0,0,0
5196,5196,0,1,1
5197,5197,1,0,1
5198,5198,0,0,0
5199,5199,0,1,1
5200,5200,0,1,1
5201,5201,1,0,1
5202,5202,1,0,1
5203,5203,1,0,1
5204,5204,1,0,1
5205,5205,1,1,1
5206,5206,1,0,1
5207,5207,0,1,1
5208,5208,1,0,1
5209,5209,0,0,0
5210,5210,1,1,1
5211,5211,1,0,1
5212,5212,1,0,1
5213,5213,0,0,0
5214,5214,0,1,1
5215,5215,0,0,0
5216,5216,0,1,1
5217,5217,0,0,0
5218,5218,1,1,1
5219,5219,1,1,1
5220,5220,0,0,0
5221,5221,0,1,1
5222,5222,0,1,1
5223,5223,0,1,1
5224,5224,0,1,1
5225,5225,0,1,1
5226,5226,1,0,1
5227,5227,0,0,0
5228,5228,0,0,0
5229,5229,0,0,0
5230,5230,1,0,1
5231,5231,1,1,1
5232,5232,0,0,0
5233,5233,1,0,1
5234,5234,0,1,1
5235,5235,0,1,1
5236,5236,1,0,1
5237,5237,0,1,1
5238,5238,1,0,1
5239,5239,1,1,1
5240,5240,0,1,1
5241,5241,1,0,1
5242,5242,0,0,0
5243,5243,1,0,1
5244,5244,0,0,0
5245,5245,1,0,1
5246,5246,1,1,1
5247,5247,1,1,1
5248,5248,0,1,1
5249,5249,1,1,1
5250,5250,0,1,1
5251,5251,0,0,0
5252,5252,0,0,0
5253,5253,0,0,0
5254,5254,1,0,1
5255,5255,1,0,1
5256,5256,1,0,1
5257,5257,0,0,0
5258,5258,0,1,1
5259,5259,0,1,1
5260,5260,1,0,1
5261,5261,1,1,1
5262,5262,0,1,1
5263,5263,0,1,1
5264,5264,1,1,1
5265,5265,0,1,1
5266,5266,0,1,1
5267,5267,1,0,1
5268,5268,0,1,1
5269,5269,0,1,1
5270,5270,0,0,0
5271,5271,0,0,0
5272,5272,0,0,0
5273,5273,0,1,1
5274,5274,1,0,1
5275,5275,0,1,1
5276,5276,1,0,1
5277,5277,1,1,1
5278,5278,1,0,1
5279,5279,0,1,1
5280,5280,1,0,1
5281,5281,1,0,1
5282,5282,1,0,1
5283,5283,0,1,1
5284,5284,0,0,0
5285,5285,1,1,1
5286,5286,1,0,1
5287,5287,0,0,0
5288,5288,1,0,1
5289,5289,0,0,0
5290,5290,1,0,1
5291,5291,1,0,1
5292,5292,1,0,1
5293,5293,0,0,0
5294,5294,0,1,1
5295,5295,0,0,0
5296,5296,1,0,1
5297,5297,0,1,1
5298,5298,0,1,1
5299,5299,0,0,0
5300,5300,1,1,1
5301,5301,0,1,1
5302,5302,0,1,1
5303,5303,0,0,0
5304,5304,1,0,1
5305,5305,0,1,1
5306,5306,1,0,1
5307,5307,1,0,1
5308,5308,0,0,0
5309,5309,1,1,1
5310,5310,1,0,1
5311,5311,1,1,1
5312,5312,1,0,1
5313,5313,0,0,0
5314,5314,0,1,1
5315,5315,0,0,0
5316,5316,1,1,1
5317,5317,1,0,1
5318,5318,0,0,0
5319,5319,1,1,1
5320,5320,0,1,1
5321,5321,1,0,1
5322,5322,1,0,1
5323,5323,0,0,0
5324,5324,1,1,1
5325,5325,0,1,1
5326,5326,1,0,1
5327,5327,1,0,1
5328,5328,0,1,1
5329,5329,0,0,0
5330,5330,1,0,1
5331,5331,1,0,1
5332,5332,1,0,1
5333,5333,1,0,1
5334,5334,1,1,1
5335,5335,0,0,0
5336,5336,1,1,1
5337,5337,1,0,1
5338,5338,1,0,1
5339,5339,0,0,0
5340,5340,0,0,0
5341,5341,0,0,0
5342,5342,0,1,1
5343,5343,1,0,1
5344,5344,0,1,1
5345,5345,1,0,1
5346,5346,1,0,1
5347,5347,0,1,1
5348,5348,1,1,1
5349,5349,1,0,1
5350,5350,0,0,0
5351,5351,0,0,0
5352,5352,0,1,1
5353,5353,1,0,1
5354,5354,1,0,1
5355,5355,1,0,1
5356,5356,1,0,1
5357,5357,1,1,1
5358,5358,0,0,0
5359,5359,1,1,1
5360,5360,1,1,1
5361,5361,1,0,1
5362,5362,0,1,1
5363,5363,1,0,1
5364,5364,1,1,1
5365,5365,0,1,1
5366,5366,1,0,1
5367,5367,1,1,1
5368,5368,0,1,1
5369,5369,0,1,1
5370,5370,1,1,1
5371,5371,0,1,1
5372,5372,1,1,1
5373,5373,1,1,1
5374,5374,0,1,1
5375,5375,1,0,1
5376,5376,1,1,1
5377,5377,1,0,1
5378,5378,0,0,0
5379,5379,1,0,1
5380,5380,0,0,0
5381,5381,0,1,1
5382,5382,0,0,0
5383,5383,0,0,0
5384,5384,1,0,1
5385,5385,0,0,0
5386,5386,1,0,1
5387,5387,0,0,0
5388,5388,1,0,1
5389,5389,1,1,1
5390,5390,0,0,0
5391,5391,0,1,1
5392,5392,0,1,1
5393,5393,0,1,1
5394,5394,0,0,0
5395,5395,1,1,1
5396,5396,0,0,0
5397,5397,1,1,1
5398,5398,0,1,1
5399,5399,0,0,0
5400,5400,0,1,1
5401,5401,1,0,1
5402,5402,0,0,0
5403,5403,1,1,1
5404,5404,1,0,1
5405,5405,0,1,1
5406,5406,1,1,1
5407,5407,0,0,0
5408,5408,1,0,1
5409,5409,1,1,1
5410,5410,1,0,1
5411,5411,1,0,1
5412,5412,0,0,0
5413,5413,1,1,1
5414,5414,1,1,1
5415,5415,0,0,0
5416,5416,1,0,1
5417,5417,1,1,1
5418,5418,1,1,1
5419,5419,0,1,1
5420,5420,0,0,0
5421,5421,0,1,1
5422,5422,0,0,0
5423,5423,0,0,0
5424,5424,1,0,1
5425,5425,1,0,1
5426,5426,0,1,1
5427,5427,0,1,1
5428,5428,0,1,1
5429,5429,1,1,1
5430,5430,1,0,1
5431,5431,0,1,1
5432,5432,0,1,1
5433,5433,1,1,1
5434,5434,0,1,1
5435,5435,0,0,0
5436,5436,1,1,1
5437,5437,0,0,0
5438,5438,0,0,0
5439,5439,1,0,1
5440,5440,1,1,1
5441,5441,1,0,1
5442,5442,1,0,1
5443,5443,1,0,1
5444,5444,0,0,0
5445,5445,0,1,1
5446,5446,1,1,1
5447,5447,0,1,1
5448,5448,1,1,1
5449,5449,1,1,1
5450,5450,0,0,0
5451,5451,0,0,0
5452,5452,0,0,0
5453,5453,0,1,1
5454,5454,1,0,1
5455,5455,0,0,0
5456,5456,1,0,1
5457,5457,1,0,1
5458,5458,0,0,0
5459,5459,1,1,1
5460,5460,0,1,1
5461,5461,0,0,0
5462,5462,1,0,1
5463,5463,0,0,0
5464,5464,0,0,0
5465,5465,0,1,1
5466,5466,0,0,0
5467,5467,0,0,0
5468,5468,0,0,0
5469,5469,1,0,1
5470,5470,1,0,1
5471,5471,1,0,1
5472,5472,1,1,1
5473,5473,0,0,0
5474,5474,1,0,1
5475,5475,0,0,0
5476,5476,1,1,1
5477,5477,0,1,1
5478,5478,1,1,1
5479,5479,1,1,1
5480,5480,0,0,0
5481,5481,0,0,0
5482,5482,0,1,1
5483,5483,0,1,1
5484,5484,1,0,1
5485,5485,1,0,1
5486,5486,0,1,1
5487,5487,0,1,1
5488,5488,1,1,1
5489,5489,0,1,1
5490,5490,0,0,0
5491,5491,1,0,1
5492,5492,1,0,1
5493,5493,0,0,0
5494,5494,0,0,0
5495,5495,0,0,0
5496,5496,1,1,1
5497,5497,0,1,1
5498,5498,1,1,1
5499,5499,1,1,1
5500,5500,1,1,1
5501,5501,1,1,1
5502,5502,1,0,1
5503,5503,0,0,0
5504,5504,1,0,1
5505,5505,0,1,1
5506,5506,0,0,0
5507,5507,1,1,1
5508,5508,0,1,1
5509,5509,0,1,1
5510,5510,0,1,1
5511,5511,1,0,1
5512,5512,1,1,1
5513,5513,1,0,1
5514,5514,1,0,1
5515,5515,1,0,1
5516,5516,0,0,0
5517,5517,0,0,0
5518,5518,1,0,1
5519,5519,0,0,0
5520,5520,1,0,1
5521,5521,0,1,1
5522,5522,1,1,1
5523,5523,0,1,1
5524,5524,1,1,1
5525,5525,0,0,0
5526,5526,1,0,1
5527,5527,1,1,1
5528,5528,0,1,1
5529,5529,0,0,0
5530,5530,1,0,1
5531,5531,0,1,1
5532,5532,0,1,1
5533,5533,0,0,0
5534,5534,0,0,0
5535,5535,1,0,1
5536,5536,1,0,1
5537,5537,1,0,1
5538,5538,1,1,1
5539,5539,1,0,1
5540,5540,0,1,1
5541,5541,0,1,1
5542,5542,0,1,1
5543,5543,0,0,0
5544,5544,0,1,1
5545,5545,0,0,0
5546,5546,1,1,1
5547,5547,1,1,1
5548,5548,1,1,1
5549,5549,1,0,1
5550,5550,0,1,1
5551,5551,1,0,1
5552,5552,0,1,1
5553,5553,0,1,1
5554,5554,1,0,1
5555,5555,0,1,1
5556,5556,0,1,1
5557,5557,1,1,1
5558,5558,1,0,1
5559,5559,1,1,1
5560,5560,0,1,1
5561,5561,1,1,1
5562,5562,1,0,1
5563,5563,0,1,1
5564,5564,1,1,1
5565,5565,1,1,1
5566,5566,1,0,1
5567,5567,0,1,1
5568,5568,0,1,1
5569,5569,0,0,0
5570,5570,0,1,1
5571,5571,1,1,1
5572,5572,0,1,1
5573,5573,1,1,1
5574,5574,0,0,0
5575,5575,1,0,1
5576,5576,0,0,0
5577,5577,1,0,1
5578,5578,0,0,0
5579,5579,0,1,1
5580,5580,1,1,1
5581,5581,0,0,0
5582,5582,1,1,1
5583,5583,1,1,1
5584,5584,0,1,1
5585,5585,0,0,0
5586,5586,1,1,1
5587,5587,0,0,0
5588,5588,0,1,1
5589,5589,0,1,1
5590,5590,0,1,1
5591,5591,1,1,1
5592,5592,0,1,1
5593,5593,1,1,1
5594,5594,1,0,1
5595,5595,0,1,1
5596,5596,1,1,1
5597,5597,1,1,1
5598,5598,1,0,1
5599,5599,0,1,1
5600,5600,0,1,1
5601,5601,0,0,0
5602,5602,0,0,0
5603,5603,0,1,1
5604,5604,1,1,1
5605,5605,0,0,0
5606,5606,1,1,1
5607,5607,1,1,1
5608,5608,1,0,1
5609,5609,0,1,1
5610,5610,1,1,1
5611,5611,0,0,0
5612,5612,0,0,0
5613,5613,0,1,1
5614,5614,0,0,0
5615,5615,0,0,0
5616,5616,0,1,1
5617,5617,0,1,1
5618,5618,0,1,1
5619,5619,0,1,1
5620,5620,1,0,1
5621,5621,1,1,1
5622,5622,0,1,1
5623,5623,1,0,1
5624,5624,0,1,1
5625,5625,1,0,1
5626,5626,0,0,0
5627,5627,0,0,0
5628,5628,1,0,1
5629,5629,0,1,1
5630,5630,1,1,1
5631,5631,0,0,0
5632,5632,0,0,0
5633,5633,0,0,0
5634,5634,1,0,1
5635,5635,1,0,1
5636,5636,1,0,1
5637,5637,1,1,1
5638,5638,0,0,0
5639,5639,0,1,1
5640,5640,1,0,1
5641,5641,0,0,0
5642,5642,1,0,1
5643,5643,1,1,1
5644,5644,0,1,1
5645,5645,1,0,1
5646,5646,0,0,0
5647,5647,1,1,1
5648,5648,0,1,1
5649,5649,1,0,1
5650,5650,0,0,0
5651,5651,1,1,1
5652,5652,1,1,1
5653,5653,1,0,1
5654,5654,1,1,1
5655,5655,0,0,0
5656,5656,0,1,1
5657,5657,0,1,1
5658,5658,0,1,1
5659,5659,1,1,1
5660,5660,1,1,1
5661,5661,0,1,1
5662,5662,1,1,1
5663,5663,1,0,1
5664,5664,1,1,1
5665,5665,0,0,0
5666,5666,0,0,0
5667,5667,0,0,0
5668,5668,0,1,1
5669,5669,0,1,1
5670,5670,0,0,0
5671,5671,0,1,1
5672,5672,1,1,1
5673,5673,0,1,1
5674,5674,1,0,1
5675,5675,1,1,1
5676,5676,0,1,1
5677,5677,1,0,1
5678,5678,1,0,1
5679,5679,0,0,0
5680,5680,0,1,1
5681,5681,1,0,1
5682,5682,0,1,1
5683,5683,0,1,1
5684,5684,0,1,1
