,clk,rising,count,count_next,correct
31485,0,0,31,31,1
31486,1,0,31,31,1
31487,1,1,31,0,1
31488,0,0,0,0,1
31489,1,0,0,10,0
31490,1,1,0,30,0
31491,0,0,1,1,1
31492,1,0,1,1,1
31493,1,1,1,2,1
31494,0,0,2,2,1
31495,1,0,2,29,0
31496,1,1,2,2,0
31497,0,0,3,3,1
31498,1,0,3,30,0
31499,1,1,3,4,1
31500,0,0,4,22,0
31501,1,0,4,15,0
31502,1,1,4,4,0
31503,0,0,5,10,0
31504,1,0,5,0,0
31505,1,1,5,6,1
31506,0,0,6,6,1
31507,1,0,6,6,1
31508,1,1,6,2,0
31509,0,0,7,7,1
31510,1,0,7,6,0
31511,1,1,7,13,0
31512,0,0,8,10,0
31513,1,0,8,8,1
31514,1,1,8,9,1
31515,0,0,9,21,0
31516,1,0,9,9,1
31517,1,1,9,10,1
31518,0,0,10,10,1
31519,1,0,10,10,1
31520,1,1,10,13,0
31521,0,0,11,3,0
31522,1,0,11,11,1
31523,1,1,11,12,1
31524,0,0,12,12,1
31525,1,0,12,26,0
31526,1,1,12,9,0
31527,0,0,13,13,1
31528,1,0,13,13,1
31529,1,1,13,14,1
31530,0,0,14,14,1
31531,1,0,14,14,1
31532,1,1,14,15,1
31533,0,0,15,11,0
31534,1,0,15,6,0
31535,1,1,15,16,1
31536,0,0,16,22,0
31537,1,0,16,16,1
31538,1,1,16,17,1
31539,0,0,17,27,0
31540,1,0,17,17,1
31541,1,1,17,18,1
31542,0,0,18,18,1
31543,1,0,18,2,0
31544,1,1,18,10,0
31545,0,0,19,19,1
31546,1,0,19,14,0
31547,1,1,19,3,0
31548,0,0,20,20,1
31549,1,0,20,4,0
31550,1,1,20,21,1
31551,0,0,21,21,1
31552,1,0,21,1,0
31553,1,1,21,22,1
31554,0,0,22,22,1
31555,1,0,22,22,1
31556,1,1,22,23,1
31557,0,0,23,5,0
31558,1,0,23,23,1
31559,1,1,23,27,0
31560,0,0,24,4,0
31561,1,0,24,24,1
31562,1,1,24,26,0
31563,0,0,25,25,1
31564,1,0,25,15,0
31565,1,1,25,17,0
31566,0,0,26,19,0
31567,1,0,26,23,0
31568,1,1,26,27,1
31569,0,0,27,22,0
31570,1,0,27,28,0
31571,1,1,27,12,0
31572,0,0,28,14,0
31573,1,0,28,28,1
31574,1,1,28,29,1
31575,0,0,29,30,0
31576,1,0,29,25,0
31577,1,1,29,28,0
31578,0,0,30,18,0
31579,1,0,30,19,0
31580,1,1,30,31,1
31581,0,0,31,13,0
31582,1,0,31,31,1
31583,1,1,31,0,1
31584,0,0,0,0,1
31585,1,0,0,22,0
31586,1,1,0,1,1
31587,0,0,1,15,0
31588,1,0,1,1,1
31589,1,1,1,17,0
31590,0,0,2,2,1
31591,1,0,2,2,1
31592,1,1,2,12,0
31593,0,0,3,5,0
31594,1,0,3,10,0
31595,1,1,3,24,0
31596,0,0,4,4,1
31597,1,0,4,4,1
31598,1,1,4,5,1
31599,0,0,5,4,0
31600,1,0,5,2,0
31601,1,1,5,6,1
31602,0,0,6,6,1
31603,1,0,6,6,1
31604,1,1,6,24,0
31605,0,0,7,28,0
31606,1,0,7,7,1
31607,1,1,7,13,0
31608,0,0,8,8,1
31609,1,0,8,8,1
31610,1,1,8,5,0
31611,0,0,9,9,1
31612,1,0,9,9,1
31613,1,1,9,10,1
31614,0,0,10,11,0
31615,1,0,10,4,0
31616,1,1,10,11,1
31617,0,0,11,11,1
31618,1,0,11,7,0
31619,1,1,11,26,0
31620,0,0,12,3,0
31621,1,0,12,4,0
31622,1,1,12,28,0
31623,0,0,13,16,0
31624,1,0,13,13,1
31625,1,1,13,14,1
31626,0,0,14,14,1
31627,1,0,14,14,1
31628,1,1,14,17,0
31629,0,0,15,15,1
31630,1,0,15,15,1
31631,1,1,15,16,1
31632,0,0,16,16,1
31633,1,0,16,24,0
31634,1,1,16,4,0
31635,0,0,17,8,0
31636,1,0,17,17,1
31637,1,1,17,26,0
31638,0,0,18,23,0
31639,1,0,18,18,1
31640,1,1,18,19,1
31641,0,0,19,8,0
31642,1,0,19,19,1
31643,1,1,19,20,1
31644,0,0,20,4,0
31645,1,0,20,20,1
31646,1,1,20,21,1
31647,0,0,21,13,0
31648,1,0,21,18,0
31649,1,1,21,22,1
31650,0,0,22,9,0
31651,1,0,22,22,1
31652,1,1,22,8,0
31653,0,0,23,9,0
31654,1,0,23,4,0
31655,1,1,23,24,1
31656,0,0,24,9,0
31657,1,0,24,24,1
31658,1,1,24,13,0
31659,0,0,25,18,0
31660,1,0,25,25,1
31661,1,1,25,26,1
31662,0,0,26,26,1
31663,1,0,26,24,0
31664,1,1,26,27,1
31665,0,0,27,27,1
31666,1,0,27,7,0
31667,1,1,27,15,0
31668,0,0,28,27,0
31669,1,0,28,21,0
31670,1,1,28,29,1
31671,0,0,29,2,0
31672,1,0,29,17,0
31673,1,1,29,7,0
31674,0,0,30,2,0
31675,1,0,30,15,0
31676,1,1,30,26,0
31677,0,0,31,31,1
31678,1,0,31,19,0
31679,1,1,31,27,0
31680,0,0,0,8,0
31681,1,0,0,0,1
31682,1,1,0,23,0
31683,0,0,1,17,0
31684,1,0,1,8,0
31685,1,1,1,4,0
31686,0,0,2,31,0
31687,1,0,2,2,1
31688,1,1,2,15,0
31689,0,0,3,3,1
31690,1,0,3,3,1
31691,1,1,3,4,1
31692,0,0,4,29,0
31693,1,0,4,23,0
31694,1,1,4,5,1
31695,0,0,5,5,1
31696,1,0,5,5,1
31697,1,1,5,13,0
31698,0,0,6,6,1
31699,1,0,6,30,0
31700,1,1,6,9,0
31701,0,0,7,0,0
31702,1,0,7,19,0
31703,1,1,7,8,1
31704,0,0,8,8,1
31705,1,0,8,26,0
31706,1,1,8,9,1
31707,0,0,9,22,0
31708,1,0,9,9,1
31709,1,1,9,10,1
31710,0,0,10,23,0
31711,1,0,10,2,0
31712,1,1,10,7,0
31713,0,0,11,23,0
31714,1,0,11,10,0
31715,1,1,11,12,1
31716,0,0,12,12,1
31717,1,0,12,12,1
31718,1,1,12,13,1
31719,0,0,13,13,1
31720,1,0,13,14,0
31721,1,1,13,14,1
31722,0,0,14,9,0
31723,1,0,14,14,1
31724,1,1,14,0,0
31725,0,0,15,15,1
31726,1,0,15,11,0
31727,1,1,15,16,1
31728,0,0,16,16,1
31729,1,0,16,13,0
31730,1,1,16,21,0
31731,0,0,17,31,0
31732,1,0,17,21,0
31733,1,1,17,25,0
31734,0,0,18,18,1
31735,1,0,18,2,0
31736,1,1,18,19,1
31737,0,0,19,19,1
31738,1,0,19,24,0
31739,1,1,19,20,1
31740,0,0,20,27,0
31741,1,0,20,31,0
31742,1,1,20,9,0
31743,0,0,21,21,1
31744,1,0,21,13,0
31745,1,1,21,22,1
31746,0,0,22,2,0
31747,1,0,22,22,1
31748,1,1,22,6,0
31749,0,0,23,23,1
31750,1,0,23,20,0
31751,1,1,23,9,0
31752,0,0,24,24,1
31753,1,0,24,21,0
31754,1,1,24,19,0
31755,0,0,25,25,1
31756,1,0,25,15,0
31757,1,1,25,22,0
31758,0,0,26,28,0
31759,1,0,26,21,0
31760,1,1,26,20,0
31761,0,0,27,27,1
31762,1,0,27,27,1
31763,1,1,27,28,1
31764,0,0,28,23,0
31765,1,0,28,28,1
31766,1,1,28,12,0
31767,0,0,29,29,1
31768,1,0,29,29,1
31769,1,1,29,30,1
31770,0,0,30,25,0
31771,1,0,30,30,1
31772,1,1,30,28,0
31773,0,0,31,31,1
31774,1,0,31,31,1
31775,1,1,31,9,0
31776,0,0,0,27,0
31777,1,0,0,0,1
31778,1,1,0,1,1
31779,0,0,1,1,1
31780,1,0,1,21,0
31781,1,1,1,28,0
31782,0,0,2,2,1
31783,1,0,2,2,1
31784,1,1,2,3,1
31785,0,0,3,3,1
31786,1,0,3,3,1
31787,1,1,3,29,0
31788,0,0,4,28,0
31789,1,0,4,4,1
31790,1,1,4,8,0
31791,0,0,5,5,1
31792,1,0,5,5,1
31793,1,1,5,28,0
31794,0,0,6,3,0
31795,1,0,6,6,1
31796,1,1,6,7,1
31797,0,0,7,7,1
31798,1,0,7,18,0
31799,1,1,7,8,1
31800,0,0,8,5,0
31801,1,0,8,8,1
31802,1,1,8,31,0
31803,0,0,9,14,0
31804,1,0,9,9,1
31805,1,1,9,10,1
31806,0,0,10,14,0
31807,1,0,10,1,0
31808,1,1,10,18,0
31809,0,0,11,11,1
31810,1,0,11,4,0
31811,1,1,11,4,0
31812,0,0,12,4,0
31813,1,0,12,12,1
31814,1,1,12,25,0
31815,0,0,13,13,1
31816,1,0,13,17,0
31817,1,1,13,14,1
31818,0,0,14,17,0
31819,1,0,14,12,0
31820,1,1,14,21,0
31821,0,0,15,15,1
31822,1,0,15,15,1
31823,1,1,15,1,0
31824,0,0,16,17,0
31825,1,0,16,0,0
31826,1,1,16,17,1
31827,0,0,17,17,1
31828,1,0,17,15,0
31829,1,1,17,18,1
31830,0,0,18,18,1
31831,1,0,18,27,0
31832,1,1,18,21,0
31833,0,0,19,19,1
31834,1,0,19,5,0
31835,1,1,19,2,0
31836,0,0,20,20,1
31837,1,0,20,20,1
31838,1,1,20,21,1
31839,0,0,21,18,0
31840,1,0,21,21,1
31841,1,1,21,22,1
31842,0,0,22,4,0
31843,1,0,22,22,1
31844,1,1,22,23,1
31845,0,0,23,14,0
31846,1,0,23,23,1
31847,1,1,23,24,1
31848,0,0,24,11,0
31849,1,0,24,24,1
31850,1,1,24,25,1
31851,0,0,25,14,0
31852,1,0,25,6,0
31853,1,1,25,8,0
31854,0,0,26,26,1
31855,1,0,26,26,1
31856,1,1,26,0,0
31857,0,0,27,27,1
31858,1,0,27,27,1
31859,1,1,27,28,1
31860,0,0,28,28,1
31861,1,0,28,28,1
31862,1,1,28,25,0
31863,0,0,29,24,0
31864,1,0,29,29,1
31865,1,1,29,30,1
31866,0,0,30,30,1
31867,1,0,30,30,1
31868,1,1,30,31,1
31869,0,0,31,31,1
31870,1,0,31,30,0
31871,1,1,31,0,1
31872,0,0,0,2,0
31873,1,0,0,5,0
31874,1,1,0,1,1
31875,0,0,1,29,0
31876,1,0,1,1,1
31877,1,1,1,26,0
31878,0,0,2,16,0
31879,1,0,2,2,1
31880,1,1,2,12,0
31881,0,0,3,0,0
31882,1,0,3,0,0
31883,1,1,3,17,0
31884,0,0,4,22,0
31885,1,0,4,26,0
31886,1,1,4,6,0
31887,0,0,5,19,0
31888,1,0,5,24,0
31889,1,1,5,4,0
31890,0,0,6,6,1
31891,1,0,6,6,1
31892,1,1,6,16,0
31893,0,0,7,6,0
31894,1,0,7,7,1
31895,1,1,7,5,0
31896,0,0,8,8,1
31897,1,0,8,8,1
31898,1,1,8,9,1
31899,0,0,9,9,1
31900,1,0,9,1,0
31901,1,1,9,13,0
31902,0,0,10,10,1
31903,1,0,10,10,1
31904,1,1,10,11,1
31905,0,0,11,6,0
31906,1,0,11,17,0
31907,1,1,11,12,1
31908,0,0,12,12,1
31909,1,0,12,30,0
31910,1,1,12,4,0
31911,0,0,13,24,0
31912,1,0,13,13,1
31913,1,1,13,13,0
31914,0,0,14,14,1
31915,1,0,14,14,1
31916,1,1,14,7,0
31917,0,0,15,15,1
31918,1,0,15,15,1
31919,1,1,15,16,1
31920,0,0,16,11,0
31921,1,0,16,2,0
31922,1,1,16,2,0
31923,0,0,17,2,0
31924,1,0,17,12,0
31925,1,1,17,0,0
31926,0,0,18,18,1
31927,1,0,18,18,1
31928,1,1,18,19,1
31929,0,0,19,19,1
31930,1,0,19,19,1
31931,1,1,19,20,1
31932,0,0,20,28,0
31933,1,0,20,11,0
31934,1,1,20,11,0
31935,0,0,21,21,1
31936,1,0,21,21,1
31937,1,1,21,0,0
31938,0,0,22,4,0
31939,1,0,22,22,1
31940,1,1,22,23,1
31941,0,0,23,29,0
31942,1,0,23,17,0
31943,1,1,23,6,0
31944,0,0,24,24,1
31945,1,0,24,23,0
31946,1,1,24,25,1
31947,0,0,25,17,0
31948,1,0,25,25,1
31949,1,1,25,29,0
31950,0,0,26,10,0
31951,1,0,26,9,0
31952,1,1,26,16,0
31953,0,0,27,27,1
31954,1,0,27,27,1
31955,1,1,27,28,1
31956,0,0,28,28,1
31957,1,0,28,1,0
31958,1,1,28,29,1
31959,0,0,29,29,1
31960,1,0,29,29,1
31961,1,1,29,30,1
31962,0,0,30,8,0
31963,1,0,30,30,1
31964,1,1,30,20,0
31965,0,0,31,7,0
31966,1,0,31,8,0
31967,1,1,31,8,0
31968,0,0,0,0,1
31969,1,0,0,3,0
31970,1,1,0,1,1
31971,0,0,1,1,1
31972,1,0,1,1,1
31973,1,1,1,2,1
31974,0,0,2,2,1
31975,1,0,2,14,0
31976,1,1,2,5,0
31977,0,0,3,3,1
31978,1,0,3,17,0
31979,1,1,3,4,1
31980,0,0,4,4,1
31981,1,0,4,4,1
31982,1,1,4,5,1
31983,0,0,5,5,1
31984,1,0,5,5,1
31985,1,1,5,1,0
31986,0,0,6,6,1
31987,1,0,6,6,1
31988,1,1,6,7,1
31989,0,0,7,7,1
31990,1,0,7,7,1
31991,1,1,7,30,0
31992,0,0,8,30,0
31993,1,0,8,8,1
31994,1,1,8,9,1
31995,0,0,9,6,0
31996,1,0,9,10,0
31997,1,1,9,21,0
31998,0,0,10,18,0
31999,1,0,10,10,1
32000,1,1,10,26,0
32001,0,0,11,11,1
32002,1,0,11,11,1
32003,1,1,11,12,1
32004,0,0,12,27,0
32005,1,0,12,12,1
32006,1,1,12,15,0
32007,0,0,13,13,1
32008,1,0,13,13,1
32009,1,1,13,14,1
32010,0,0,14,14,1
32011,1,0,14,15,0
32012,1,1,14,15,1
32013,0,0,15,15,1
32014,1,0,15,15,1
32015,1,1,15,16,1
32016,0,0,16,7,0
32017,1,0,16,12,0
32018,1,1,16,15,0
32019,0,0,17,4,0
32020,1,0,17,17,1
32021,1,1,17,18,1
32022,0,0,18,18,1
32023,1,0,18,31,0
32024,1,1,18,19,1
32025,0,0,19,19,1
32026,1,0,19,14,0
32027,1,1,19,20,1
32028,0,0,20,14,0
32029,1,0,20,19,0
32030,1,1,20,21,1
32031,0,0,21,20,0
32032,1,0,21,21,1
32033,1,1,21,26,0
32034,0,0,22,6,0
32035,1,0,22,13,0
32036,1,1,22,23,1
32037,0,0,23,23,1
32038,1,0,23,23,1
32039,1,1,23,31,0
32040,0,0,24,19,0
32041,1,0,24,22,0
32042,1,1,24,25,1
32043,0,0,25,26,0
32044,1,0,25,17,0
32045,1,1,25,14,0
32046,0,0,26,28,0
32047,1,0,26,26,1
32048,1,1,26,27,1
32049,0,0,27,16,0
32050,1,0,27,29,0
32051,1,1,27,15,0
32052,0,0,28,0,0
32053,1,0,28,28,1
32054,1,1,28,29,1
32055,0,0,29,29,1
32056,1,0,29,17,0
32057,1,1,29,30,1
32058,0,0,30,11,0
32059,1,0,30,1,0
32060,1,1,30,31,1
32061,0,0,31,11,0
32062,1,0,31,22,0
32063,1,1,31,0,1
32064,0,0,0,11,0
32065,1,0,0,0,1
32066,1,1,0,1,1
32067,0,0,1,4,0
32068,1,0,1,7,0
32069,1,1,1,4,0
32070,0,0,2,28,0
32071,1,0,2,2,1
32072,1,1,2,27,0
32073,0,0,3,22,0
32074,1,0,3,3,1
32075,1,1,3,4,1
32076,0,0,4,4,1
32077,1,0,4,31,0
32078,1,1,4,13,0
32079,0,0,5,5,1
32080,1,0,5,5,1
32081,1,1,5,6,1
32082,0,0,6,2,0
32083,1,0,6,29,0
32084,1,1,6,28,0
32085,0,0,7,7,1
32086,1,0,7,7,1
32087,1,1,7,2,0
32088,0,0,8,8,1
32089,1,0,8,8,1
32090,1,1,8,0,0
32091,0,0,9,9,1
32092,1,0,9,9,1
32093,1,1,9,7,0
32094,0,0,10,10,1
32095,1,0,10,2,0
32096,1,1,10,11,1
32097,0,0,11,13,0
32098,1,0,11,11,1
32099,1,1,11,12,1
32100,0,0,12,7,0
32101,1,0,12,12,1
32102,1,1,12,13,1
32103,0,0,13,13,1
32104,1,0,13,31,0
32105,1,1,13,14,1
32106,0,0,14,14,1
32107,1,0,14,16,0
32108,1,1,14,15,1
32109,0,0,15,20,0
32110,1,0,15,15,1
32111,1,1,15,16,1
32112,0,0,16,16,1
32113,1,0,16,16,1
32114,1,1,16,17,1
32115,0,0,17,29,0
32116,1,0,17,17,1
32117,1,1,17,21,0
32118,0,0,18,20,0
32119,1,0,18,18,1
32120,1,1,18,19,1
32121,0,0,19,8,0
32122,1,0,19,19,1
32123,1,1,19,20,1
32124,0,0,20,14,0
32125,1,0,20,20,1
32126,1,1,20,21,1
32127,0,0,21,5,0
32128,1,0,21,21,1
32129,1,1,21,22,1
32130,0,0,22,22,1
32131,1,0,22,22,1
32132,1,1,22,23,1
32133,0,0,23,19,0
32134,1,0,23,27,0
32135,1,1,23,24,1
32136,0,0,24,1,0
32137,1,0,24,23,0
32138,1,1,24,25,1
32139,0,0,25,13,0
32140,1,0,25,25,1
32141,1,1,25,26,1
32142,0,0,26,31,0
32143,1,0,26,26,1
32144,1,1,26,27,1
32145,0,0,27,30,0
32146,1,0,27,3,0
32147,1,1,27,26,0
32148,0,0,28,28,1
32149,1,0,28,28,1
32150,1,1,28,29,1
32151,0,0,29,7,0
32152,1,0,29,29,1
32153,1,1,29,30,1
32154,0,0,30,30,1
32155,1,0,30,27,0
32156,1,1,30,31,1
32157,0,0,31,31,1
32158,1,0,31,31,1
32159,1,1,31,5,0
32160,0,0,0,0,1
32161,1,0,0,13,0
32162,1,1,0,1,1
32163,0,0,1,1,1
32164,1,0,1,2,0
32165,1,1,1,2,1
32166,0,0,2,17,0
32167,1,0,2,13,0
32168,1,1,2,7,0
32169,0,0,3,3,1
32170,1,0,3,3,1
32171,1,1,3,4,1
32172,0,0,4,5,0
32173,1,0,4,4,1
32174,1,1,4,9,0
32175,0,0,5,5,1
32176,1,0,5,27,0
32177,1,1,5,6,1
32178,0,0,6,6,1
32179,1,0,6,6,1
32180,1,1,6,7,1
32181,0,0,7,7,1
32182,1,0,7,7,1
32183,1,1,7,8,1
32184,0,0,8,8,1
32185,1,0,8,8,1
32186,1,1,8,9,1
32187,0,0,9,24,0
32188,1,0,9,10,0
32189,1,1,9,10,1
32190,0,0,10,10,1
32191,1,0,10,14,0
32192,1,1,10,11,1
32193,0,0,11,12,0
32194,1,0,11,11,1
32195,1,1,11,2,0
32196,0,0,12,12,1
32197,1,0,12,12,1
32198,1,1,12,10,0
32199,0,0,13,13,1
32200,1,0,13,11,0
32201,1,1,13,14,1
32202,0,0,14,14,1
32203,1,0,14,17,0
32204,1,1,14,19,0
32205,0,0,15,16,0
32206,1,0,15,18,0
32207,1,1,15,10,0
32208,0,0,16,28,0
32209,1,0,16,7,0
32210,1,1,16,17,1
32211,0,0,17,4,0
32212,1,0,17,10,0
32213,1,1,17,18,1
32214,0,0,18,18,1
32215,1,0,18,18,1
32216,1,1,18,19,1
32217,0,0,19,3,0
32218,1,0,19,19,1
32219,1,1,19,20,1
32220,0,0,20,20,1
32221,1,0,20,4,0
32222,1,1,20,9,0
32223,0,0,21,21,1
32224,1,0,21,21,1
32225,1,1,21,5,0
32226,0,0,22,10,0
32227,1,0,22,22,1
32228,1,1,22,15,0
32229,0,0,23,23,1
32230,1,0,23,23,1
32231,1,1,23,12,0
32232,0,0,24,10,0
32233,1,0,24,24,1
32234,1,1,24,8,0
32235,0,0,25,14,0
32236,1,0,25,16,0
32237,1,1,25,11,0
32238,0,0,26,26,1
32239,1,0,26,26,1
32240,1,1,26,13,0
32241,0,0,27,27,1
32242,1,0,27,24,0
32243,1,1,27,28,1
32244,0,0,28,28,1
32245,1,0,28,19,0
32246,1,1,28,29,1
32247,0,0,29,29,1
32248,1,0,29,27,0
32249,1,1,29,30,1
32250,0,0,30,30,1
32251,1,0,30,3,0
32252,1,1,30,5,0
32253,0,0,31,31,1
32254,1,0,31,6,0
32255,1,1,31,0,1
32256,0,0,0,21,0
32257,1,0,0,1,0
32258,1,1,0,9,0
32259,0,0,1,31,0
32260,1,0,1,1,1
32261,1,1,1,2,1
32262,0,0,2,2,1
32263,1,0,2,2,1
32264,1,1,2,5,0
32265,0,0,3,21,0
32266,1,0,3,3,1
32267,1,1,3,4,1
32268,0,0,4,4,1
32269,1,0,4,26,0
32270,1,1,4,5,1
32271,0,0,5,5,1
32272,1,0,5,6,0
32273,1,1,5,5,0
32274,0,0,6,13,0
32275,1,0,6,1,0
32276,1,1,6,23,0
32277,0,0,7,13,0
32278,1,0,7,13,0
32279,1,1,7,8,1
32280,0,0,8,10,0
32281,1,0,8,28,0
32282,1,1,8,2,0
32283,0,0,9,9,1
32284,1,0,9,6,0
32285,1,1,9,24,0
32286,0,0,10,10,1
32287,1,0,10,10,1
32288,1,1,10,30,0
32289,0,0,11,11,1
32290,1,0,11,17,0
32291,1,1,11,12,1
32292,0,0,12,16,0
32293,1,0,12,12,1
32294,1,1,12,16,0
32295,0,0,13,29,0
32296,1,0,13,29,0
32297,1,1,13,16,0
32298,0,0,14,14,1
32299,1,0,14,16,0
32300,1,1,14,15,1
32301,0,0,15,24,0
32302,1,0,15,21,0
32303,1,1,15,13,0
32304,0,0,16,9,0
32305,1,0,16,16,1
32306,1,1,16,17,1
32307,0,0,17,17,1
32308,1,0,17,17,1
32309,1,1,17,3,0
32310,0,0,18,18,1
32311,1,0,18,18,1
32312,1,1,18,19,1
32313,0,0,19,19,1
32314,1,0,19,19,1
32315,1,1,19,7,0
32316,0,0,20,27,0
32317,1,0,20,20,1
32318,1,1,20,21,1
32319,0,0,21,31,0
32320,1,0,21,21,1
32321,1,1,21,15,0
32322,0,0,22,22,1
32323,1,0,22,22,1
32324,1,1,22,22,0
32325,0,0,23,23,1
32326,1,0,23,5,0
32327,1,1,23,24,1
32328,0,0,24,24,1
32329,1,0,24,8,0
32330,1,1,24,25,1
32331,0,0,25,25,1
32332,1,0,25,9,0
32333,1,1,25,26,1
32334,0,0,26,26,1
32335,1,0,26,26,1
32336,1,1,26,23,0
32337,0,0,27,30,0
32338,1,0,27,27,1
32339,1,1,27,28,1
32340,0,0,28,3,0
32341,1,0,28,28,1
32342,1,1,28,22,0
32343,0,0,29,29,1
32344,1,0,29,31,0
32345,1,1,29,4,0
32346,0,0,30,19,0
32347,1,0,30,30,1
32348,1,1,30,16,0
32349,0,0,31,14,0
32350,1,0,31,27,0
32351,1,1,31,21,0
32352,0,0,0,27,0
32353,1,0,0,19,0
32354,1,1,0,22,0
32355,0,0,1,11,0
32356,1,0,1,1,1
32357,1,1,1,2,1
32358,0,0,2,3,0
32359,1,0,2,2,1
32360,1,1,2,9,0
32361,0,0,3,3,1
32362,1,0,3,30,0
32363,1,1,3,4,1
32364,0,0,4,4,1
32365,1,0,4,4,1
32366,1,1,4,5,1
32367,0,0,5,5,1
32368,1,0,5,5,1
32369,1,1,5,1,0
32370,0,0,6,6,1
32371,1,0,6,30,0
32372,1,1,6,6,0
32373,0,0,7,7,1
32374,1,0,7,24,0
32375,1,1,7,4,0
32376,0,0,8,5,0
32377,1,0,8,8,1
32378,1,1,8,11,0
32379,0,0,9,9,1
32380,1,0,9,9,1
32381,1,1,9,26,0
32382,0,0,10,31,0
32383,1,0,10,10,1
32384,1,1,10,11,1
32385,0,0,11,19,0
32386,1,0,11,11,1
32387,1,1,11,31,0
32388,0,0,12,12,1
32389,1,0,12,24,0
32390,1,1,12,13,1
32391,0,0,13,27,0
32392,1,0,13,13,1
32393,1,1,13,14,1
32394,0,0,14,14,1
32395,1,0,14,14,1
32396,1,1,14,15,1
32397,0,0,15,6,0
32398,1,0,15,22,0
32399,1,1,15,5,0
32400,0,0,16,16,1
32401,1,0,16,12,0
32402,1,1,16,17,1
32403,0,0,17,27,0
32404,1,0,17,28,0
32405,1,1,17,18,1
32406,0,0,18,16,0
32407,1,0,18,18,1
32408,1,1,18,11,0
32409,0,0,19,11,0
32410,1,0,19,23,0
32411,1,1,19,28,0
32412,0,0,20,20,1
32413,1,0,20,12,0
32414,1,1,20,21,1
32415,0,0,21,21,1
32416,1,0,21,21,1
32417,1,1,21,22,1
32418,0,0,22,22,1
32419,1,0,22,22,1
32420,1,1,22,28,0
32421,0,0,23,23,1
32422,1,0,23,23,1
32423,1,1,23,24,1
32424,0,0,24,24,1
32425,1,0,24,24,1
32426,1,1,24,25,1
32427,0,0,25,25,1
32428,1,0,25,29,0
32429,1,1,25,19,0
32430,0,0,26,25,0
32431,1,0,26,3,0
32432,1,1,26,27,1
32433,0,0,27,27,1
32434,1,0,27,22,0
32435,1,1,27,7,0
32436,0,0,28,28,1
32437,1,0,28,24,0
32438,1,1,28,27,0
32439,0,0,29,15,0
32440,1,0,29,30,0
32441,1,1,29,1,0
32442,0,0,30,15,0
32443,1,0,30,30,1
32444,1,1,30,31,1
32445,0,0,31,31,1
32446,1,0,31,31,1
32447,1,1,31,0,1
32448,0,0,0,0,1
32449,1,0,0,17,0
32450,1,1,0,1,1
32451,0,0,1,27,0
32452,1,0,1,14,0
32453,1,1,1,11,0
32454,0,0,2,2,1
32455,1,0,2,28,0
32456,1,1,2,26,0
32457,0,0,3,3,1
32458,1,0,3,15,0
32459,1,1,3,4,1
32460,0,0,4,20,0
32461,1,0,4,4,1
32462,1,1,4,5,1
32463,0,0,5,1,0
32464,1,0,5,6,0
32465,1,1,5,11,0
32466,0,0,6,3,0
32467,1,0,6,6,1
32468,1,1,6,21,0
32469,0,0,7,27,0
32470,1,0,7,6,0
32471,1,1,7,8,1
32472,0,0,8,23,0
32473,1,0,8,0,0
32474,1,1,8,22,0
32475,0,0,9,9,1
32476,1,0,9,9,1
32477,1,1,9,10,1
32478,0,0,10,24,0
32479,1,0,10,15,0
32480,1,1,10,24,0
32481,0,0,11,20,0
32482,1,0,11,11,1
32483,1,1,11,12,1
32484,0,0,12,8,0
32485,1,0,12,1,0
32486,1,1,12,29,0
32487,0,0,13,13,1
32488,1,0,13,13,1
32489,1,1,13,14,1
32490,0,0,14,14,1
32491,1,0,14,14,1
32492,1,1,14,8,0
32493,0,0,15,15,1
32494,1,0,15,7,0
32495,1,1,15,6,0
32496,0,0,16,16,1
32497,1,0,16,16,1
32498,1,1,16,17,1
32499,0,0,17,15,0
32500,1,0,17,21,0
32501,1,1,17,18,1
32502,0,0,18,18,1
32503,1,0,18,13,0
32504,1,1,18,1,0
32505,0,0,19,24,0
32506,1,0,19,9,0
32507,1,1,19,20,1
32508,0,0,20,12,0
32509,1,0,20,3,0
32510,1,1,20,21,1
32511,0,0,21,21,1
32512,1,0,21,21,1
32513,1,1,21,19,0
32514,0,0,22,15,0
32515,1,0,22,22,1
32516,1,1,22,8,0
32517,0,0,23,23,1
32518,1,0,23,15,0
32519,1,1,23,24,1
32520,0,0,24,23,0
32521,1,0,24,16,0
32522,1,1,24,25,1
32523,0,0,25,14,0
32524,1,0,25,7,0
32525,1,1,25,15,0
32526,0,0,26,26,1
32527,1,0,26,23,0
32528,1,1,26,27,1
32529,0,0,27,27,1
32530,1,0,27,27,1
32531,1,1,27,28,1
32532,0,0,28,30,0
32533,1,0,28,26,0
32534,1,1,28,29,1
32535,0,0,29,29,1
32536,1,0,29,9,0
32537,1,1,29,0,0
32538,0,0,30,30,1
32539,1,0,30,30,1
32540,1,1,30,31,1
32541,0,0,31,26,0
32542,1,0,31,2,0
32543,1,1,31,27,0
32544,0,0,0,21,0
32545,1,0,0,31,0
32546,1,1,0,1,1
32547,0,0,1,8,0
32548,1,0,1,1,1
32549,1,1,1,24,0
32550,0,0,2,2,1
32551,1,0,2,18,0
32552,1,1,2,3,1
32553,0,0,3,3,1
32554,1,0,3,3,1
32555,1,1,3,24,0
32556,0,0,4,20,0
32557,1,0,4,28,0
32558,1,1,4,5,1
32559,0,0,5,8,0
