,clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,OUTCHANGED,CORRECT
4815,4815,0,1,0,1,1,0,0,1,1,1,1,0,0
4816,4816,0,1,0,1,1,0,1,0,0,0,0,0,1
4817,4817,0,1,0,1,1,0,1,0,0,0,1,0,0
4818,4818,0,1,0,1,1,0,1,0,0,1,0,0,1
4819,4819,0,1,0,1,1,0,1,0,0,1,1,1,1
4820,4820,0,1,0,1,1,0,1,0,1,0,0,0,0
4821,4821,0,1,0,1,1,0,1,0,1,0,1,1,0
4822,4822,0,1,0,1,1,0,1,0,1,1,0,0,0
4823,4823,0,1,0,1,1,0,1,0,1,1,1,0,1
4824,4824,0,1,0,1,1,0,1,1,0,0,0,1,0
4825,4825,0,1,0,1,1,0,1,1,0,0,1,1,1
4826,4826,0,1,0,1,1,0,1,1,0,1,0,0,1
4827,4827,0,1,0,1,1,0,1,1,0,1,1,1,1
4828,4828,0,1,0,1,1,0,1,1,1,0,0,0,0
4829,4829,0,1,0,1,1,0,1,1,1,0,1,1,0
4830,4830,0,1,0,1,1,0,1,1,1,1,0,1,1
4831,4831,0,1,0,1,1,0,1,1,1,1,1,1,1
4832,4832,0,1,0,1,1,1,0,0,0,0,0,1,0
4833,4833,0,1,0,1,1,1,0,0,0,0,1,1,1
4834,4834,0,1,0,1,1,1,0,0,0,1,0,0,1
4835,4835,0,1,0,1,1,1,0,0,0,1,1,0,1
4836,4836,0,1,0,1,1,1,0,0,1,0,0,0,0
4837,4837,0,1,0,1,1,1,0,0,1,0,1,0,0
4838,4838,0,1,0,1,1,1,0,0,1,1,0,0,0
4839,4839,0,1,0,1,1,1,0,0,1,1,1,0,1
4840,4840,0,1,0,1,1,1,0,1,0,0,0,1,0
4841,4841,0,1,0,1,1,1,0,1,0,0,1,1,1
4842,4842,0,1,0,1,1,1,0,1,0,1,0,0,1
4843,4843,0,1,0,1,1,1,0,1,0,1,1,0,1
4844,4844,0,1,0,1,1,1,0,1,1,0,0,0,0
4845,4845,0,1,0,1,1,1,0,1,1,0,1,0,0
4846,4846,0,1,0,1,1,1,0,1,1,1,0,0,0
4847,4847,0,1,0,1,1,1,0,1,1,1,1,0,0
4848,4848,0,1,0,1,1,1,1,0,0,0,0,0,1
4849,4849,0,1,0,1,1,1,1,0,0,0,1,0,0
4850,4850,0,1,0,1,1,1,1,0,0,1,0,0,1
4851,4851,0,1,0,1,1,1,1,0,0,1,1,1,1
4852,4852,0,1,0,1,1,1,1,0,1,0,0,0,0
4853,4853,0,1,0,1,1,1,1,0,1,0,1,0,0
4854,4854,0,1,0,1,1,1,1,0,1,1,0,0,0
4855,4855,0,1,0,1,1,1,1,0,1,1,1,1,0
4856,4856,0,1,0,1,1,1,1,1,0,0,0,0,1
4857,4857,0,1,0,1,1,1,1,1,0,0,1,0,0
4858,4858,0,1,0,1,1,1,1,1,0,1,0,0,1
4859,4859,0,1,0,1,1,1,1,1,0,1,1,1,1
4860,4860,0,1,0,1,1,1,1,1,1,0,0,1,1
4861,4861,0,1,0,1,1,1,1,1,1,0,1,1,1
4862,4862,0,1,0,1,1,1,1,1,1,1,0,1,1
4863,4863,0,1,0,1,1,1,1,1,1,1,1,1,1
4864,4864,0,1,1,0,0,0,0,0,0,0,0,0,1
4865,4865,0,1,1,0,0,0,0,0,0,0,1,1,0
4866,4866,0,1,1,0,0,0,0,0,0,1,0,1,1
4867,4867,0,1,1,0,0,0,0,0,0,1,1,1,0
4868,4868,0,1,1,0,0,0,0,0,1,0,0,1,1
4869,4869,0,1,1,0,0,0,0,0,1,0,1,1,0
4870,4870,0,1,1,0,0,0,0,0,1,1,0,0,1
4871,4871,0,1,1,0,0,0,0,0,1,1,1,0,1
4872,4872,0,1,1,0,0,0,0,1,0,0,0,0,1
4873,4873,0,1,1,0,0,0,0,1,0,0,1,0,1
4874,4874,0,1,1,0,0,0,0,1,0,1,0,0,0
4875,4875,0,1,1,0,0,0,0,1,0,1,1,0,1
4876,4876,0,1,1,0,0,0,0,1,1,0,0,0,0
4877,4877,0,1,1,0,0,0,0,1,1,0,1,0,1
4878,4878,0,1,1,0,0,0,0,1,1,1,0,0,1
4879,4879,0,1,1,0,0,0,0,1,1,1,1,0,0
4880,4880,0,1,1,0,0,0,1,0,0,0,0,1,0
4881,4881,0,1,1,0,0,0,1,0,0,0,1,1,0
4882,4882,0,1,1,0,0,0,1,0,0,1,0,1,1
4883,4883,0,1,1,0,0,0,1,0,0,1,1,1,1
4884,4884,0,1,1,0,0,0,1,0,1,0,0,0,0
4885,4885,0,1,1,0,0,0,1,0,1,0,1,0,1
4886,4886,0,1,1,0,0,0,1,0,1,1,0,1,0
4887,4887,0,1,1,0,0,0,1,0,1,1,1,1,0
4888,4888,0,1,1,0,0,0,1,1,0,0,0,0,1
4889,4889,0,1,1,0,0,0,1,1,0,0,1,1,0
4890,4890,0,1,1,0,0,0,1,1,0,1,0,1,1
4891,4891,0,1,1,0,0,0,1,1,0,1,1,0,0
4892,4892,0,1,1,0,0,0,1,1,1,0,0,1,1
4893,4893,0,1,1,0,0,0,1,1,1,0,1,1,0
4894,4894,0,1,1,0,0,0,1,1,1,1,0,1,0
4895,4895,0,1,1,0,0,0,1,1,1,1,1,0,0
4896,4896,0,1,1,0,0,1,0,0,0,0,0,1,0
4897,4897,0,1,1,0,0,1,0,0,0,0,1,1,0
4898,4898,0,1,1,0,0,1,0,0,0,1,0,1,1
4899,4899,0,1,1,0,0,1,0,0,0,1,1,1,0
4900,4900,0,1,1,0,0,1,0,0,1,0,0,0,0
4901,4901,0,1,1,0,0,1,0,0,1,0,1,1,1
4902,4902,0,1,1,0,0,1,0,0,1,1,0,0,1
4903,4903,0,1,1,0,0,1,0,0,1,1,1,1,0
4904,4904,0,1,1,0,0,1,0,1,0,0,0,0,1
4905,4905,0,1,1,0,0,1,0,1,0,0,1,0,1
4906,4906,0,1,1,0,0,1,0,1,0,1,0,1,1
4907,4907,0,1,1,0,0,1,0,1,0,1,1,0,1
4908,4908,0,1,1,0,0,1,0,1,1,0,0,0,0
4909,4909,0,1,1,0,0,1,0,1,1,0,1,0,0
4910,4910,0,1,1,0,0,1,0,1,1,1,0,0,1
4911,4911,0,1,1,0,0,1,0,1,1,1,1,0,0
4912,4912,0,1,1,0,0,1,1,0,0,0,0,1,0
4913,4913,0,1,1,0,0,1,1,0,0,0,1,0,1
4914,4914,0,1,1,0,0,1,1,0,0,1,0,1,1
4915,4915,0,1,1,0,0,1,1,0,0,1,1,1,1
4916,4916,0,1,1,0,0,1,1,0,1,0,0,1,1
4917,4917,0,1,1,0,0,1,1,0,1,0,1,1,1
4918,4918,0,1,1,0,0,1,1,0,1,1,0,1,0
4919,4919,0,1,1,0,0,1,1,0,1,1,1,1,0
4920,4920,0,1,1,0,0,1,1,1,0,0,0,0,1
4921,4921,0,1,1,0,0,1,1,1,0,0,1,0,1
4922,4922,0,1,1,0,0,1,1,1,0,1,0,0,0
4923,4923,0,1,1,0,0,1,1,1,0,1,1,1,1
4924,4924,0,1,1,0,0,1,1,1,1,0,0,0,0
4925,4925,0,1,1,0,0,1,1,1,1,0,1,0,0
4926,4926,0,1,1,0,0,1,1,1,1,1,0,0,1
4927,4927,0,1,1,0,0,1,1,1,1,1,1,1,1
4928,4928,0,1,1,0,1,0,0,0,0,0,0,1,0
4929,4929,0,1,1,0,1,0,0,0,0,0,1,0,0
4930,4930,0,1,1,0,1,0,0,0,0,1,0,0,0
4931,4931,0,1,1,0,1,0,0,0,0,1,1,1,0
4932,4932,0,1,1,0,1,0,0,0,1,0,0,0,0
4933,4933,0,1,1,0,1,0,0,0,1,0,1,0,1
4934,4934,0,1,1,0,1,0,0,0,1,1,0,1,0
4935,4935,0,1,1,0,1,0,0,0,1,1,1,1,0
4936,4936,0,1,1,0,1,0,0,1,0,0,0,1,0
4937,4937,0,1,1,0,1,0,0,1,0,0,1,1,1
4938,4938,0,1,1,0,1,0,0,1,0,1,0,0,0
4939,4939,0,1,1,0,1,0,0,1,0,1,1,1,0
4940,4940,0,1,1,0,1,0,0,1,1,0,0,1,1
4941,4941,0,1,1,0,1,0,0,1,1,0,1,1,0
4942,4942,0,1,1,0,1,0,0,1,1,1,0,0,1
4943,4943,0,1,1,0,1,0,0,1,1,1,1,1,1
4944,4944,0,1,1,0,1,0,1,0,0,0,0,0,1
4945,4945,0,1,1,0,1,0,1,0,0,0,1,0,0
4946,4946,0,1,1,0,1,0,1,0,0,1,0,0,0
4947,4947,0,1,1,0,1,0,1,0,0,1,1,1,1
4948,4948,0,1,1,0,1,0,1,0,1,0,0,0,0
4949,4949,0,1,1,0,1,0,1,0,1,0,1,1,0
4950,4950,0,1,1,0,1,0,1,0,1,1,0,0,1
4951,4951,0,1,1,0,1,0,1,0,1,1,1,0,1
4952,4952,0,1,1,0,1,0,1,1,0,0,0,1,0
4953,4953,0,1,1,0,1,0,1,1,0,0,1,1,1
4954,4954,0,1,1,0,1,0,1,1,0,1,0,0,0
4955,4955,0,1,1,0,1,0,1,1,0,1,1,0,0
4956,4956,0,1,1,0,1,0,1,1,1,0,0,1,1
4957,4957,0,1,1,0,1,0,1,1,1,0,1,1,0
4958,4958,0,1,1,0,1,0,1,1,1,1,0,0,1
4959,4959,0,1,1,0,1,0,1,1,1,1,1,1,1
4960,4960,0,1,1,0,1,1,0,0,0,0,0,1,0
4961,4961,0,1,1,0,1,1,0,0,0,0,1,1,1
4962,4962,0,1,1,0,1,1,0,0,0,1,0,0,0
4963,4963,0,1,1,0,1,1,0,0,0,1,1,1,0
4964,4964,0,1,1,0,1,1,0,0,1,0,0,1,1
4965,4965,0,1,1,0,1,1,0,0,1,0,1,1,1
4966,4966,0,1,1,0,1,1,0,0,1,1,0,0,1
4967,4967,0,1,1,0,1,1,0,0,1,1,1,1,0
4968,4968,0,1,1,0,1,1,0,1,0,0,0,0,1
4969,4969,0,1,1,0,1,1,0,1,0,0,1,1,1
4970,4970,0,1,1,0,1,1,0,1,0,1,0,1,1
4971,4971,0,1,1,0,1,1,0,1,0,1,1,0,1
4972,4972,0,1,1,0,1,1,0,1,1,0,0,0,0
4973,4973,0,1,1,0,1,1,0,1,1,0,1,1,1
4974,4974,0,1,1,0,1,1,0,1,1,1,0,0,1
4975,4975,0,1,1,0,1,1,0,1,1,1,1,1,1
4976,4976,0,1,1,0,1,1,1,0,0,0,0,1,0
4977,4977,0,1,1,0,1,1,1,0,0,0,1,0,0
4978,4978,0,1,1,0,1,1,1,0,0,1,0,1,1
4979,4979,0,1,1,0,1,1,1,0,0,1,1,0,0
4980,4980,0,1,1,0,1,1,1,0,1,0,0,1,1
4981,4981,0,1,1,0,1,1,1,0,1,0,1,1,1
4982,4982,0,1,1,0,1,1,1,0,1,1,0,1,0
4983,4983,0,1,1,0,1,1,1,0,1,1,1,1,0
4984,4984,0,1,1,0,1,1,1,1,0,0,0,0,1
4985,4985,0,1,1,0,1,1,1,1,0,0,1,0,0
4986,4986,0,1,1,0,1,1,1,1,0,1,0,0,0
4987,4987,0,1,1,0,1,1,1,1,0,1,1,0,0
4988,4988,0,1,1,0,1,1,1,1,1,0,0,0,0
4989,4989,0,1,1,0,1,1,1,1,1,0,1,0,0
4990,4990,0,1,1,0,1,1,1,1,1,1,0,1,0
4991,4991,0,1,1,0,1,1,1,1,1,1,1,0,0
4992,4992,0,1,1,1,0,0,0,0,0,0,0,1,0
4993,4993,0,1,1,1,0,0,0,0,0,0,1,0,1
4994,4994,0,1,1,1,0,0,0,0,0,1,0,1,1
4995,4995,0,1,1,1,0,0,0,0,0,1,1,0,1
4996,4996,0,1,1,1,0,0,0,0,1,0,0,1,1
4997,4997,0,1,1,1,0,0,0,0,1,0,1,1,0
4998,4998,0,1,1,1,0,0,0,0,1,1,0,1,1
4999,4999,0,1,1,1,0,0,0,0,1,1,1,0,1
5000,5000,0,1,1,1,0,0,0,1,0,0,0,1,0
5001,5001,0,1,1,1,0,0,0,1,0,0,1,1,0
5002,5002,0,1,1,1,0,0,0,1,0,1,0,1,1
5003,5003,0,1,1,1,0,0,0,1,0,1,1,1,0
5004,5004,0,1,1,1,0,0,0,1,1,0,0,0,0
5005,5005,0,1,1,1,0,0,0,1,1,0,1,0,1
5006,5006,0,1,1,1,0,0,0,1,1,1,0,1,1
5007,5007,0,1,1,1,0,0,0,1,1,1,1,1,1
5008,5008,0,1,1,1,0,0,1,0,0,0,0,1,0
5009,5009,0,1,1,1,0,0,1,0,0,0,1,0,1
5010,5010,0,1,1,1,0,0,1,0,0,1,0,0,0
5011,5011,0,1,1,1,0,0,1,0,0,1,1,1,1
5012,5012,0,1,1,1,0,0,1,0,1,0,0,1,1
5013,5013,0,1,1,1,0,0,1,0,1,0,1,1,0
5014,5014,0,1,1,1,0,0,1,0,1,1,0,1,1
5015,5015,0,1,1,1,0,0,1,0,1,1,1,1,0
5016,5016,0,1,1,1,0,0,1,1,0,0,0,1,0
5017,5017,0,1,1,1,0,0,1,1,0,0,1,1,0
5018,5018,0,1,1,1,0,0,1,1,0,1,0,1,1
5019,5019,0,1,1,1,0,0,1,1,0,1,1,1,1
5020,5020,0,1,1,1,0,0,1,1,1,0,0,1,1
5021,5021,0,1,1,1,0,0,1,1,1,0,1,1,0
5022,5022,0,1,1,1,0,0,1,1,1,1,0,1,1
5023,5023,0,1,1,1,0,0,1,1,1,1,1,0,0
5024,5024,0,1,1,1,0,1,0,0,0,0,0,0,1
5025,5025,0,1,1,1,0,1,0,0,0,0,1,0,1
5026,5026,0,1,1,1,0,1,0,0,0,1,0,0,0
5027,5027,0,1,1,1,0,1,0,0,0,1,1,1,0
5028,5028,0,1,1,1,0,1,0,0,1,0,0,0,0
5029,5029,0,1,1,1,0,1,0,0,1,0,1,0,0
5030,5030,0,1,1,1,0,1,0,0,1,1,0,1,1
5031,5031,0,1,1,1,0,1,0,0,1,1,1,1,0
5032,5032,0,1,1,1,0,1,0,1,0,0,0,1,0
5033,5033,0,1,1,1,0,1,0,1,0,0,1,0,1
5034,5034,0,1,1,1,0,1,0,1,0,1,0,0,0
5035,5035,0,1,1,1,0,1,0,1,0,1,1,0,1
5036,5036,0,1,1,1,0,1,0,1,1,0,0,1,1
5037,5037,0,1,1,1,0,1,0,1,1,0,1,0,0
5038,5038,0,1,1,1,0,1,0,1,1,1,0,0,0
5039,5039,0,1,1,1,0,1,0,1,1,1,1,1,1
5040,5040,0,1,1,1,0,1,1,0,0,0,0,1,0
5041,5041,0,1,1,1,0,1,1,0,0,0,1,1,0
5042,5042,0,1,1,1,0,1,1,0,0,1,0,1,1
5043,5043,0,1,1,1,0,1,1,0,0,1,1,0,0
5044,5044,0,1,1,1,0,1,1,0,1,0,0,1,1
5045,5045,0,1,1,1,0,1,1,0,1,0,1,1,1
5046,5046,0,1,1,1,0,1,1,0,1,1,0,0,0
5047,5047,0,1,1,1,0,1,1,0,1,1,1,0,1
5048,5048,0,1,1,1,0,1,1,1,0,0,0,1,0
5049,5049,0,1,1,1,0,1,1,1,0,0,1,0,1
5050,5050,0,1,1,1,0,1,1,1,0,1,0,1,1
5051,5051,0,1,1,1,0,1,1,1,0,1,1,1,1
5052,5052,0,1,1,1,0,1,1,1,1,0,0,0,0
5053,5053,0,1,1,1,0,1,1,1,1,0,1,1,1
5054,5054,0,1,1,1,0,1,1,1,1,1,0,1,1
5055,5055,0,1,1,1,0,1,1,1,1,1,1,1,1
5056,5056,0,1,1,1,1,0,0,0,0,0,0,0,1
5057,5057,0,1,1,1,1,0,0,0,0,0,1,0,0
5058,5058,0,1,1,1,1,0,0,0,0,1,0,0,0
5059,5059,0,1,1,1,1,0,0,0,0,1,1,1,0
5060,5060,0,1,1,1,1,0,0,0,1,0,0,0,0
5061,5061,0,1,1,1,1,0,0,0,1,0,1,0,1
5062,5062,0,1,1,1,1,0,0,0,1,1,0,1,1
5063,5063,0,1,1,1,1,0,0,0,1,1,1,0,1
5064,5064,0,1,1,1,1,0,0,1,0,0,0,0,1
5065,5065,0,1,1,1,1,0,0,1,0,0,1,1,1
5066,5066,0,1,1,1,1,0,0,1,0,1,0,0,0
5067,5067,0,1,1,1,1,0,0,1,0,1,1,0,1
5068,5068,0,1,1,1,1,0,0,1,1,0,0,1,1
5069,5069,0,1,1,1,1,0,0,1,1,0,1,0,1
5070,5070,0,1,1,1,1,0,0,1,1,1,0,1,1
5071,5071,0,1,1,1,1,0,0,1,1,1,1,0,0
5072,5072,0,1,1,1,1,0,1,0,0,0,0,1,0
5073,5073,0,1,1,1,1,0,1,0,0,0,1,0,0
5074,5074,0,1,1,1,1,0,1,0,0,1,0,0,0
5075,5075,0,1,1,1,1,0,1,0,0,1,1,1,1
5076,5076,0,1,1,1,1,0,1,0,1,0,0,1,1
5077,5077,0,1,1,1,1,0,1,0,1,0,1,1,0
5078,5078,0,1,1,1,1,0,1,0,1,1,0,1,1
5079,5079,0,1,1,1,1,0,1,0,1,1,1,1,0
5080,5080,0,1,1,1,1,0,1,1,0,0,0,1,0
5081,5081,0,1,1,1,1,0,1,1,0,0,1,1,1
5082,5082,0,1,1,1,1,0,1,1,0,1,0,0,0
5083,5083,0,1,1,1,1,0,1,1,0,1,1,0,0
5084,5084,0,1,1,1,1,0,1,1,1,0,0,0,0
5085,5085,0,1,1,1,1,0,1,1,1,0,1,0,1
5086,5086,0,1,1,1,1,0,1,1,1,1,0,0,0
5087,5087,0,1,1,1,1,0,1,1,1,1,1,0,0
5088,5088,0,1,1,1,1,1,0,0,0,0,0,0,1
5089,5089,0,1,1,1,1,1,0,0,0,0,1,0,0
5090,5090,0,1,1,1,1,1,0,0,0,1,0,0,0
5091,5091,0,1,1,1,1,1,0,0,0,1,1,0,1
5092,5092,0,1,1,1,1,1,0,0,1,0,0,0,0
5093,5093,0,1,1,1,1,1,0,0,1,0,1,0,0
5094,5094,0,1,1,1,1,1,0,0,1,1,0,0,0
5095,5095,0,1,1,1,1,1,0,0,1,1,1,1,0
5096,5096,0,1,1,1,1,1,0,1,0,0,0,1,0
5097,5097,0,1,1,1,1,1,0,1,0,0,1,0,0
5098,5098,0,1,1,1,1,1,0,1,0,1,0,1,1
5099,5099,0,1,1,1,1,1,0,1,0,1,1,0,1
5100,5100,0,1,1,1,1,1,0,1,1,0,0,0,0
5101,5101,0,1,1,1,1,1,0,1,1,0,1,1,1
5102,5102,0,1,1,1,1,1,0,1,1,1,0,0,0
5103,5103,0,1,1,1,1,1,0,1,1,1,1,0,0
5104,5104,0,1,1,1,1,1,1,0,0,0,0,1,0
5105,5105,0,1,1,1,1,1,1,0,0,0,1,0,0
5106,5106,0,1,1,1,1,1,1,0,0,1,0,0,0
5107,5107,0,1,1,1,1,1,1,0,0,1,1,0,0
5108,5108,0,1,1,1,1,1,1,0,1,0,0,1,1
5109,5109,0,1,1,1,1,1,1,0,1,0,1,0,0
5110,5110,0,1,1,1,1,1,1,0,1,1,0,0,0
5111,5111,0,1,1,1,1,1,1,0,1,1,1,1,0
5112,5112,0,1,1,1,1,1,1,1,0,0,0,0,1
5113,5113,0,1,1,1,1,1,1,1,0,0,1,0,0
5114,5114,0,1,1,1,1,1,1,1,0,1,0,1,1
5115,5115,0,1,1,1,1,1,1,1,0,1,1,1,1
5116,5116,0,1,1,1,1,1,1,1,1,0,0,1,1
5117,5117,0,1,1,1,1,1,1,1,1,0,1,1,1
5118,5118,0,1,1,1,1,1,1,1,1,1,0,1,1
5119,5119,0,1,1,1,1,1,1,1,1,1,1,0,0
5120,5120,1,0,0,0,0,0,0,0,0,0,0,1,1
5121,5121,1,0,0,0,0,0,0,0,0,0,1,0,1
5122,5122,1,0,0,0,0,0,0,0,0,1,0,1,0
5123,5123,1,0,0,0,0,0,0,0,0,1,1,1,0
5124,5124,1,0,0,0,0,0,0,0,1,0,0,0,1
5125,5125,1,0,0,0,0,0,0,0,1,0,1,1,0
5126,5126,1,0,0,0,0,0,0,0,1,1,0,0,1
5127,5127,1,0,0,0,0,0,0,0,1,1,1,0,1
5128,5128,1,0,0,0,0,0,0,1,0,0,0,1,1
5129,5129,1,0,0,0,0,0,0,1,0,0,1,1,0
5130,5130,1,0,0,0,0,0,0,1,0,1,0,0,1
5131,5131,1,0,0,0,0,0,0,1,0,1,1,0,1
5132,5132,1,0,0,0,0,0,0,1,1,0,0,0,1
5133,5133,1,0,0,0,0,0,0,1,1,0,1,1,0
5134,5134,1,0,0,0,0,0,0,1,1,1,0,1,0
5135,5135,1,0,0,0,0,0,0,1,1,1,1,0,0
5136,5136,1,0,0,0,0,0,1,0,0,0,0,1,1
5137,5137,1,0,0,0,0,0,1,0,0,0,1,0,1
5138,5138,1,0,0,0,0,0,1,0,0,1,0,1,0
5139,5139,1,0,0,0,0,0,1,0,0,1,1,0,0
5140,5140,1,0,0,0,0,0,1,0,1,0,0,1,0
5141,5141,1,0,0,0,0,0,1,0,1,0,1,1,0
5142,5142,1,0,0,0,0,0,1,0,1,1,0,0,1
5143,5143,1,0,0,0,0,0,1,0,1,1,1,0,1
5144,5144,1,0,0,0,0,0,1,1,0,0,0,0,0
5145,5145,1,0,0,0,0,0,1,1,0,0,1,1,0
5146,5146,1,0,0,0,0,0,1,1,0,1,0,1,0
5147,5147,1,0,0,0,0,0,1,1,0,1,1,1,1
5148,5148,1,0,0,0,0,0,1,1,1,0,0,0,1
5149,5149,1,0,0,0,0,0,1,1,1,0,1,0,1
5150,5150,1,0,0,0,0,0,1,1,1,1,0,1,0
5151,5151,1,0,0,0,0,0,1,1,1,1,1,0,0
5152,5152,1,0,0,0,0,1,0,0,0,0,0,0,0
5153,5153,1,0,0,0,0,1,0,0,0,0,1,0,1
5154,5154,1,0,0,0,0,1,0,0,0,1,0,1,0
5155,5155,1,0,0,0,0,1,0,0,0,1,1,0,1
5156,5156,1,0,0,0,0,1,0,0,1,0,0,0,1
5157,5157,1,0,0,0,0,1,0,0,1,0,1,1,1
5158,5158,1,0,0,0,0,1,0,0,1,1,0,1,0
5159,5159,1,0,0,0,0,1,0,0,1,1,1,1,0
5160,5160,1,0,0,0,0,1,0,1,0,0,0,1,1
5161,5161,1,0,0,0,0,1,0,1,0,0,1,1,0
5162,5162,1,0,0,0,0,1,0,1,0,1,0,0,1
5163,5163,1,0,0,0,0,1,0,1,0,1,1,0,1
5164,5164,1,0,0,0,0,1,0,1,1,0,0,1,0
5165,5165,1,0,0,0,0,1,0,1,1,0,1,1,1
5166,5166,1,0,0,0,0,1,0,1,1,1,0,1,0
5167,5167,1,0,0,0,0,1,0,1,1,1,1,0,0
5168,5168,1,0,0,0,0,1,1,0,0,0,0,1,1
5169,5169,1,0,0,0,0,1,1,0,0,0,1,0,1
5170,5170,1,0,0,0,0,1,1,0,0,1,0,1,0
5171,5171,1,0,0,0,0,1,1,0,0,1,1,1,1
5172,5172,1,0,0,0,0,1,1,0,1,0,0,0,1
5173,5173,1,0,0,0,0,1,1,0,1,0,1,0,0
5174,5174,1,0,0,0,0,1,1,0,1,1,0,1,0
5175,5175,1,0,0,0,0,1,1,0,1,1,1,0,1
5176,5176,1,0,0,0,0,1,1,1,0,0,0,0,0
5177,5177,1,0,0,0,0,1,1,1,0,0,1,0,1
5178,5178,1,0,0,0,0,1,1,1,0,1,0,0,1
5179,5179,1,0,0,0,0,1,1,1,0,1,1,0,0
5180,5180,1,0,0,0,0,1,1,1,1,0,0,0,1
5181,5181,1,0,0,0,0,1,1,1,1,0,1,1,1
5182,5182,1,0,0,0,0,1,1,1,1,1,0,1,0
5183,5183,1,0,0,0,0,1,1,1,1,1,1,1,1
5184,5184,1,0,0,0,1,0,0,0,0,0,0,0,0
5185,5185,1,0,0,0,1,0,0,0,0,0,1,0,0
5186,5186,1,0,0,0,1,0,0,0,0,1,0,0,1
5187,5187,1,0,0,0,1,0,0,0,0,1,1,1,0
5188,5188,1,0,0,0,1,0,0,0,1,0,0,0,1
5189,5189,1,0,0,0,1,0,0,0,1,0,1,0,1
5190,5190,1,0,0,0,1,0,0,0,1,1,0,1,0
5191,5191,1,0,0,0,1,0,0,0,1,1,1,1,0
5192,5192,1,0,0,0,1,0,0,1,0,0,0,0,0
5193,5193,1,0,0,0,1,0,0,1,0,0,1,0,0
5194,5194,1,0,0,0,1,0,0,1,0,1,0,1,0
5195,5195,1,0,0,0,1,0,0,1,0,1,1,0,1
5196,5196,1,0,0,0,1,0,0,1,1,0,0,0,1
5197,5197,1,0,0,0,1,0,0,1,1,0,1,1,0
5198,5198,1,0,0,0,1,0,0,1,1,1,0,1,0
5199,5199,1,0,0,0,1,0,0,1,1,1,1,0,0
5200,5200,1,0,0,0,1,0,1,0,0,0,0,0,0
5201,5201,1,0,0,0,1,0,1,0,0,0,1,1,1
5202,5202,1,0,0,0,1,0,1,0,0,1,0,0,1
5203,5203,1,0,0,0,1,0,1,0,0,1,1,1,1
5204,5204,1,0,0,0,1,0,1,0,1,0,0,1,0
5205,5205,1,0,0,0,1,0,1,0,1,0,1,1,0
5206,5206,1,0,0,0,1,0,1,0,1,1,0,1,0
5207,5207,1,0,0,0,1,0,1,0,1,1,1,1,0
5208,5208,1,0,0,0,1,0,1,1,0,0,0,1,1
5209,5209,1,0,0,0,1,0,1,1,0,0,1,0,0
5210,5210,1,0,0,0,1,0,1,1,0,1,0,1,0
5211,5211,1,0,0,0,1,0,1,1,0,1,1,1,1
5212,5212,1,0,0,0,1,0,1,1,1,0,0,0,1
5213,5213,1,0,0,0,1,0,1,1,1,0,1,0,1
5214,5214,1,0,0,0,1,0,1,1,1,1,0,0,1
5215,5215,1,0,0,0,1,0,1,1,1,1,1,0,0
5216,5216,1,0,0,0,1,1,0,0,0,0,0,1,1
5217,5217,1,0,0,0,1,1,0,0,0,0,1,0,0
5218,5218,1,0,0,0,1,1,0,0,0,1,0,1,0
5219,5219,1,0,0,0,1,1,0,0,0,1,1,0,1
5220,5220,1,0,0,0,1,1,0,0,1,0,0,0,1
5221,5221,1,0,0,0,1,1,0,0,1,0,1,1,1
5222,5222,1,0,0,0,1,1,0,0,1,1,0,1,0
5223,5223,1,0,0,0,1,1,0,0,1,1,1,1,0
5224,5224,1,0,0,0,1,1,0,1,0,0,0,0,0
5225,5225,1,0,0,0,1,1,0,1,0,0,1,1,1
5226,5226,1,0,0,0,1,1,0,1,0,1,0,0,1
5227,5227,1,0,0,0,1,1,0,1,0,1,1,0,1
5228,5228,1,0,0,0,1,1,0,1,1,0,0,0,1
5229,5229,1,0,0,0,1,1,0,1,1,0,1,0,0
5230,5230,1,0,0,0,1,1,0,1,1,1,0,0,1
5231,5231,1,0,0,0,1,1,0,1,1,1,1,0,0
5232,5232,1,0,0,0,1,1,1,0,0,0,0,0,0
5233,5233,1,0,0,0,1,1,1,0,0,0,1,0,0
5234,5234,1,0,0,0,1,1,1,0,0,1,0,0,1
5235,5235,1,0,0,0,1,1,1,0,0,1,1,1,1
5236,5236,1,0,0,0,1,1,1,0,1,0,0,1,0
5237,5237,1,0,0,0,1,1,1,0,1,0,1,0,0
5238,5238,1,0,0,0,1,1,1,0,1,1,0,1,0
5239,5239,1,0,0,0,1,1,1,0,1,1,1,1,0
5240,5240,1,0,0,0,1,1,1,1,0,0,0,0,0
5241,5241,1,0,0,0,1,1,1,1,0,0,1,1,1
5242,5242,1,0,0,0,1,1,1,1,0,1,0,0,1
5243,5243,1,0,0,0,1,1,1,1,0,1,1,0,0
5244,5244,1,0,0,0,1,1,1,1,1,0,0,1,0
5245,5245,1,0,0,0,1,1,1,1,1,0,1,0,0
5246,5246,1,0,0,0,1,1,1,1,1,1,0,0,1
5247,5247,1,0,0,0,1,1,1,1,1,1,1,0,0
5248,5248,1,0,0,1,0,0,0,0,0,0,0,0,0
5249,5249,1,0,0,1,0,0,0,0,0,0,1,0,1
