clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,out
12740,0,0,1,1,1,0,0,0,1,0,0,0
12741,0,0,1,1,1,0,0,0,1,0,1,0
12742,0,0,1,1,1,0,0,0,1,1,0,1
12743,0,0,1,1,1,0,0,0,1,1,1,0
12744,0,0,1,1,1,0,0,1,0,0,0,0
12745,0,0,1,1,1,0,0,1,0,0,1,1
12746,0,0,1,1,1,0,0,1,0,1,0,1
12747,0,0,1,1,1,0,0,1,0,1,1,0
12748,0,0,1,1,1,0,0,1,1,0,0,0
12749,0,0,1,1,1,0,0,1,1,0,1,0
12750,0,0,1,1,1,0,0,1,1,1,0,1
12751,0,0,1,1,1,0,0,1,1,1,1,1
12752,0,0,1,1,1,0,1,0,0,0,0,0
12753,0,0,1,1,1,0,1,0,0,0,1,1
12754,0,0,1,1,1,0,1,0,0,1,0,1
12755,0,0,1,1,1,0,1,0,0,1,1,1
12756,0,0,1,1,1,0,1,0,1,0,0,0
12757,0,0,1,1,1,0,1,0,1,0,1,0
12758,0,0,1,1,1,0,1,0,1,1,0,1
12759,0,0,1,1,1,0,1,0,1,1,1,0
12760,0,0,1,1,1,0,1,1,0,0,0,0
12761,0,0,1,1,1,0,1,1,0,0,1,1
12762,0,0,1,1,1,0,1,1,0,1,0,1
12763,0,0,1,1,1,0,1,1,0,1,1,1
12764,0,0,1,1,1,0,1,1,1,0,0,0
12765,0,0,1,1,1,0,1,1,1,0,1,0
12766,0,0,1,1,1,0,1,1,1,1,0,1
12767,0,0,1,1,1,0,1,1,1,1,1,1
12768,0,0,1,1,1,1,0,0,0,0,0,0
12769,0,0,1,1,1,1,0,0,0,0,1,1
12770,0,0,1,1,1,1,0,0,0,1,0,1
12771,0,0,1,1,1,1,0,0,0,1,1,0
12772,0,0,1,1,1,1,0,0,1,0,0,0
12773,0,0,1,1,1,1,0,0,1,0,1,1
12774,0,0,1,1,1,1,0,0,1,1,0,1
12775,0,0,1,1,1,1,0,0,1,1,1,0
12776,0,0,1,1,1,1,0,1,0,0,0,0
12777,0,0,1,1,1,1,0,1,0,0,1,1
12778,0,0,1,1,1,1,0,1,0,1,0,1
12779,0,0,1,1,1,1,0,1,0,1,1,0
12780,0,0,1,1,1,1,0,1,1,0,0,0
12781,0,0,1,1,1,1,0,1,1,0,1,1
12782,0,0,1,1,1,1,0,1,1,1,0,1
12783,0,0,1,1,1,1,0,1,1,1,1,1
12784,0,0,1,1,1,1,1,0,0,0,0,0
12785,0,0,1,1,1,1,1,0,0,0,1,1
12786,0,0,1,1,1,1,1,0,0,1,0,1
12787,0,0,1,1,1,1,1,0,0,1,1,1
12788,0,0,1,1,1,1,1,0,1,0,0,0
12789,0,0,1,1,1,1,1,0,1,0,1,1
12790,0,0,1,1,1,1,1,0,1,1,0,1
12791,0,0,1,1,1,1,1,0,1,1,1,0
12792,0,0,1,1,1,1,1,1,0,0,0,0
12793,0,0,1,1,1,1,1,1,0,0,1,1
12794,0,0,1,1,1,1,1,1,0,1,0,1
12795,0,0,1,1,1,1,1,1,0,1,1,1
12796,0,0,1,1,1,1,1,1,1,0,0,0
12797,0,0,1,1,1,1,1,1,1,0,1,1
12798,0,0,1,1,1,1,1,1,1,1,0,1
12799,0,0,1,1,1,1,1,1,1,1,1,1
12800,0,1,0,0,0,0,0,0,0,0,0,0
12801,0,1,0,0,0,0,0,0,0,0,1,0
12802,0,1,0,0,0,0,0,0,0,1,0,0
12803,0,1,0,0,0,0,0,0,0,1,1,0
12804,0,1,0,0,0,0,0,0,1,0,0,1
12805,0,1,0,0,0,0,0,0,1,0,1,0
12806,0,1,0,0,0,0,0,0,1,1,0,0
12807,0,1,0,0,0,0,0,0,1,1,1,0
12808,0,1,0,0,0,0,0,1,0,0,0,0
12809,0,1,0,0,0,0,0,1,0,0,1,0
12810,0,1,0,0,0,0,0,1,0,1,0,0
12811,0,1,0,0,0,0,0,1,0,1,1,0
12812,0,1,0,0,0,0,0,1,1,0,0,1
12813,0,1,0,0,0,0,0,1,1,0,1,0
12814,0,1,0,0,0,0,0,1,1,1,0,0
12815,0,1,0,0,0,0,0,1,1,1,1,1
12816,0,1,0,0,0,0,1,0,0,0,0,0
12817,0,1,0,0,0,0,1,0,0,0,1,0
12818,0,1,0,0,0,0,1,0,0,1,0,0
12819,0,1,0,0,0,0,1,0,0,1,1,1
12820,0,1,0,0,0,0,1,0,1,0,0,1
12821,0,1,0,0,0,0,1,0,1,0,1,0
12822,0,1,0,0,0,0,1,0,1,1,0,0
12823,0,1,0,0,0,0,1,0,1,1,1,0
12824,0,1,0,0,0,0,1,1,0,0,0,0
12825,0,1,0,0,0,0,1,1,0,0,1,0
12826,0,1,0,0,0,0,1,1,0,1,0,0
12827,0,1,0,0,0,0,1,1,0,1,1,1
12828,0,1,0,0,0,0,1,1,1,0,0,1
12829,0,1,0,0,0,0,1,1,1,0,1,0
12830,0,1,0,0,0,0,1,1,1,1,0,0
12831,0,1,0,0,0,0,1,1,1,1,1,1
12832,0,1,0,0,0,1,0,0,0,0,0,0
12833,0,1,0,0,0,1,0,0,0,0,1,0
12834,0,1,0,0,0,1,0,0,0,1,0,0
12835,0,1,0,0,0,1,0,0,0,1,1,0
12836,0,1,0,0,0,1,0,0,1,0,0,1
12837,0,1,0,0,0,1,0,0,1,0,1,1
12838,0,1,0,0,0,1,0,0,1,1,0,0
12839,0,1,0,0,0,1,0,0,1,1,1,0
12840,0,1,0,0,0,1,0,1,0,0,0,0
12841,0,1,0,0,0,1,0,1,0,0,1,0
12842,0,1,0,0,0,1,0,1,0,1,0,0
12843,0,1,0,0,0,1,0,1,0,1,1,0
12844,0,1,0,0,0,1,0,1,1,0,0,1
12845,0,1,0,0,0,1,0,1,1,0,1,1
12846,0,1,0,0,0,1,0,1,1,1,0,0
12847,0,1,0,0,0,1,0,1,1,1,1,1
12848,0,1,0,0,0,1,1,0,0,0,0,0
12849,0,1,0,0,0,1,1,0,0,0,1,0
12850,0,1,0,0,0,1,1,0,0,1,0,0
12851,0,1,0,0,0,1,1,0,0,1,1,1
12852,0,1,0,0,0,1,1,0,1,0,0,1
12853,0,1,0,0,0,1,1,0,1,0,1,1
12854,0,1,0,0,0,1,1,0,1,1,0,0
12855,0,1,0,0,0,1,1,0,1,1,1,0
12856,0,1,0,0,0,1,1,1,0,0,0,0
12857,0,1,0,0,0,1,1,1,0,0,1,0
12858,0,1,0,0,0,1,1,1,0,1,0,0
12859,0,1,0,0,0,1,1,1,0,1,1,1
12860,0,1,0,0,0,1,1,1,1,0,0,1
12861,0,1,0,0,0,1,1,1,1,0,1,1
12862,0,1,0,0,0,1,1,1,1,1,0,0
12863,0,1,0,0,0,1,1,1,1,1,1,1
12864,0,1,0,0,1,0,0,0,0,0,0,0
12865,0,1,0,0,1,0,0,0,0,0,1,1
12866,0,1,0,0,1,0,0,0,0,1,0,0
12867,0,1,0,0,1,0,0,0,0,1,1,0
12868,0,1,0,0,1,0,0,0,1,0,0,1
12869,0,1,0,0,1,0,0,0,1,0,1,0
12870,0,1,0,0,1,0,0,0,1,1,0,0
12871,0,1,0,0,1,0,0,0,1,1,1,0
12872,0,1,0,0,1,0,0,1,0,0,0,0
12873,0,1,0,0,1,0,0,1,0,0,1,1
12874,0,1,0,0,1,0,0,1,0,1,0,0
12875,0,1,0,0,1,0,0,1,0,1,1,0
12876,0,1,0,0,1,0,0,1,1,0,0,1
12877,0,1,0,0,1,0,0,1,1,0,1,0
12878,0,1,0,0,1,0,0,1,1,1,0,0
12879,0,1,0,0,1,0,0,1,1,1,1,1
12880,0,1,0,0,1,0,1,0,0,0,0,0
12881,0,1,0,0,1,0,1,0,0,0,1,1
12882,0,1,0,0,1,0,1,0,0,1,0,0
12883,0,1,0,0,1,0,1,0,0,1,1,1
12884,0,1,0,0,1,0,1,0,1,0,0,1
12885,0,1,0,0,1,0,1,0,1,0,1,0
12886,0,1,0,0,1,0,1,0,1,1,0,0
12887,0,1,0,0,1,0,1,0,1,1,1,0
12888,0,1,0,0,1,0,1,1,0,0,0,0
12889,0,1,0,0,1,0,1,1,0,0,1,1
12890,0,1,0,0,1,0,1,1,0,1,0,0
12891,0,1,0,0,1,0,1,1,0,1,1,1
12892,0,1,0,0,1,0,1,1,1,0,0,1
12893,0,1,0,0,1,0,1,1,1,0,1,0
12894,0,1,0,0,1,0,1,1,1,1,0,0
12895,0,1,0,0,1,0,1,1,1,1,1,1
12896,0,1,0,0,1,1,0,0,0,0,0,0
12897,0,1,0,0,1,1,0,0,0,0,1,1
12898,0,1,0,0,1,1,0,0,0,1,0,0
12899,0,1,0,0,1,1,0,0,0,1,1,0
12900,0,1,0,0,1,1,0,0,1,0,0,1
12901,0,1,0,0,1,1,0,0,1,0,1,1
12902,0,1,0,0,1,1,0,0,1,1,0,0
12903,0,1,0,0,1,1,0,0,1,1,1,0
12904,0,1,0,0,1,1,0,1,0,0,0,0
12905,0,1,0,0,1,1,0,1,0,0,1,1
12906,0,1,0,0,1,1,0,1,0,1,0,0
12907,0,1,0,0,1,1,0,1,0,1,1,0
12908,0,1,0,0,1,1,0,1,1,0,0,1
12909,0,1,0,0,1,1,0,1,1,0,1,1
12910,0,1,0,0,1,1,0,1,1,1,0,0
12911,0,1,0,0,1,1,0,1,1,1,1,1
12912,0,1,0,0,1,1,1,0,0,0,0,0
12913,0,1,0,0,1,1,1,0,0,0,1,1
12914,0,1,0,0,1,1,1,0,0,1,0,0
12915,0,1,0,0,1,1,1,0,0,1,1,1
12916,0,1,0,0,1,1,1,0,1,0,0,1
12917,0,1,0,0,1,1,1,0,1,0,1,1
12918,0,1,0,0,1,1,1,0,1,1,0,0
12919,0,1,0,0,1,1,1,0,1,1,1,0
12920,0,1,0,0,1,1,1,1,0,0,0,0
12921,0,1,0,0,1,1,1,1,0,0,1,1
12922,0,1,0,0,1,1,1,1,0,1,0,0
12923,0,1,0,0,1,1,1,1,0,1,1,1
12924,0,1,0,0,1,1,1,1,1,0,0,1
12925,0,1,0,0,1,1,1,1,1,0,1,1
12926,0,1,0,0,1,1,1,1,1,1,0,0
12927,0,1,0,0,1,1,1,1,1,1,1,1
12928,0,1,0,1,0,0,0,0,0,0,0,0
12929,0,1,0,1,0,0,0,0,0,0,1,0
12930,0,1,0,1,0,0,0,0,0,1,0,0
12931,0,1,0,1,0,0,0,0,0,1,1,0
12932,0,1,0,1,0,0,0,0,1,0,0,1
12933,0,1,0,1,0,0,0,0,1,0,1,0
12934,0,1,0,1,0,0,0,0,1,1,0,1
12935,0,1,0,1,0,0,0,0,1,1,1,0
12936,0,1,0,1,0,0,0,1,0,0,0,0
12937,0,1,0,1,0,0,0,1,0,0,1,0
12938,0,1,0,1,0,0,0,1,0,1,0,0
12939,0,1,0,1,0,0,0,1,0,1,1,0
12940,0,1,0,1,0,0,0,1,1,0,0,1
12941,0,1,0,1,0,0,0,1,1,0,1,0
12942,0,1,0,1,0,0,0,1,1,1,0,1
12943,0,1,0,1,0,0,0,1,1,1,1,1
12944,0,1,0,1,0,0,1,0,0,0,0,0
12945,0,1,0,1,0,0,1,0,0,0,1,0
12946,0,1,0,1,0,0,1,0,0,1,0,0
12947,0,1,0,1,0,0,1,0,0,1,1,1
12948,0,1,0,1,0,0,1,0,1,0,0,1
12949,0,1,0,1,0,0,1,0,1,0,1,0
12950,0,1,0,1,0,0,1,0,1,1,0,1
12951,0,1,0,1,0,0,1,0,1,1,1,0
12952,0,1,0,1,0,0,1,1,0,0,0,0
12953,0,1,0,1,0,0,1,1,0,0,1,0
12954,0,1,0,1,0,0,1,1,0,1,0,0
12955,0,1,0,1,0,0,1,1,0,1,1,1
12956,0,1,0,1,0,0,1,1,1,0,0,1
12957,0,1,0,1,0,0,1,1,1,0,1,0
12958,0,1,0,1,0,0,1,1,1,1,0,1
12959,0,1,0,1,0,0,1,1,1,1,1,1
12960,0,1,0,1,0,1,0,0,0,0,0,0
12961,0,1,0,1,0,1,0,0,0,0,1,0
12962,0,1,0,1,0,1,0,0,0,1,0,0
12963,0,1,0,1,0,1,0,0,0,1,1,0
12964,0,1,0,1,0,1,0,0,1,0,0,1
12965,0,1,0,1,0,1,0,0,1,0,1,1
12966,0,1,0,1,0,1,0,0,1,1,0,1
12967,0,1,0,1,0,1,0,0,1,1,1,0
12968,0,1,0,1,0,1,0,1,0,0,0,0
12969,0,1,0,1,0,1,0,1,0,0,1,0
12970,0,1,0,1,0,1,0,1,0,1,0,0
12971,0,1,0,1,0,1,0,1,0,1,1,0
12972,0,1,0,1,0,1,0,1,1,0,0,1
12973,0,1,0,1,0,1,0,1,1,0,1,1
12974,0,1,0,1,0,1,0,1,1,1,0,1
12975,0,1,0,1,0,1,0,1,1,1,1,1
12976,0,1,0,1,0,1,1,0,0,0,0,0
12977,0,1,0,1,0,1,1,0,0,0,1,0
12978,0,1,0,1,0,1,1,0,0,1,0,0
12979,0,1,0,1,0,1,1,0,0,1,1,1
12980,0,1,0,1,0,1,1,0,1,0,0,1
12981,0,1,0,1,0,1,1,0,1,0,1,1
12982,0,1,0,1,0,1,1,0,1,1,0,1
12983,0,1,0,1,0,1,1,0,1,1,1,0
12984,0,1,0,1,0,1,1,1,0,0,0,0
12985,0,1,0,1,0,1,1,1,0,0,1,0
12986,0,1,0,1,0,1,1,1,0,1,0,0
12987,0,1,0,1,0,1,1,1,0,1,1,1
12988,0,1,0,1,0,1,1,1,1,0,0,1
12989,0,1,0,1,0,1,1,1,1,0,1,1
12990,0,1,0,1,0,1,1,1,1,1,0,1
12991,0,1,0,1,0,1,1,1,1,1,1,1
12992,0,1,0,1,1,0,0,0,0,0,0,0
12993,0,1,0,1,1,0,0,0,0,0,1,1
12994,0,1,0,1,1,0,0,0,0,1,0,0
12995,0,1,0,1,1,0,0,0,0,1,1,0
12996,0,1,0,1,1,0,0,0,1,0,0,1
12997,0,1,0,1,1,0,0,0,1,0,1,0
12998,0,1,0,1,1,0,0,0,1,1,0,1
12999,0,1,0,1,1,0,0,0,1,1,1,0
13000,0,1,0,1,1,0,0,1,0,0,0,0
13001,0,1,0,1,1,0,0,1,0,0,1,1
13002,0,1,0,1,1,0,0,1,0,1,0,0
13003,0,1,0,1,1,0,0,1,0,1,1,0
13004,0,1,0,1,1,0,0,1,1,0,0,1
13005,0,1,0,1,1,0,0,1,1,0,1,0
13006,0,1,0,1,1,0,0,1,1,1,0,1
13007,0,1,0,1,1,0,0,1,1,1,1,1
13008,0,1,0,1,1,0,1,0,0,0,0,0
13009,0,1,0,1,1,0,1,0,0,0,1,1
13010,0,1,0,1,1,0,1,0,0,1,0,0
13011,0,1,0,1,1,0,1,0,0,1,1,1
13012,0,1,0,1,1,0,1,0,1,0,0,1
13013,0,1,0,1,1,0,1,0,1,0,1,0
13014,0,1,0,1,1,0,1,0,1,1,0,1
13015,0,1,0,1,1,0,1,0,1,1,1,0
13016,0,1,0,1,1,0,1,1,0,0,0,0
13017,0,1,0,1,1,0,1,1,0,0,1,1
13018,0,1,0,1,1,0,1,1,0,1,0,0
13019,0,1,0,1,1,0,1,1,0,1,1,1
13020,0,1,0,1,1,0,1,1,1,0,0,1
13021,0,1,0,1,1,0,1,1,1,0,1,0
13022,0,1,0,1,1,0,1,1,1,1,0,1
13023,0,1,0,1,1,0,1,1,1,1,1,1
13024,0,1,0,1,1,1,0,0,0,0,0,0
13025,0,1,0,1,1,1,0,0,0,0,1,1
13026,0,1,0,1,1,1,0,0,0,1,0,0
13027,0,1,0,1,1,1,0,0,0,1,1,0
13028,0,1,0,1,1,1,0,0,1,0,0,1
13029,0,1,0,1,1,1,0,0,1,0,1,1
13030,0,1,0,1,1,1,0,0,1,1,0,1
13031,0,1,0,1,1,1,0,0,1,1,1,0
13032,0,1,0,1,1,1,0,1,0,0,0,0
13033,0,1,0,1,1,1,0,1,0,0,1,1
13034,0,1,0,1,1,1,0,1,0,1,0,0
13035,0,1,0,1,1,1,0,1,0,1,1,0
13036,0,1,0,1,1,1,0,1,1,0,0,1
13037,0,1,0,1,1,1,0,1,1,0,1,1
13038,0,1,0,1,1,1,0,1,1,1,0,1
13039,0,1,0,1,1,1,0,1,1,1,1,1
13040,0,1,0,1,1,1,1,0,0,0,0,0
13041,0,1,0,1,1,1,1,0,0,0,1,1
13042,0,1,0,1,1,1,1,0,0,1,0,0
13043,0,1,0,1,1,1,1,0,0,1,1,1
13044,0,1,0,1,1,1,1,0,1,0,0,1
13045,0,1,0,1,1,1,1,0,1,0,1,1
13046,0,1,0,1,1,1,1,0,1,1,0,1
13047,0,1,0,1,1,1,1,0,1,1,1,0
13048,0,1,0,1,1,1,1,1,0,0,0,0
13049,0,1,0,1,1,1,1,1,0,0,1,1
13050,0,1,0,1,1,1,1,1,0,1,0,0
13051,0,1,0,1,1,1,1,1,0,1,1,1
13052,0,1,0,1,1,1,1,1,1,0,0,1
13053,0,1,0,1,1,1,1,1,1,0,1,1
13054,0,1,0,1,1,1,1,1,1,1,0,1
13055,0,1,0,1,1,1,1,1,1,1,1,1
13056,0,1,1,0,0,0,0,0,0,0,0,0
13057,0,1,1,0,0,0,0,0,0,0,1,0
13058,0,1,1,0,0,0,0,0,0,1,0,1
13059,0,1,1,0,0,0,0,0,0,1,1,0
13060,0,1,1,0,0,0,0,0,1,0,0,1
13061,0,1,1,0,0,0,0,0,1,0,1,0
13062,0,1,1,0,0,0,0,0,1,1,0,0
13063,0,1,1,0,0,0,0,0,1,1,1,0
13064,0,1,1,0,0,0,0,1,0,0,0,0
13065,0,1,1,0,0,0,0,1,0,0,1,0
13066,0,1,1,0,0,0,0,1,0,1,0,1
13067,0,1,1,0,0,0,0,1,0,1,1,0
13068,0,1,1,0,0,0,0,1,1,0,0,1
13069,0,1,1,0,0,0,0,1,1,0,1,0
13070,0,1,1,0,0,0,0,1,1,1,0,0
13071,0,1,1,0,0,0,0,1,1,1,1,1
13072,0,1,1,0,0,0,1,0,0,0,0,0
13073,0,1,1,0,0,0,1,0,0,0,1,0
13074,0,1,1,0,0,0,1,0,0,1,0,1
13075,0,1,1,0,0,0,1,0,0,1,1,1
13076,0,1,1,0,0,0,1,0,1,0,0,1
13077,0,1,1,0,0,0,1,0,1,0,1,0
13078,0,1,1,0,0,0,1,0,1,1,0,0
13079,0,1,1,0,0,0,1,0,1,1,1,0
13080,0,1,1,0,0,0,1,1,0,0,0,0
13081,0,1,1,0,0,0,1,1,0,0,1,0
13082,0,1,1,0,0,0,1,1,0,1,0,1
13083,0,1,1,0,0,0,1,1,0,1,1,1
13084,0,1,1,0,0,0,1,1,1,0,0,1
13085,0,1,1,0,0,0,1,1,1,0,1,0
13086,0,1,1,0,0,0,1,1,1,1,0,0
13087,0,1,1,0,0,0,1,1,1,1,1,1
13088,0,1,1,0,0,1,0,0,0,0,0,0
13089,0,1,1,0,0,1,0,0,0,0,1,0
13090,0,1,1,0,0,1,0,0,0,1,0,1
13091,0,1,1,0,0,1,0,0,0,1,1,0
13092,0,1,1,0,0,1,0,0,1,0,0,1
13093,0,1,1,0,0,1,0,0,1,0,1,1
13094,0,1,1,0,0,1,0,0,1,1,0,0
13095,0,1,1,0,0,1,0,0,1,1,1,0
13096,0,1,1,0,0,1,0,1,0,0,0,0
13097,0,1,1,0,0,1,0,1,0,0,1,0
13098,0,1,1,0,0,1,0,1,0,1,0,1
13099,0,1,1,0,0,1,0,1,0,1,1,0
13100,0,1,1,0,0,1,0,1,1,0,0,1
13101,0,1,1,0,0,1,0,1,1,0,1,1
13102,0,1,1,0,0,1,0,1,1,1,0,0
13103,0,1,1,0,0,1,0,1,1,1,1,1
13104,0,1,1,0,0,1,1,0,0,0,0,0
13105,0,1,1,0,0,1,1,0,0,0,1,0
13106,0,1,1,0,0,1,1,0,0,1,0,1
13107,0,1,1,0,0,1,1,0,0,1,1,1
13108,0,1,1,0,0,1,1,0,1,0,0,1
13109,0,1,1,0,0,1,1,0,1,0,1,1
13110,0,1,1,0,0,1,1,0,1,1,0,0
13111,0,1,1,0,0,1,1,0,1,1,1,0
13112,0,1,1,0,0,1,1,1,0,0,0,0
13113,0,1,1,0,0,1,1,1,0,0,1,0
13114,0,1,1,0,0,1,1,1,0,1,0,1
13115,0,1,1,0,0,1,1,1,0,1,1,1
13116,0,1,1,0,0,1,1,1,1,0,0,1
13117,0,1,1,0,0,1,1,1,1,0,1,1
13118,0,1,1,0,0,1,1,1,1,1,0,0
13119,0,1,1,0,0,1,1,1,1,1,1,1
13120,0,1,1,0,1,0,0,0,0,0,0,0
13121,0,1,1,0,1,0,0,0,0,0,1,1
13122,0,1,1,0,1,0,0,0,0,1,0,1
13123,0,1,1,0,1,0,0,0,0,1,1,0
13124,0,1,1,0,1,0,0,0,1,0,0,1
13125,0,1,1,0,1,0,0,0,1,0,1,0
13126,0,1,1,0,1,0,0,0,1,1,0,0
13127,0,1,1,0,1,0,0,0,1,1,1,0
13128,0,1,1,0,1,0,0,1,0,0,0,0
13129,0,1,1,0,1,0,0,1,0,0,1,1
13130,0,1,1,0,1,0,0,1,0,1,0,1
13131,0,1,1,0,1,0,0,1,0,1,1,0
13132,0,1,1,0,1,0,0,1,1,0,0,1
13133,0,1,1,0,1,0,0,1,1,0,1,0
13134,0,1,1,0,1,0,0,1,1,1,0,0
13135,0,1,1,0,1,0,0,1,1,1,1,1
13136,0,1,1,0,1,0,1,0,0,0,0,0
13137,0,1,1,0,1,0,1,0,0,0,1,1
13138,0,1,1,0,1,0,1,0,0,1,0,1
13139,0,1,1,0,1,0,1,0,0,1,1,1
13140,0,1,1,0,1,0,1,0,1,0,0,1
13141,0,1,1,0,1,0,1,0,1,0,1,0
13142,0,1,1,0,1,0,1,0,1,1,0,0
13143,0,1,1,0,1,0,1,0,1,1,1,0
13144,0,1,1,0,1,0,1,1,0,0,0,0
13145,0,1,1,0,1,0,1,1,0,0,1,1
13146,0,1,1,0,1,0,1,1,0,1,0,1
13147,0,1,1,0,1,0,1,1,0,1,1,1
13148,0,1,1,0,1,0,1,1,1,0,0,1
13149,0,1,1,0,1,0,1,1,1,0,1,0
13150,0,1,1,0,1,0,1,1,1,1,0,0
13151,0,1,1,0,1,0,1,1,1,1,1,1
13152,0,1,1,0,1,1,0,0,0,0,0,0
13153,0,1,1,0,1,1,0,0,0,0,1,1
13154,0,1,1,0,1,1,0,0,0,1,0,1
13155,0,1,1,0,1,1,0,0,0,1,1,0
13156,0,1,1,0,1,1,0,0,1,0,0,1
13157,0,1,1,0,1,1,0,0,1,0,1,1
13158,0,1,1,0,1,1,0,0,1,1,0,0
13159,0,1,1,0,1,1,0,0,1,1,1,0
13160,0,1,1,0,1,1,0,1,0,0,0,0
13161,0,1,1,0,1,1,0,1,0,0,1,1
13162,0,1,1,0,1,1,0,1,0,1,0,1
13163,0,1,1,0,1,1,0,1,0,1,1,0
13164,0,1,1,0,1,1,0,1,1,0,0,1
13165,0,1,1,0,1,1,0,1,1,0,1,1
13166,0,1,1,0,1,1,0,1,1,1,0,0
13167,0,1,1,0,1,1,0,1,1,1,1,1
13168,0,1,1,0,1,1,1,0,0,0,0,0
13169,0,1,1,0,1,1,1,0,0,0,1,1
13170,0,1,1,0,1,1,1,0,0,1,0,1
13171,0,1,1,0,1,1,1,0,0,1,1,1
13172,0,1,1,0,1,1,1,0,1,0,0,1
13173,0,1,1,0,1,1,1,0,1,0,1,1
13174,0,1,1,0,1,1,1,0,1,1,0,0
13175,0,1,1,0,1,1,1,0,1,1,1,0
13176,0,1,1,0,1,1,1,1,0,0,0,0
13177,0,1,1,0,1,1,1,1,0,0,1,1
13178,0,1,1,0,1,1,1,1,0,1,0,1
13179,0,1,1,0,1,1,1,1,0,1,1,1
13180,0,1,1,0,1,1,1,1,1,0,0,1
13181,0,1,1,0,1,1,1,1,1,0,1,1
13182,0,1,1,0,1,1,1,1,1,1,0,0
13183,0,1,1,0,1,1,1,1,1,1,1,1
13184,0,1,1,1,0,0,0,0,0,0,0,0
13185,0,1,1,1,0,0,0,0,0,0,1,0
13186,0,1,1,1,0,0,0,0,0,1,0,1
13187,0,1,1,1,0,0,0,0,0,1,1,0
13188,0,1,1,1,0,0,0,0,1,0,0,1
13189,0,1,1,1,0,0,0,0,1,0,1,0
13190,0,1,1,1,0,0,0,0,1,1,0,1
13191,0,1,1,1,0,0,0,0,1,1,1,0
13192,0,1,1,1,0,0,0,1,0,0,0,0
13193,0,1,1,1,0,0,0,1,0,0,1,0
13194,0,1,1,1,0,0,0,1,0,1,0,1
13195,0,1,1,1,0,0,0,1,0,1,1,0
13196,0,1,1,1,0,0,0,1,1,0,0,1
13197,0,1,1,1,0,0,0,1,1,0,1,0
13198,0,1,1,1,0,0,0,1,1,1,0,1
13199,0,1,1,1,0,0,0,1,1,1,1,1
13200,0,1,1,1,0,0,1,0,0,0,0,0
13201,0,1,1,1,0,0,1,0,0,0,1,0
13202,0,1,1,1,0,0,1,0,0,1,0,1
13203,0,1,1,1,0,0,1,0,0,1,1,1
13204,0,1,1,1,0,0,1,0,1,0,0,1
13205,0,1,1,1,0,0,1,0,1,0,1,0
13206,0,1,1,1,0,0,1,0,1,1,0,1
13207,0,1,1,1,0,0,1,0,1,1,1,0
13208,0,1,1,1,0,0,1,1,0,0,0,0
13209,0,1,1,1,0,0,1,1,0,0,1,0
13210,0,1,1,1,0,0,1,1,0,1,0,1
13211,0,1,1,1,0,0,1,1,0,1,1,1
13212,0,1,1,1,0,0,1,1,1,0,0,1
13213,0,1,1,1,0,0,1,1,1,0,1,0
13214,0,1,1,1,0,0,1,1,1,1,0,1
13215,0,1,1,1,0,0,1,1,1,1,1,1
13216,0,1,1,1,0,1,0,0,0,0,0,0
13217,0,1,1,1,0,1,0,0,0,0,1,0
13218,0,1,1,1,0,1,0,0,0,1,0,1
13219,0,1,1,1,0,1,0,0,0,1,1,0
13220,0,1,1,1,0,1,0,0,1,0,0,1
13221,0,1,1,1,0,1,0,0,1,0,1,1
13222,0,1,1,1,0,1,0,0,1,1,0,1
13223,0,1,1,1,0,1,0,0,1,1,1,0
13224,0,1,1,1,0,1,0,1,0,0,0,0
13225,0,1,1,1,0,1,0,1,0,0,1,0
13226,0,1,1,1,0,1,0,1,0,1,0,1
13227,0,1,1,1,0,1,0,1,0,1,1,0
13228,0,1,1,1,0,1,0,1,1,0,0,1
13229,0,1,1,1,0,1,0,1,1,0,1,1
13230,0,1,1,1,0,1,0,1,1,1,0,1
13231,0,1,1,1,0,1,0,1,1,1,1,1
13232,0,1,1,1,0,1,1,0,0,0,0,0
13233,0,1,1,1,0,1,1,0,0,0,1,0
13234,0,1,1,1,0,1,1,0,0,1,0,1
13235,0,1,1,1,0,1,1,0,0,1,1,1
13236,0,1,1,1,0,1,1,0,1,0,0,1
13237,0,1,1,1,0,1,1,0,1,0,1,1
13238,0,1,1,1,0,1,1,0,1,1,0,1
13239,0,1,1,1,0,1,1,0,1,1,1,0
13240,0,1,1,1,0,1,1,1,0,0,0,0
13241,0,1,1,1,0,1,1,1,0,0,1,0
13242,0,1,1,1,0,1,1,1,0,1,0,1
13243,0,1,1,1,0,1,1,1,0,1,1,1
13244,0,1,1,1,0,1,1,1,1,0,0,1
13245,0,1,1,1,0,1,1,1,1,0,1,1
13246,0,1,1,1,0,1,1,1,1,1,0,1
13247,0,1,1,1,0,1,1,1,1,1,1,1
13248,0,1,1,1,1,0,0,0,0,0,0,0
13249,0,1,1,1,1,0,0,0,0,0,1,1
13250,0,1,1,1,1,0,0,0,0,1,0,1
13251,0,1,1,1,1,0,0,0,0,1,1,0
13252,0,1,1,1,1,0,0,0,1,0,0,1
13253,0,1,1,1,1,0,0,0,1,0,1,0
13254,0,1,1,1,1,0,0,0,1,1,0,1
13255,0,1,1,1,1,0,0,0,1,1,1,0
13256,0,1,1,1,1,0,0,1,0,0,0,0
